Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Jalen Brunson,27.0,PG,77,77,2726,100,0,0,0,0,8.3,11.8,96,67,74,13,222,75,1269,86,64,"MVP-5,CPOY-5,AS,NBA2"
2.0,Josh Hart,28.0,SF,81,42,2707,0,3,69,28,0,6.5,5.5,71,28,86,10,53,9,824,15,55,
3.0,Donte DiVincenzo,27.0,SG,81,63,2360,1,77,21,0,0,3.1,-4.1,61,25,76,12,40,18,504,8,32,
4.0,Isaiah Hartenstein,25.0,C,75,49,1896,0,0,0,0,100,10.4,11.0,54,12,111,22,79,3,446,29,29,
5.0,Julius Randle,29.0,PF,46,46,1630,0,0,0,90,10,5.9,2.0,56,55,50,30,134,1,604,31,64,AS
6.0,Miles McBride,23.0,PG,68,14,1328,62,39,0,0,0,0.2,-6.8,21,4,52,1,19,19,288,5,21,
7.0,Precious Achiuwa,24.0,PF,49,18,1187,0,0,1,63,36,1.0,-5.3,22,15,64,8,36,3,129,8,26,
8.0,Quentin Grimes,23.0,SG,45,18,910,0,83,16,1,0,1.2,-4.6,11,6,35,0,18,3,127,5,13,
9.0,OG Anunoby,26.0,SF,23,23,802,0,0,45,55,0,22.4,22.1,16,8,32,5,23,0,83,6,21,
10.0,Mitchell Robinson,25.0,C,31,21,768,0,0,0,0,100,0.9,-4.7,1,14,33,5,25,2,43,4,13,
11.0,RJ Barrett,23.0,SG,26,26,766,0,3,96,1,0,-0.3,-6.4,20,14,26,4,64,3,154,8,41,
12.0,Immanuel Quickley,24.0,SG,30,0,720,42,58,0,0,0,8.5,4.6,13,12,25,3,41,3,172,6,13,
13.0,Jericho Sims,25.0,C,45,11,585,0,0,0,0,100,-0.8,-6.5,6,3,23,7,13,2,60,6,2,
14.0,Bojan Bogdanović,34.0,SF,29,0,557,0,1,28,70,0,-8.4,-15.3,15,13,24,5,19,1,67,3,16,6MOY-9
15.0,Alec Burks,32.0,SG,23,1,311,0,80,20,0,0,-10.8,-16.8,9,6,5,0,17,3,49,3,10,
16.0,Taj Gibson,38.0,PF,16,1,165,0,0,0,39,61,-6.2,-11.4,0,2,17,3,1,0,22,0,1,
17.0,Malachi Flynn,25.0,PG,14,0,60,100,0,0,0,0,-3.4,-8.3,1,1,1,0,5,0,13,1,3,
18.0,DaQuan Jeffries,26.0,SG,17,0,46,0,18,60,23,0,-6.7,-11.5,2,1,2,0,0,0,11,0,1,
19.0,Ryan Arcidiacono,29.0,PG,20,0,45,0,65,36,0,0,7.6,2.9,2,0,3,0,0,2,11,0,0,
20.0,Evan Fournier,31.0,SG,3,0,39,0,12,88,0,0,-17.1,-22.1,0,0,3,0,1,0,6,0,0,
21.0,Jacob Toppin,23.0,SF,9,0,38,0,0,37,63,0,-33.6,-38.7,0,0,2,0,1,0,8,0,1,
22.0,Charlie Brown Jr.,26.0,SG,8,0,37,0,41,55,5,0,-13.0,-18.0,1,0,3,0,0,1,0,0,1,
23.0,Shake Milton,27.0,SG,6,0,27,29,65,7,0,0,14.7,10.1,0,0,6,0,1,0,9,0,3,
24.0,Mamadi Diakite,27.0,PF,3,0,8,0,0,0,100,0,-11.8,-16.6,0,0,0,0,0,0,0,0,0,
25.0,Dylan Windler,27.0,SF,3,0,7,0,0,0,100,0,59.5,54.9,0,0,1,0,0,0,3,0,0,
26.0,Dmytro Skapintsev,25.0,C,2,0,2,0,0,0,0,100,-25.0,-29.8,0,0,0,0,0,0,0,0,0,
,Team Totals,,,82,82,19727,20,20,20,20,20,4.7,1.6,478,286,754,128,812,148,4902,224,430,
