Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Josh Hart,28.0,SF,13,13,548,0.44,12.4,0.607,0.4,0.127,0.053,0.027,0.393,0.484,0.567,0.368,0.25,0.25,0.373,0.568,0.864,0.007,1,0.271,0.25,0,0,
2.0,Jalen Brunson,27.0,PG,13,13,518,0.444,13.2,0.753,0.147,0.274,0.215,0.118,0.247,0.488,0.72,0.419,0.466,0.4,0.31,0.16,0.462,0.003,1,0.107,0.333,0,0,
3.0,Donte DiVincenzo,27.0,SG,13,13,466,0.419,16.6,0.445,0.251,0.126,0.042,0.026,0.555,0.412,0.521,0.208,0.375,0.4,0.425,0.686,0.867,0.031,6,0.189,0.45,1,0,
4.0,Isaiah Hartenstein,25.0,C,13,13,388,0.592,7.5,0.974,0.395,0.303,0.224,0.053,0.026,0.595,0.6,0.609,0.529,0.75,0.5,0.773,1.0,0.211,12,0.0,,2,1,
5.0,Miles McBride,23.0,PG,13,2,347,0.435,17.4,0.452,0.129,0.137,0.137,0.048,0.548,0.518,0.625,0.588,0.353,0.5,0.368,0.448,0.8,0.024,2,0.265,0.167,1,0,
6.0,OG Anunoby,26.0,SF,9,9,324,0.505,12.9,0.649,0.351,0.108,0.09,0.099,0.351,0.556,0.667,0.25,0.3,0.727,0.41,0.6,1.0,0.153,14,0.359,0.5,0,0,
7.0,Precious Achiuwa,24.0,PF,9,2,184,0.488,4.1,0.93,0.628,0.302,0.0,0.0,0.07,0.525,0.704,0.154,,,0.0,0.619,,0.233,8,1.0,0.0,0,0,
8.0,Alec Burks,32.0,SG,6,0,121,0.5,18.2,0.44,0.12,0.1,0.16,0.06,0.56,0.591,0.667,0.4,0.75,0.333,0.429,0.769,0.833,0.0,0,0.286,0.5,0,0,
9.0,Mitchell Robinson,25.0,C,6,0,115,0.5,0.9,1.0,0.929,0.071,0.0,0.0,0.0,0.5,0.538,0.0,,,,0.571,,0.357,5,,,0,0,
10.0,Bojan Bogdanović,34.0,SF,4,0,51,0.292,19.1,0.375,0.042,0.125,0.208,0.0,0.625,0.111,0.0,0.0,0.2,,0.4,1.0,0.833,0.0,0,0.4,0.167,0,0,
11.0,Jericho Sims,25.0,C,5,0,27,1.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0.5,,0.5,1,,,0,0,
12.0,Shake Milton,27.0,SG,4,0,22,0.0,12.6,0.667,0.0,0.5,0.167,0.0,0.333,0.0,,0.0,0.0,,0.0,,,0.0,0,0.0,,0,0,
13.0,DaQuan Jeffries,26.0,SG,4,0,20,0.375,16.4,0.375,0.125,0.25,0.0,0.0,0.625,0.333,1.0,0.0,,,0.4,0.0,1.0,0.0,0,0.6,0.667,0,0,
14.0,Mamadi Diakite,27.0,PF,4,0,15,0.0,18.7,0.333,0.0,0.333,0.0,0.0,0.667,0.0,,0.0,,,0.0,,,0.0,0,0.0,,0,0,
,Team Totals,,,13,13,3146,0.453,12.2,0.638,0.257,0.189,0.129,0.064,0.362,0.497,0.621,0.38,0.435,0.466,0.375,0.467,0.8,0.053,50,0.235,0.34,4,1,
