Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Precious Achiuwa,24.0,PF,9,2,184,0.488,0.525,0.0,0.488,0.385,0.482,0.302,0.07,103,96,0.0,89,49.0,83,124,18,
2.0,OG Anunoby,26.0,SF,9,9,324,0.505,0.556,0.41,0.577,0.615,0.583,0.117,0.351,106,102,112.0,105,78.0,100,48,89,
3.0,Bojan Bogdanović,34.0,SF,4,0,51,0.292,0.111,0.4,0.417,0.571,0.443,0.292,0.625,61,20,109.0,76,73.0,76,119,158,
4.0,Jalen Brunson,27.0,PG,13,13,518,0.444,0.488,0.31,0.482,0.775,0.536,0.353,0.247,94,90,85.0,88,99.0,92,144,63,
5.0,Alec Burks,32.0,SG,6,0,121,0.5,0.591,0.429,0.62,0.844,0.694,0.64,0.56,105,108,117.0,113,108.0,120,262,142,
6.0,Mamadi Diakite,27.0,PF,4,0,15,0.0,0.0,0.0,0.0,1.0,0.258,0.667,0.667,0,0,0.0,0,128.0,44,273,169,
7.0,Donte DiVincenzo,27.0,SG,13,13,466,0.419,0.412,0.425,0.537,0.867,0.566,0.157,0.555,88,76,116.0,98,111.0,98,64,141,
8.0,Isaiah Hartenstein,25.0,C,13,13,388,0.592,0.595,0.5,0.599,0.864,0.642,0.289,0.026,125,109,137.0,110,110.0,111,118,7,
9.0,Josh Hart,28.0,SF,13,13,548,0.44,0.484,0.373,0.513,0.729,0.552,0.32,0.393,93,89,102.0,94,93.0,95,131,100,
10.0,DaQuan Jeffries,26.0,SG,4,0,20,0.375,0.333,0.4,0.5,,0.5,0.0,0.625,79,61,109.0,91,,86,0,158,
11.0,Miles McBride,23.0,PG,13,2,347,0.435,0.518,0.368,0.536,0.833,0.553,0.097,0.548,92,95,101.0,98,106.0,95,40,139,
12.0,Shake Milton,27.0,SG,4,0,22,0.0,0.0,0.0,0.0,0.833,0.289,1.0,0.333,0,0,0.0,0,106.0,50,409,84,
13.0,Mitchell Robinson,25.0,C,6,0,115,0.5,0.5,,0.5,0.375,0.485,0.571,0.0,105,92,,91,48.0,84,234,0,
14.0,Jericho Sims,25.0,C,5,0,27,1.0,1.0,,1.0,0.75,0.931,2.0,0.0,211,183,,183,96.0,160,819,0,
,Team Totals,,,13,13,3146,0.453,0.497,0.375,0.521,0.757,0.558,0.278,0.362,95,91,103.0,95,97.0,96,114,92,
