Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,OG Anunoby,28.0,PF,16,16,500,0.487,0.568,0.408,0.591,0.795,0.616,0.202,0.508,104.0,104.0,113.0,108.0,101.0,106.0,73.0,123.0,17.7,14.0,
2.0,Mikal Bridges,29.0,SF,25,25,869,0.526,0.618,0.407,0.615,0.816,0.631,0.123,0.438,112.0,113.0,113.0,113.0,104.0,108.0,44.0,106.0,43.4,31.4,
3.0,Jalen Brunson,29.0,PG,23,23,807,0.487,0.546,0.376,0.553,0.838,0.602,0.319,0.352,103.0,100.0,105.0,101.0,106.0,103.0,115.0,85.0,7.8,20.8,
4.0,Jordan Clarkson,33.0,SG,25,0,495,0.429,0.554,0.286,0.495,0.762,0.525,0.2,0.467,91.0,101.0,79.0,91.0,97.0,90.0,72.0,113.0,-20.8,-26.4,
5.0,Pacome Dadiet,20.0,SG,9,0,22,0.167,0.333,0.0,0.167,1.0,0.291,0.333,0.5,35.0,61.0,0.0,31.0,127.0,50.0,120.0,121.0,-4.5,-4.0,
6.0,Mohamed Diawara,20.0,SF,17,0,55,0.357,0.375,0.333,0.429,0.0,0.403,0.143,0.429,76.0,68.0,93.0,79.0,0.0,69.0,51.0,103.0,-3.3,-5.3,
7.0,Tosan Evbuomwan,24.0,SF,4,0,7,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-1.1,-1.2,
8.0,Josh Hart,30.0,SF,24,10,713,0.511,0.615,0.381,0.596,0.822,0.624,0.205,0.443,109.0,112.0,106.0,109.0,104.0,107.0,74.0,107.0,22.4,19.6,
9.0,Ariel Hukporti,23.0,C,16,2,126,0.538,0.538,,0.538,0.625,0.575,0.615,0.0,115.0,98.0,,99.0,79.0,99.0,221.0,0.0,-0.2,-0.3,
10.0,Trey Jemison,26.0,C,3,0,10,,,,,,,,,,,,,,,,,0.0,0.0,
11.0,Tyler Kolek,24.0,PG,21,0,214,0.463,0.611,0.29,0.53,0.625,0.539,0.119,0.463,98.0,112.0,81.0,97.0,79.0,92.0,43.0,112.0,-2.0,-6.2,
12.0,Miles McBride,25.0,SG,20,9,539,0.436,0.421,0.444,0.588,0.792,0.606,0.133,0.685,93.0,77.0,123.0,108.0,100.0,104.0,48.0,165.0,15.8,8.7,
13.0,Kevin McCullar Jr.,24.0,SF,1,0,1,1.0,,1.0,1.5,,1.5,0.0,1.0,213.0,,278.0,275.0,,257.0,0.0,241.0,1.9,1.8,
14.0,Mitchell Robinson,27.0,C,17,10,297,0.683,0.683,,0.683,0.222,0.586,0.659,0.0,145.0,125.0,,125.0,28.0,101.0,237.0,0.0,11.3,0.3,
15.0,Landry Shamet,28.0,SG,15,6,314,0.452,0.519,0.424,0.602,0.794,0.644,0.366,0.71,96.0,95.0,118.0,111.0,101.0,110.0,131.0,171.0,10.7,13.1,
16.0,Karl-Anthony Towns,30.0,C,24,24,797,0.474,0.533,0.36,0.535,0.882,0.61,0.436,0.339,101.0,97.0,100.0,98.0,112.0,105.0,157.0,82.0,-7.0,24.2,
17.0,Guerschon Yabusele,30.0,C,24,0,234,0.4,0.619,0.295,0.5,0.6,0.512,0.154,0.677,85.0,113.0,82.0,92.0,76.0,88.0,55.0,163.0,-5.8,-9.9,
,Team Totals,,,25,25,6000,0.481,0.562,0.378,0.564,0.795,0.599,0.262,0.441,102.0,102.0,105.0,104.0,101.0,103.0,94.0,106.0,86.3,80.6,
