Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Mikal Bridges,29.0,25,25,869,162,308,0.526,55,135,0.407,107,173,0.618,0.615,31,38,0.816,29,85,114,105,48,27,24,58,410,0,
2.0,Jalen Brunson,29.0,23,23,807,235,483,0.487,64,170,0.376,171,313,0.546,0.553,129,154,0.838,11,61,72,147,17,2,53,55,663,0,
3.0,Karl-Anthony Towns,30.0,24,24,797,175,369,0.474,45,125,0.36,130,244,0.533,0.535,142,161,0.882,74,211,285,77,20,19,58,81,537,0,
4.0,Josh Hart,30.0,24,10,713,112,219,0.511,37,97,0.381,75,122,0.615,0.596,37,45,0.822,41,144,185,120,33,8,50,62,298,1,
5.0,Miles McBride,25.0,20,9,539,79,181,0.436,55,124,0.444,24,57,0.421,0.588,19,24,0.792,14,37,51,49,13,5,15,35,232,0,
6.0,OG Anunoby,28.0,16,16,500,94,193,0.487,40,98,0.408,54,95,0.568,0.591,31,39,0.795,22,64,86,32,31,11,31,38,259,0,
7.0,Jordan Clarkson,33.0,25,0,495,90,210,0.429,28,98,0.286,62,112,0.554,0.495,32,42,0.762,23,26,49,41,9,5,29,51,240,0,
8.0,Landry Shamet,28.0,15,6,314,42,93,0.452,28,66,0.424,14,27,0.519,0.602,27,34,0.794,7,23,30,18,6,3,7,19,139,0,
9.0,Mitchell Robinson,27.0,17,10,297,28,41,0.683,0,0,,28,41,0.683,0.683,6,27,0.222,77,63,140,17,13,18,13,38,62,0,
10.0,Guerschon Yabusele,30.0,24,0,234,26,65,0.4,13,44,0.295,13,21,0.619,0.5,6,10,0.6,16,37,53,9,3,4,7,27,71,0,
11.0,Tyler Kolek,24.0,21,0,214,31,67,0.463,9,31,0.29,22,36,0.611,0.53,5,8,0.625,5,16,21,41,10,1,13,22,76,0,
12.0,Ariel Hukporti,23.0,16,2,126,7,13,0.538,0,0,,7,13,0.538,0.538,5,8,0.625,15,24,39,8,2,8,9,21,19,0,
13.0,Mohamed Diawara,20.0,17,0,55,5,14,0.357,2,6,0.333,3,8,0.375,0.429,0,2,0.0,3,8,11,8,3,1,5,8,12,0,
14.0,Pacome Dadiet,20.0,9,0,22,1,6,0.167,0,3,0.0,1,3,0.333,0.167,2,2,1.0,0,5,5,2,0,0,0,1,4,0,
15.0,Trey Jemison,26.0,3,0,10,0,0,,0,0,,0,0,,,0,0,,1,2,3,0,0,0,1,2,0,0,
16.0,Tosan Evbuomwan,24.0,4,0,7,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,1,1,2,0,0,0,0,1,0,0,
17.0,Kevin McCullar Jr.,24.0,1,0,1,1,1,1.0,1,1,1.0,0,0,,1.5,0,0,,0,1,1,0,0,0,0,0,3,0,
,Team Totals,,25,25,6000,1088,2264,0.481,377,998,0.378,711,1266,0.562,0.564,472,594,0.795,339,808,1147,674,208,112,315,519,3025,1,
