Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Mikal Bridges,29.0,SF,25,25,869,18.6,0.631,0.438,0.123,3.6,11.1,7.3,16.8,2.7,3.2,6.9,16.9,2.3,1.2,3.5,0.194,3.2,2.2,5.4,1.6,
2.0,Jalen Brunson,29.0,PG,23,23,807,22.4,0.602,0.352,0.319,1.5,8.6,4.9,29.6,1.0,0.3,8.8,31.4,2.7,0.6,3.2,0.193,5.3,-1.5,3.8,1.2,
3.0,Karl-Anthony Towns,30.0,C,24,24,797,22.4,0.61,0.339,0.436,10.0,30.1,19.8,14.1,1.2,2.5,11.7,26.2,2.2,1.2,3.4,0.206,3.2,0.0,3.2,1.1,
4.0,Josh Hart,30.0,SF,24,10,713,17.3,0.624,0.443,0.205,6.2,22.9,14.4,22.5,2.3,1.2,17.3,17.0,1.4,1.1,2.5,0.166,2.0,1.9,3.9,1.1,
5.0,Miles McBride,25.0,SG,20,9,539,12.9,0.606,0.685,0.133,2.8,7.8,5.2,12.0,1.2,1.0,7.3,16.1,1.0,0.4,1.4,0.126,1.3,-0.3,0.9,0.4,
6.0,OG Anunoby,28.0,PF,16,16,500,16.6,0.616,0.508,0.202,4.8,14.5,9.5,8.9,3.0,2.3,12.9,20.3,0.6,0.8,1.4,0.132,1.4,1.2,2.6,0.6,
7.0,Jordan Clarkson,33.0,SG,25,0,495,10.4,0.525,0.467,0.2,5.0,6.0,5.5,11.4,0.9,1.0,11.3,21.9,0.1,0.3,0.5,0.045,-2.5,-2.2,-4.7,-0.3,
8.0,Landry Shamet,28.0,SG,15,6,314,13.2,0.644,0.71,0.366,2.4,8.3,5.3,7.4,0.9,1.0,6.1,15.4,0.7,0.2,0.9,0.142,1.1,-0.7,0.4,0.2,
9.0,Mitchell Robinson,27.0,C,17,10,297,18.7,0.586,0.0,0.659,28.0,24.1,26.1,7.0,2.1,6.2,19.7,9.3,0.7,0.6,1.2,0.201,1.3,0.3,1.6,0.3,
10.0,Guerschon Yabusele,30.0,C,24,0,234,8.7,0.512,0.677,0.154,7.4,18.0,12.5,4.8,0.6,1.8,9.2,13.7,0.1,0.2,0.3,0.07,-2.8,-0.9,-3.6,-0.1,
11.0,Tyler Kolek,24.0,PG,21,0,214,12.0,0.539,0.463,0.119,2.5,8.5,5.4,25.1,2.3,0.5,15.6,16.4,0.2,0.2,0.4,0.097,-1.5,0.8,-0.7,0.1,
12.0,Ariel Hukporti,23.0,C,16,2,126,9.0,0.575,0.0,0.615,12.9,21.6,17.1,7.5,0.8,6.5,35.3,8.5,0.0,0.2,0.2,0.082,-4.8,1.8,-3.0,0.0,
13.0,Mohamed Diawara,20.0,SF,17,0,55,6.2,0.403,0.429,0.143,5.9,16.5,11.1,17.8,2.7,1.9,25.2,15.2,-0.1,0.1,0.0,-0.007,-5.4,0.9,-4.5,0.0,
14.0,Pacome Dadiet,20.0,SG,9,0,22,3.4,0.291,0.5,0.333,0.0,25.8,12.6,10.6,0.0,0.0,0.0,13.1,0.0,0.0,0.0,-0.017,-7.3,-1.7,-9.0,0.0,
15.0,Trey Jemison,26.0,C,3,0,10,-1.7,,,,10.8,22.7,16.6,0.0,0.0,0.0,100.0,4.2,0.0,0.0,0.0,-0.046,-9.8,-1.7,-11.5,0.0,
16.0,Tosan Evbuomwan,24.0,SF,4,0,7,-0.3,0.0,0.0,0.0,15.4,16.2,15.8,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,-0.03,-8.5,-3.4,-11.8,0.0,
17.0,Kevin McCullar Jr.,24.0,SF,1,0,1,127.7,1.5,1.0,0.0,0.0,100.0,55.4,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.1,2.495,68.2,17.6,85.8,0.0,
,Team Totals,,,25,25,6000,,0.599,0.441,0.262,,,,,,,,,11.8,7.3,19.1,0.153,1.6,0.3,1.9,5.9,
