Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Ryan Rollins,23.0,PG,27,26,856,0.473,14.5,0.588,0.285,0.125,0.106,0.072,0.412,0.534,0.701,0.319,0.475,0.333,0.387,0.237,0.683,0.024,9,0.174,0.481,0,0,
2.0,Myles Turner,29.0,C,27,27,771,0.432,18.9,0.384,0.148,0.104,0.084,0.048,0.616,0.521,0.622,0.538,0.333,0.5,0.377,0.72,1.0,0.04,10,0.162,0.48,0,0,
3.0,Gary Trent Jr.,27.0,SG,27,16,750,0.405,20.8,0.302,0.052,0.103,0.078,0.069,0.698,0.471,0.583,0.417,0.5,0.438,0.377,0.576,0.934,0.0,0,0.272,0.523,0,0,
4.0,A.J. Green,26.0,SG,24,24,696,0.489,24.4,0.074,0.017,0.023,0.023,0.011,0.926,0.538,0.667,0.5,0.75,0.0,0.485,0.571,0.924,0.0,0,0.239,0.692,0,0,
5.0,Kyle Kuzma,30.0,PF,26,12,680,0.515,10.3,0.733,0.344,0.298,0.053,0.038,0.267,0.583,0.778,0.436,0.214,0.5,0.329,0.688,0.87,0.053,13,0.343,0.375,0,0,
6.0,Bobby Portis,30.0,PF,27,2,586,0.489,16.0,0.61,0.121,0.197,0.159,0.133,0.39,0.497,0.719,0.481,0.405,0.429,0.476,0.7,1.0,0.008,2,0.252,0.577,0,0,
7.0,Giannis Antetokounmpo,31.0,PF,17,17,495,0.639,6.0,0.922,0.643,0.129,0.054,0.095,0.078,0.657,0.794,0.447,0.375,0.179,0.435,0.478,0.8,0.255,73,0.0,,0,0,
8.0,Cole Anthony,25.0,PG,25,0,399,0.424,13.9,0.703,0.14,0.262,0.227,0.076,0.297,0.488,0.625,0.444,0.462,0.462,0.275,0.169,0.571,0.012,0,0.216,0.273,0,0,
9.0,Jericho Sims,27.0,C,21,3,312,0.818,3.0,1.0,0.758,0.121,0.121,0.0,0.0,0.818,0.92,0.5,0.5,,,0.741,,0.545,16,,,0,0,
10.0,Gary Harris,31.0,SG,18,0,252,0.412,16.2,0.441,0.118,0.206,0.088,0.029,0.559,0.467,0.75,0.286,0.667,0.0,0.368,0.714,1.0,0.0,0,0.684,0.385,0,0,
11.0,Kevin Porter Jr.,25.0,PG,8,8,235,0.51,15.2,0.58,0.25,0.11,0.11,0.11,0.42,0.5,0.72,0.455,0.273,0.273,0.524,0.241,0.591,0.08,7,0.31,0.538,0,0,
12.0,Taurean Prince,31.0,SF,8,0,169,0.447,19.8,0.263,0.105,0.105,0.0,0.053,0.737,0.5,0.75,0.25,,0.5,0.429,0.8,1.0,0.026,1,0.464,0.385,0,0,
13.0,Amir Coffey,28.0,SG,20,0,158,0.417,15.7,0.542,0.167,0.167,0.083,0.125,0.458,0.538,1.0,0.25,0.5,0.333,0.273,0.429,1.0,0.042,1,0.727,0.125,0,0,
14.0,Andre Jackson Jr.,24.0,SG,13,0,92,0.273,18.5,0.409,0.136,0.091,0.136,0.045,0.591,0.444,1.0,0.5,0.0,0.0,0.154,1.0,1.0,0.091,2,0.308,0.0,0,0,
15.0,Pete Nance,25.0,PF,7,0,27,0.5,18.2,0.357,0.143,0.214,0.0,0.0,0.643,0.6,1.0,0.333,,,0.444,1.0,1.0,0.0,0,0.111,0.0,0,0,
16.0,Mark Sears,23.0,PG,7,0,26,0.462,19.2,0.385,0.077,0.154,0.154,0.0,0.615,0.4,1.0,0.0,0.5,,0.5,0.0,0.75,0.0,0,0.0,,0,0,
17.0,Thanasis Antetokounmpo,33.0,SF,10,0,25,0.667,2.2,1.0,0.667,0.333,0.0,0.0,0.0,0.667,0.667,0.667,,,,0.667,,0.333,3,,,0,0,
,Team Totals,,,27,27,6529,0.491,14.9,0.563,0.246,0.153,0.095,0.07,0.437,0.558,0.75,0.429,0.416,0.36,0.404,0.502,0.877,0.063,137,0.245,0.484,0,0,
