Rk,Unnamed: 1,Salary
1,Damian Lillard,"$54,126,450"
2,Giannis Antetokounmpo,"$54,126,450"
3,Myles Turner,"$25,318,251"
4,Kyle Kuzma,"$22,410,605"
5,Bobby Portis,"$13,445,754"
6,Vasilije Micić,"$8,109,150"
7,Kevin Porter Jr.,"$5,134,000"
8,Ryan Rollins,"$4,000,000"
9,Gary Trent Jr.,"$3,697,105"
10,Gary Harris,"$3,634,153"
11,Taurean Prince,"$3,303,774"
12,Jericho Sims,"$2,461,463"
13,A.J. Green,"$2,301,587"
14,Chris Livingston,"$2,296,274"
15,Cole Anthony,"$2,296,274"
16,Amir Coffey,"$2,296,274"
17,Thanasis Antetokounmpo,"$2,296,274"
18,Andre Jackson Jr.,"$2,221,677"
19,Tyler Smith,"$1,955,377"
