Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Ryan Rollins,23.0,PG,27,26,856,16.1,0.573,0.412,0.146,2.7,11.7,7.3,28.4,2.4,1.0,15.1,24.3,0.6,0.7,1.3,0.075,0.3,-0.5,-0.2,0.4,
2.0,Myles Turner,29.0,C,27,27,771,13.9,0.58,0.616,0.304,4.1,17.9,11.0,7.8,1.4,5.4,9.3,17.9,0.5,0.8,1.4,0.085,-0.8,0.1,-0.7,0.2,
3.0,Gary Trent Jr.,27.0,SG,27,16,750,8.7,0.558,0.698,0.134,0.6,5.0,2.8,8.2,1.5,0.3,8.2,15.7,0.1,0.3,0.4,0.024,-2.7,-1.6,-4.3,-0.4,
4.0,A.J. Green,26.0,SG,24,24,696,11.6,0.724,0.926,0.136,0.2,10.8,5.5,9.8,0.9,0.4,9.7,13.1,1.2,0.3,1.4,0.1,-0.1,-1.2,-1.4,0.1,
5.0,Kyle Kuzma,30.0,PF,26,12,680,14.7,0.591,0.267,0.298,3.9,16.1,10.1,12.3,1.5,1.9,12.2,21.9,0.4,0.5,1.0,0.068,-1.6,-0.9,-2.5,-0.1,
6.0,Bobby Portis,30.0,PF,27,2,586,15.7,0.586,0.39,0.087,5.8,24.3,15.1,9.5,1.1,0.5,9.3,22.7,0.3,0.5,0.8,0.067,0.6,-2.0,-1.4,0.1,
7.0,Giannis Antetokounmpo,31.0,PF,17,17,495,35.0,0.669,0.078,0.568,13.2,26.7,20.0,42.9,1.6,3.2,13.2,37.7,2.2,0.6,2.8,0.274,8.7,2.2,10.9,1.6,
8.0,Cole Anthony,25.0,PG,25,0,399,10.8,0.476,0.297,0.128,2.9,16.6,9.8,36.2,2.1,2.0,21.6,25.6,-0.7,0.4,-0.3,-0.033,-4.1,-0.4,-4.5,-0.2,
9.0,Jericho Sims,27.0,C,21,3,312,9.6,0.812,0.0,0.273,10.4,18.2,14.4,5.7,0.6,1.6,31.5,7.6,0.4,0.2,0.6,0.085,-3.7,-1.1,-4.9,-0.2,
10.0,Gary Harris,31.0,SG,18,0,252,6.7,0.545,0.559,0.118,1.8,9.5,5.7,10.2,2.3,1.2,20.1,7.8,0.0,0.2,0.2,0.041,-4.5,1.1,-3.4,-0.1,
11.0,Kevin Porter Jr.,25.0,PG,8,8,235,23.8,0.67,0.42,0.34,2.5,14.1,8.3,35.9,3.7,0.8,16.7,25.9,0.7,0.3,1.0,0.199,4.7,1.5,6.3,0.5,
12.0,Taurean Prince,31.0,SF,8,0,169,7.7,0.623,0.737,0.079,0.0,8.8,4.4,6.2,1.7,1.2,11.3,11.6,0.1,0.1,0.2,0.047,-3.3,-0.4,-3.6,-0.1,
13.0,Amir Coffey,28.0,SG,20,0,158,6.1,0.554,0.458,0.292,2.9,7.9,5.5,6.3,0.0,0.6,6.9,8.1,0.1,0.0,0.1,0.039,-3.4,-2.4,-5.8,-0.2,
14.0,Andre Jackson Jr.,24.0,SG,13,0,92,7.5,0.358,0.591,0.182,6.3,8.7,7.5,23.0,2.6,2.1,17.4,13.8,-0.1,0.1,0.0,0.004,-5.2,-0.1,-5.3,-0.1,
15.0,Pete Nance,25.0,PF,7,0,27,18.8,0.643,0.643,0.0,4.3,25.3,14.9,6.1,0.0,0.0,6.7,24.5,0.0,0.0,0.0,0.078,5.9,-3.3,2.6,0.0,
16.0,Mark Sears,23.0,PG,7,0,26,15.1,0.666,0.615,0.615,4.5,4.4,4.4,12.1,0.0,0.0,19.5,34.8,0.0,0.0,0.0,0.017,2.2,-4.5,-2.3,0.0,
17.0,Thanasis Antetokounmpo,33.0,SF,10,0,25,27.7,0.694,0.0,1.0,9.3,9.1,9.2,0.0,5.8,11.7,7.2,24.6,0.1,0.1,0.1,0.271,0.0,5.8,5.8,0.0,
,Team Totals,,,27,27,6529,,0.601,0.437,0.24,,,,,,,,,6.0,5.1,11.1,0.081,-0.5,-0.5,-1.0,1.6,
