Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Ryan Rollins,23,27,26,856,10.1,21.3,0.473,3.4,8.8,0.387,6.7,12.5,0.534,0.553,2.4,3.1,0.782,1.1,5.0,6.1,9.1,2.4,0.5,4.0,4.3,26.0,112,117,
2,Myles Turner,29,27,27,771,6.8,15.7,0.432,3.6,9.7,0.377,3.1,6.0,0.521,0.548,3.5,4.8,0.724,1.7,7.6,9.3,2.8,1.4,2.7,1.8,4.7,20.7,114,115,
3,Gary Trent Jr.,27,27,16,750,6.1,15.0,0.405,3.9,10.5,0.377,2.1,4.5,0.471,0.537,1.6,2.0,0.806,0.3,2.1,2.4,3.0,1.5,0.1,1.4,2.9,17.7,108,122,
4,A.J. Green,26,24,24,696,6.0,12.3,0.489,5.5,11.3,0.485,0.5,0.9,0.538,0.713,1.3,1.7,0.792,0.1,4.6,4.7,3.6,0.9,0.2,1.4,4.6,18.8,131,122,
5,Kyle Kuzma,30,26,12,680,9.6,18.7,0.515,1.6,5.0,0.329,8.0,13.7,0.583,0.559,4.1,5.6,0.731,1.6,6.8,8.5,4.0,1.5,0.9,2.9,4.5,24.9,112,118,
6,Bobby Portis,30,27,2,586,10.7,21.8,0.489,4.1,8.5,0.476,6.6,13.3,0.497,0.581,1.2,1.9,0.609,2.4,10.3,12.7,3.0,1.1,0.2,2.3,3.5,26.5,111,117,
7,Giannis Antetokounmpo,31,17,17,495,18.4,28.8,0.639,1.0,2.3,0.435,17.4,26.5,0.657,0.656,10.4,16.3,0.635,5.5,11.4,16.8,10.2,1.6,1.6,5.5,4.6,48.2,128,114,
8,Cole Anthony,25,25,0,399,8.9,20.9,0.424,1.7,6.2,0.275,7.2,14.7,0.488,0.465,1.6,2.7,0.591,1.2,7.0,8.3,12.0,2.1,1.0,6.1,6.9,21.0,96,116,
9,Jericho Sims,27,21,3,312,4.2,5.1,0.818,0.0,0.0,,4.2,5.1,0.818,0.818,0.9,1.4,0.667,4.3,7.8,12.1,2.2,0.6,0.8,2.6,5.0,9.3,130,119,
10,Gary Harris,31,18,0,252,2.7,6.5,0.412,1.3,3.7,0.368,1.3,2.9,0.467,0.515,0.8,0.8,1.0,0.8,4.0,4.8,4.0,2.3,0.6,1.7,4.0,7.5,108,118,
11,Kevin Porter Jr.,25,8,8,235,10.5,20.6,0.51,4.5,8.7,0.524,6.0,12.0,0.5,0.62,6.2,7.0,0.882,1.0,6.0,7.0,11.3,3.7,0.4,4.7,3.5,31.8,126,114,
12,Taurean Prince,31,8,0,169,4.9,10.9,0.447,3.4,8.0,0.429,1.4,2.9,0.5,0.605,0.9,0.9,1.0,0.0,3.7,3.7,2.3,1.7,0.6,1.4,5.7,14.0,113,120,
13,Amir Coffey,28,20,0,158,3.1,7.4,0.417,0.9,3.4,0.273,2.1,4.0,0.538,0.479,2.1,2.1,1.0,1.2,3.4,4.6,2.5,0.0,0.3,0.6,1.8,9.2,122,124,
14,Andre Jackson Jr.,24,13,0,92,3.2,11.6,0.273,1.1,6.8,0.154,2.1,4.7,0.444,0.318,1.6,2.1,0.75,2.6,3.7,6.3,9.0,2.6,1.1,2.6,6.3,9.0,98,117,
15,Pete Nance,25,7,0,27,12.6,25.1,0.5,7.2,16.2,0.444,5.4,9.0,0.6,0.643,0.0,0.0,,1.8,10.8,12.6,1.8,0.0,0.0,1.8,0.0,32.3,115,120,
16,Mark Sears,23,7,0,26,11.2,24.2,0.462,7.5,14.9,0.5,3.7,9.3,0.4,0.615,11.2,14.9,0.75,1.9,1.9,3.7,3.7,0.0,0.0,7.5,7.5,41.0,109,125,
17,Thanasis Antetokounmpo,33,10,0,25,11.6,17.4,0.667,0.0,0.0,,11.6,17.4,0.667,0.667,11.6,17.4,0.667,3.9,3.9,7.8,0.0,5.8,5.8,1.9,13.6,34.9,133,104,
