unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Ivica Zubac,31:34,9,14,.643,0,0,,0,0,,6,3,9,1,0,2,2,2,18,16.2,-10,True,,LAC,DEN,LAC,DEN,True,False,02f8c2fce2046d9c6cf10f9a8460e79dca73b7e3,202511120LAC,"Denver Nuggets at Los Angeles Clippers Box Score, November 12, 2025",2025-12-31T08:28:06.506627,box-LAC-game-basic
James Harden,29:46,6,15,.400,1,6,.167,10,10,1.000,0,8,8,5,0,0,2,0,23,18.8,-24,True,,LAC,DEN,LAC,DEN,True,False,b371954094bdbed8c57175adeb0c32c966db711d,202511120LAC,"Denver Nuggets at Los Angeles Clippers Box Score, November 12, 2025",2025-12-31T08:28:06.506627,box-LAC-game-basic
John Collins,20:44,1,6,.167,0,1,.000,0,0,,1,3,4,0,0,2,2,3,2,-2.0,-22,True,,LAC,DEN,LAC,DEN,True,False,67e70231709edb9419575566df6024cb76eaff0f,202511120LAC,"Denver Nuggets at Los Angeles Clippers Box Score, November 12, 2025",2025-12-31T08:28:06.506627,box-LAC-game-basic
Derrick Jones Jr.,19:38,4,8,.500,0,3,.000,0,0,,2,2,4,4,1,2,2,2,8,8.4,-13,True,,LAC,DEN,LAC,DEN,True,False,462a0ce2a941c3ceaeb1b1532092e4916cc29b9d,202511120LAC,"Denver Nuggets at Los Angeles Clippers Box Score, November 12, 2025",2025-12-31T08:28:06.506627,box-LAC-game-basic
Kris Dunn,15:30,1,4,.250,0,0,,1,1,1.000,0,0,0,2,1,0,1,5,3,0.0,-8,True,,LAC,DEN,LAC,DEN,True,False,d65a932b78049097e8d61eabec28270b342e28fc,202511120LAC,"Denver Nuggets at Los Angeles Clippers Box Score, November 12, 2025",2025-12-31T08:28:06.506627,box-LAC-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,LAC,DEN,LAC,DEN,True,False,503c9922e09406f61e932f0da44cf4c52394a3b2,202511120LAC,"Denver Nuggets at Los Angeles Clippers Box Score, November 12, 2025",2025-12-31T08:28:06.506627,box-LAC-game-basic
Jordan Miller,26:24,6,10,.600,5,7,.714,5,6,.833,1,3,4,1,1,0,0,0,22,20.3,+4,True,,LAC,DEN,LAC,DEN,True,False,3953d2f3ee5a378a88a5c700c0f31d927c705a0e,202511120LAC,"Denver Nuggets at Los Angeles Clippers Box Score, November 12, 2025",2025-12-31T08:28:06.506627,box-LAC-game-basic
Kobe Sanders,24:43,3,7,.429,3,7,.429,0,0,,1,0,1,3,0,0,1,6,9,4.7,-11,True,,LAC,DEN,LAC,DEN,True,False,9a421bc95624b7c39c4a4e568b44c88777ae2c02,202511120LAC,"Denver Nuggets at Los Angeles Clippers Box Score, November 12, 2025",2025-12-31T08:28:06.506627,box-LAC-game-basic
Nicolas Batum,22:05,2,3,.667,2,3,.667,0,0,,0,2,2,3,1,0,0,3,6,7.2,-4,True,,LAC,DEN,LAC,DEN,True,False,adb0d1a95c3535c94ec355b40e2bdff5c1ad0694,202511120LAC,"Denver Nuggets at Los Angeles Clippers Box Score, November 12, 2025",2025-12-31T08:28:06.506627,box-LAC-game-basic
Bogdan Bogdanović,20:12,4,8,.500,3,5,.600,0,0,,0,0,0,6,0,0,2,5,11,7.2,+10,True,,LAC,DEN,LAC,DEN,True,False,512b8a686606c49c549385bb662f26f6b2ba1638,202511120LAC,"Denver Nuggets at Los Angeles Clippers Box Score, November 12, 2025",2025-12-31T08:28:06.506627,box-LAC-game-basic
Brook Lopez,15:55,4,7,.571,2,4,.500,0,0,,0,1,1,1,0,1,1,4,10,5.8,-2,True,,LAC,DEN,LAC,DEN,True,False,b4fdc12333eacd38a76b8b461d1e3105f7cf245f,202511120LAC,"Denver Nuggets at Los Angeles Clippers Box Score, November 12, 2025",2025-12-31T08:28:06.506627,box-LAC-game-basic
Kobe Brown,7:23,1,2,.500,0,1,.000,0,0,,0,2,2,1,0,0,1,0,2,1.3,+5,True,,LAC,DEN,LAC,DEN,True,False,c8e778f1b52ac0ba45b2717ec2a239df2c120263,202511120LAC,"Denver Nuggets at Los Angeles Clippers Box Score, November 12, 2025",2025-12-31T08:28:06.506627,box-LAC-game-basic
Cam Christie,6:06,0,0,,0,0,,2,2,1.000,0,1,1,1,0,0,0,0,2,3.0,+5,True,,LAC,DEN,LAC,DEN,True,False,35a7752e15c578602bb831964b7a10dd14290deb,202511120LAC,"Denver Nuggets at Los Angeles Clippers Box Score, November 12, 2025",2025-12-31T08:28:06.506627,box-LAC-game-basic
Chris Paul,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,LAC,DEN,LAC,DEN,True,False,da8b65bcf0c0a38031a297b7dd601866d34ed4a0,202511120LAC,"Denver Nuggets at Los Angeles Clippers Box Score, November 12, 2025",2025-12-31T08:28:06.506627,box-LAC-game-basic
Team Totals,240,41,84,.488,16,37,.432,18,19,.947,11,25,36,28,4,7,15,30,116,,,True,,LAC,DEN,LAC,DEN,True,False,dc764a76db27dd8411e7cf8a1dcc5b3af1b3abba,202511120LAC,"Denver Nuggets at Los Angeles Clippers Box Score, November 12, 2025",2025-12-31T08:28:06.506627,box-LAC-game-basic
