unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Ivica Zubac,30:33,7,13,.538,0,0,,2,3,.667,3,10,13,2,0,1,1,1,16,15.1,+4,True,,LAC,MIA,MIA,LAC,False,True,02f8c2fce2046d9c6cf10f9a8460e79dca73b7e3,202512010MIA,"Los Angeles Clippers at Miami Heat Box Score, December 1, 2025",2025-12-31T08:49:05.561131,box-LAC-game-basic
Kawhi Leonard,30:24,12,21,.571,3,6,.500,9,10,.900,0,7,7,2,3,0,1,1,36,30.8,+8,True,,LAC,MIA,MIA,LAC,False,True,a967d959db72023e2d3e82c0cd76856ba612038a,202512010MIA,"Los Angeles Clippers at Miami Heat Box Score, December 1, 2025",2025-12-31T08:49:05.561131,box-LAC-game-basic
Kris Dunn,25:47,4,7,.571,1,2,.500,3,3,1.000,2,2,4,5,1,0,0,0,12,15.2,-14,True,,LAC,MIA,MIA,LAC,False,True,d65a932b78049097e8d61eabec28270b342e28fc,202512010MIA,"Los Angeles Clippers at Miami Heat Box Score, December 1, 2025",2025-12-31T08:49:05.561131,box-LAC-game-basic
John Collins,25:12,4,12,.333,0,3,.000,2,4,.500,5,1,6,2,1,0,0,0,10,8.6,-13,True,,LAC,MIA,MIA,LAC,False,True,67e70231709edb9419575566df6024cb76eaff0f,202512010MIA,"Los Angeles Clippers at Miami Heat Box Score, December 1, 2025",2025-12-31T08:49:05.561131,box-LAC-game-basic
James Harden,19:51,2,6,.333,1,4,.250,6,7,.857,0,2,2,3,0,0,5,1,11,4.5,-39,True,,LAC,MIA,MIA,LAC,False,True,b371954094bdbed8c57175adeb0c32c966db711d,202512010MIA,"Los Angeles Clippers at Miami Heat Box Score, December 1, 2025",2025-12-31T08:49:05.561131,box-LAC-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,LAC,MIA,MIA,LAC,False,True,503c9922e09406f61e932f0da44cf4c52394a3b2,202512010MIA,"Los Angeles Clippers at Miami Heat Box Score, December 1, 2025",2025-12-31T08:49:05.561131,box-LAC-game-basic
Kobe Sanders,25:58,4,11,.364,0,4,.000,2,2,1.000,1,3,4,2,0,0,1,2,10,5.1,0,True,,LAC,MIA,MIA,LAC,False,True,9a421bc95624b7c39c4a4e568b44c88777ae2c02,202512010MIA,"Los Angeles Clippers at Miami Heat Box Score, December 1, 2025",2025-12-31T08:49:05.561131,box-LAC-game-basic
Nicolas Batum,20:14,2,2,1.000,2,2,1.000,0,0,,0,1,1,0,0,0,0,1,6,5.3,-5,True,,LAC,MIA,MIA,LAC,False,True,adb0d1a95c3535c94ec355b40e2bdff5c1ad0694,202512010MIA,"Los Angeles Clippers at Miami Heat Box Score, December 1, 2025",2025-12-31T08:49:05.561131,box-LAC-game-basic
Cam Christie,14:46,0,6,.000,0,2,.000,0,0,,1,2,3,0,1,0,1,1,0,-3.3,+1,True,,LAC,MIA,MIA,LAC,False,True,35a7752e15c578602bb831964b7a10dd14290deb,202512010MIA,"Los Angeles Clippers at Miami Heat Box Score, December 1, 2025",2025-12-31T08:49:05.561131,box-LAC-game-basic
Chris Paul,14:45,3,7,.429,2,3,.667,0,0,,0,0,0,3,0,0,1,1,8,5.0,-6,True,,LAC,MIA,MIA,LAC,False,True,da8b65bcf0c0a38031a297b7dd601866d34ed4a0,202512010MIA,"Los Angeles Clippers at Miami Heat Box Score, December 1, 2025",2025-12-31T08:49:05.561131,box-LAC-game-basic
