team,player,image_url,file_path
ClevelandCavaliers,Jarrett Allen,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066328.png&h=80&w=110&scale=crop,nba_rosters\clevelandcavaliers\jarrett_allen.png
ClevelandCavaliers,Lonzo Ball,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066421.png&h=80&w=110&scale=crop,nba_rosters\clevelandcavaliers\lonzo_ball.png
ClevelandCavaliers,Thomas Bryant,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3934723.png&h=80&w=110&scale=crop,nba_rosters\clevelandcavaliers\thomas_bryant.png
ClevelandCavaliers,Darius Garland,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4396907.png&h=80&w=110&scale=crop,nba_rosters\clevelandcavaliers\darius_garland.png
ClevelandCavaliers,De'Andre Hunter,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4065732.png&h=80&w=110&scale=crop,nba_rosters\clevelandcavaliers\deandre_hunter.png
ClevelandCavaliers,Chris Livingston,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433622.png&h=80&w=110&scale=crop,nba_rosters\clevelandcavaliers\chris_livingston.png
ClevelandCavaliers,Sam Merrill,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066757.png&h=80&w=110&scale=crop,nba_rosters\clevelandcavaliers\sam_merrill.png
ClevelandCavaliers,Donovan Mitchell,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3908809.png&h=80&w=110&scale=crop,nba_rosters\clevelandcavaliers\donovan_mitchell.png
ClevelandCavaliers,Evan Mobley,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432158.png&h=80&w=110&scale=crop,nba_rosters\clevelandcavaliers\evan_mobley.png
ClevelandCavaliers,Larry Nance Jr.,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2580365.png&h=80&w=110&scale=crop,nba_rosters\clevelandcavaliers\larry_nance_jr.png
ClevelandCavaliers,Craig Porter Jr.,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4701233.png&h=80&w=110&scale=crop,nba_rosters\clevelandcavaliers\craig_porter_jr.png
ClevelandCavaliers,Tyrese Proctor,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/5023693.png&h=80&w=110&scale=crop,nba_rosters\clevelandcavaliers\tyrese_proctor.png
ClevelandCavaliers,Max Strus,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4065778.png&h=80&w=110&scale=crop,nba_rosters\clevelandcavaliers\max_strus.png
ClevelandCavaliers,Nae'Qwan Tomlin,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/5106268.png&h=80&w=110&scale=crop,nba_rosters\clevelandcavaliers\naeqwan_tomlin.png
ClevelandCavaliers,Luke Travers,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4997539.png&h=80&w=110&scale=crop,nba_rosters\clevelandcavaliers\luke_travers.png
ClevelandCavaliers,Jaylon Tyson,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4683747.png&h=80&w=110&scale=crop,nba_rosters\clevelandcavaliers\jaylon_tyson.png
ClevelandCavaliers,Dean Wade,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3912848.png&h=80&w=110&scale=crop,nba_rosters\clevelandcavaliers\dean_wade.png
