Rk,Unnamed: 1,Salary
1,Joel Embiid,"$47,607,350"
2,Tobias Harris,"$39,270,150"
3,Buddy Hield,"$19,845,098"
4,Nicolas Batum,"$11,710,818"
5,Robert Covington,"$11,692,308"
6,De'Anthony Melton,"$8,000,000"
7,Paul Reed,"$7,723,000"
8,Tyrese Maxey,"$4,343,920"
9,Kyle Lowry,"$2,795,839"
10,Jeff Dowtin,"$2,196,970"
11,Mohamed Bamba,"$2,019,706"
12,Montrezl Harrell,"$2,019,706"
13,Cameron Payne,"$2,019,706"
14,Kelly Oubre,"$2,019,706"
15,KJ Martin,"$1,930,681"
16,Ricky Council,"$864,353"
17,Danny Green,"$200,000"
18,Jeff Dowtin,"$127,683"
19,Darius Bazley,"$116,075"
20,Kai Jones,"$116,075"
21,D.J. Wilson,"$116,075"
22,Ricky Council,
23,Kenneth Lofton,
24,Javonte Smart,
25,Terquavion Smith,
26,Ricky Council,
