Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Tyrese Maxey,23.0,6,6,267,66,138,0.478,22,55,0.4,44,83,0.53,0.558,25,28,0.893,1,30,31,41,5,2,13,16,179,0,
2.0,Joel Embiid,29.0,6,6,248,59,133,0.444,13,39,0.333,46,94,0.489,0.492,67,78,0.859,19,46,65,34,7,9,25,20,198,1,
3.0,Kelly Oubre Jr.,28.0,6,6,224,31,64,0.484,9,23,0.391,22,41,0.537,0.555,8,11,0.727,9,15,24,10,11,7,8,24,79,0,
4.0,Tobias Harris,31.0,6,6,218,22,51,0.431,6,18,0.333,16,33,0.485,0.49,4,4,1.0,9,34,43,9,1,3,3,11,54,0,
5.0,Kyle Lowry,37.0,6,6,175,11,32,0.344,8,24,0.333,3,8,0.375,0.469,12,15,0.8,6,15,21,24,6,4,4,23,42,0,
6.0,Nicolas Batum,35.0,6,0,170,12,29,0.414,9,22,0.409,3,7,0.429,0.569,5,8,0.625,9,26,35,8,1,5,5,13,38,0,
7.0,Cameron Payne,29.0,5,0,61,10,25,0.4,8,18,0.444,2,7,0.286,0.56,0,0,,0,6,6,7,1,4,3,10,28,0,
8.0,Buddy Hield,31.0,4,0,51,7,17,0.412,6,13,0.462,1,4,0.25,0.588,2,2,1.0,2,3,5,2,0,1,2,4,22,0,
9.0,Paul Reed,24.0,6,0,43,4,9,0.444,0,0,,4,9,0.444,0.444,1,2,0.5,9,7,16,2,1,3,3,7,9,0,
10.0,De'Anthony Melton,25.0,1,0,7,0,2,0.0,0,2,0.0,0,0,,0.0,0,0,,0,1,1,1,0,0,0,1,0,0,
,Team Totals,,6,6,1464,222,500,0.444,81,214,0.379,141,286,0.493,0.525,124,148,0.838,64,183,247,138,33,38,66,129,649,1,
