Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Mo Bamba,25.0,C,57,17,740,0.49,0.537,0.391,0.553,0.68,0.575,0.253,0.323,103.0,99.0,107.0,101.0,87.0,99.0,103.0,82.0,2.6,-2.2,
2.0,Nicolas Batum,35.0,PF,57,38,1475,0.456,0.6,0.399,0.599,0.714,0.606,0.085,0.718,96.0,110.0,109.0,110.0,91.0,105.0,35.0,182.0,25.9,13.6,
3.0,Darius Bazley,23.0,PF,3,0,10,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-1.1,-1.2,
4.0,Patrick Beverley,35.0,PG,47,5,919,0.432,0.523,0.321,0.504,0.81,0.547,0.261,0.452,91.0,96.0,88.0,92.0,103.0,94.0,107.0,115.0,-20.4,-17.7,
5.0,Ricky Council IV,22.0,SG,32,0,289,0.482,0.525,0.375,0.536,0.746,0.604,0.634,0.286,102.0,96.0,103.0,98.0,95.0,104.0,259.0,72.0,-2.4,6.8,
6.0,Robert Covington,33.0,SF,26,3,419,0.449,0.561,0.354,0.545,0.875,0.593,0.27,0.539,95.0,103.0,97.0,100.0,112.0,102.0,110.0,137.0,-0.3,2.5,
7.0,Jeff Dowtin Jr.,26.0,PG,12,0,142,0.556,0.647,0.474,0.681,0.75,0.689,0.111,0.528,117.0,119.0,130.0,125.0,96.0,119.0,45.0,134.0,9.6,8.2,
8.0,Joel Embiid,29.0,C,39,39,1309,0.529,0.556,0.388,0.561,0.883,0.644,0.531,0.163,111.0,102.0,106.0,103.0,113.0,111.0,217.0,41.0,23.8,135.2,AS
9.0,Danny Green,36.0,SG,2,0,18,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,127.0,-2.2,-2.3,
10.0,Tobias Harris,31.0,PF,70,70,2368,0.487,0.537,0.353,0.535,0.878,0.576,0.224,0.271,103.0,98.0,96.0,98.0,112.0,99.0,92.0,69.0,-22.5,-7.9,
11.0,Buddy Hield,31.0,SG,32,14,824,0.426,0.492,0.389,0.55,0.923,0.566,0.078,0.634,90.0,90.0,106.0,101.0,118.0,98.0,32.0,160.0,2.0,-9.5,
12.0,Danuel House Jr.,30.0,SF,34,4,509,0.448,0.582,0.3,0.519,0.761,0.575,0.438,0.476,94.0,107.0,82.0,95.0,97.0,99.0,179.0,121.0,-5.8,-1.3,
13.0,Furkan Korkmaz,26.0,SG,35,0,300,0.395,0.444,0.35,0.487,0.7,0.519,0.263,0.526,83.0,82.0,96.0,89.0,89.0,89.0,108.0,133.0,-9.1,-10.4,
14.0,Kenneth Lofton Jr.,21.0,PF,2,0,9,0.167,0.25,0.0,0.167,,0.167,0.0,0.333,35.0,46.0,0.0,30.0,,29.0,0.0,84.0,-4.6,-5.0,
15.0,Kyle Lowry,37.0,PG,23,20,653,0.444,0.522,0.404,0.578,0.848,0.615,0.244,0.659,94.0,96.0,111.0,106.0,108.0,106.0,100.0,167.0,8.4,10.6,
16.0,KJ Martin,23.0,SF,58,2,715,0.544,0.581,0.304,0.564,0.538,0.569,0.228,0.135,115.0,107.0,83.0,103.0,69.0,98.0,93.0,34.0,6.1,-4.3,
