Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Tyrese Maxey,23.0,PG,6,6,267,0.478,13.6,0.601,0.348,0.123,0.087,0.043,0.399,0.53,0.563,0.412,0.5,0.667,0.4,0.341,0.591,0.014,2,0.109,0.667,0,0,
2.0,Joel Embiid,29.0,C,6,6,248,0.444,14.8,0.707,0.203,0.158,0.165,0.18,0.293,0.489,0.519,0.381,0.545,0.5,0.333,0.565,1.0,0.015,2,0.051,0.0,2,0,
3.0,Kelly Oubre Jr.,28.0,SF,6,6,224,0.484,11.4,0.641,0.391,0.203,0.031,0.016,0.359,0.537,0.68,0.385,0.0,0.0,0.391,0.682,0.889,0.156,10,0.304,0.429,0,0,
4.0,Tobias Harris,31.0,PF,6,6,218,0.431,13.1,0.647,0.275,0.176,0.118,0.078,0.353,0.485,0.714,0.444,0.0,0.5,0.333,0.625,1.0,0.039,2,0.556,0.6,0,0,
5.0,Kyle Lowry,37.0,PG,6,6,175,0.344,22.2,0.25,0.094,0.063,0.031,0.063,0.75,0.375,0.667,0.0,0.0,0.5,0.333,0.333,1.0,0.0,0,0.208,0.8,1,0,
6.0,Nicolas Batum,35.0,PF,6,0,170,0.414,19.5,0.241,0.207,0.0,0.0,0.034,0.759,0.429,0.333,,,1.0,0.409,0.333,1.0,0.069,1,0.455,0.2,0,0,
7.0,Cameron Payne,29.0,PG,5,0,61,0.4,21.4,0.28,0.0,0.2,0.04,0.04,0.72,0.286,,0.2,1.0,0.0,0.444,0.0,0.625,0.0,0,0.056,0.0,0,0,
8.0,Buddy Hield,31.0,SG,4,0,51,0.412,20.4,0.235,0.176,0.0,0.0,0.059,0.765,0.25,0.333,,,0.0,0.462,1.0,1.0,0.0,0,0.308,0.5,0,0,
9.0,Paul Reed,24.0,C,6,0,43,0.444,4.7,1.0,0.556,0.333,0.0,0.111,0.0,0.444,0.8,0.0,,0.0,,0.25,,0.111,1,,,0,0,
10.0,De'Anthony Melton,25.0,SG,1,0,7,0.0,26.5,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0,0.0,,0,0,
,Team Totals,,,6,6,1464,0.444,16.8,0.572,0.262,0.14,0.088,0.082,0.428,0.493,0.588,0.357,0.432,0.488,0.379,0.496,0.84,0.038,18,0.21,0.467,3,0,
