Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Tyrese Maxey,23.0,PG,6,6,267,20.7,0.595,0.399,0.203,0.4,12.2,6.5,30.1,1.0,0.6,8.0,28.2,0.8,0.1,0.9,0.155,5.2,-0.2,5.0,0.5,
2.0,Joel Embiid,29.0,C,6,6,248,26.3,0.592,0.293,0.586,9.0,20.1,14.8,26.4,1.5,3.1,13.0,35.7,0.7,0.3,1.0,0.193,6.8,1.6,8.4,0.7,
3.0,Kelly Oubre Jr.,28.0,SF,6,6,224,12.5,0.574,0.359,0.172,4.7,7.3,6.0,7.2,2.6,2.7,10.4,15.8,0.2,0.2,0.3,0.071,-0.6,1.5,0.8,0.2,
4.0,Tobias Harris,31.0,PF,6,6,218,9.0,0.512,0.353,0.078,4.8,16.9,11.1,6.3,0.2,1.2,5.4,11.8,0.1,0.1,0.2,0.051,-1.5,-1.4,-2.9,-0.1,
5.0,Kyle Lowry,37.0,PG,6,6,175,11.4,0.544,0.75,0.469,4.0,9.3,6.8,19.7,1.8,1.9,9.4,11.2,0.3,0.1,0.4,0.111,-1.1,1.7,0.6,0.1,
6.0,Nicolas Batum,35.0,PF,6,0,170,9.4,0.584,0.759,0.276,6.2,16.6,11.6,6.8,0.3,2.5,13.3,10.2,0.2,0.1,0.2,0.068,-0.5,0.2,-0.4,0.1,
7.0,Cameron Payne,29.0,PG,5,0,61,12.7,0.56,0.72,0.0,0.0,10.7,5.5,19.3,0.9,5.6,10.7,21.1,0.0,0.0,0.1,0.059,0.7,0.9,1.6,0.1,
8.0,Buddy Hield,31.0,SG,4,0,51,11.4,0.615,0.765,0.118,4.6,6.4,5.5,6.3,0.0,1.7,10.1,18.0,0.1,0.0,0.1,0.058,1.5,-2.8,-1.3,0.0,
9.0,Paul Reed,24.0,C,6,0,43,13.2,0.455,0.0,0.222,24.5,17.7,21.0,7.0,1.2,5.9,23.3,13.8,0.0,0.0,0.1,0.067,-3.3,-1.1,-4.3,0.0,
10.0,De'Anthony Melton,25.0,SG,1,0,7,-7.3,0.0,1.0,0.0,0.0,15.5,8.0,18.9,0.0,0.0,0.0,13.2,0.0,0.0,0.0,-0.234,-12.2,-1.7,-13.9,0.0,
,Team Totals,,,6,6,1464,,0.574,0.428,0.296,,,,,,,,,2.4,0.9,3.2,0.106,1.5,0.4,1.9,1.4,
