Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Tyrese Maxey,23,70,70,2626,12.0,26.6,0.45,4.0,10.7,0.373,8.0,15.9,0.501,0.524,6.1,7.1,0.868,0.7,4.2,4.8,8.1,1.3,0.6,2.2,2.8,34.0,121.0,117,"MIP-1,AS"
2,Tobias Harris,31,70,70,2368,9.6,19.8,0.487,1.9,5.4,0.353,7.7,14.4,0.537,0.535,3.9,4.4,0.878,1.7,7.8,9.4,4.5,1.5,1.0,1.9,2.4,25.0,118.0,114,
3,Kelly Oubre Jr.,28,68,52,2055,9.3,21.0,0.441,2.4,7.8,0.311,6.8,13.2,0.517,0.498,4.2,5.6,0.75,2.3,5.9,8.2,2.4,1.8,1.1,2.1,4.6,25.1,109.0,114,
4,Paul Reed,24,82,24,1590,8.0,14.9,0.54,0.6,1.8,0.368,7.4,13.1,0.563,0.561,1.9,2.6,0.718,6.0,9.1,15.1,3.4,2.1,2.6,2.1,6.1,18.6,123.0,110,
5,Nicolas Batum,35,57,38,1475,3.8,8.3,0.456,2.4,5.9,0.399,1.4,2.3,0.6,0.599,0.5,0.7,0.714,2.3,5.7,8.0,4.1,1.5,1.1,1.3,3.5,10.4,127.0,115,
6,Joel Embiid,29,39,39,1309,16.9,32.0,0.529,2.0,5.2,0.388,14.9,26.8,0.556,0.561,15.0,17.0,0.883,3.6,12.6,16.2,8.2,1.7,2.5,5.6,4.2,50.9,124.0,109,AS
7,De'Anthony Melton,25,38,33,1023,6.7,17.3,0.386,3.7,10.3,0.36,3.0,7.0,0.425,0.493,3.2,3.8,0.835,1.3,5.4,6.8,5.5,2.9,0.8,1.9,4.0,20.3,113.0,113,
8,Patrick Beverley,35,47,5,919,5.6,12.9,0.432,1.9,5.8,0.321,3.7,7.1,0.523,0.504,2.7,3.4,0.81,1.6,6.2,7.8,7.7,1.3,1.0,2.6,4.4,15.7,115.0,116,
9,Buddy Hield,31,32,14,824,8.5,19.9,0.426,4.9,12.6,0.389,3.6,7.3,0.492,0.55,1.4,1.6,0.923,1.6,4.5,6.1,5.8,1.6,0.7,2.4,3.9,23.3,114.0,116,
10,Mo Bamba,25,57,17,740,6.5,13.2,0.49,1.7,4.3,0.391,4.8,8.9,0.537,0.553,2.3,3.3,0.68,5.1,10.7,15.8,2.7,1.5,4.0,2.6,6.7,16.8,116.0,109,
