Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Nicolas Batum,35.0,PF,6,0,170,0.414,0.429,0.409,0.569,0.625,0.584,0.276,0.759,87,79.0,112.0,104,80.0,101,113,192,
2.0,Joel Embiid,29.0,C,6,6,248,0.444,0.489,0.333,0.492,0.859,0.592,0.586,0.293,94,90.0,91.0,90,110.0,102,240,74,
3.0,Tobias Harris,31.0,PF,6,6,218,0.431,0.485,0.333,0.49,1.0,0.512,0.078,0.353,91,89.0,91.0,90,128.0,88,32,89,
4.0,Buddy Hield,31.0,SG,4,0,51,0.412,0.25,0.462,0.588,1.0,0.615,0.118,0.765,87,46.0,126.0,108,128.0,106,48,194,
5.0,Kyle Lowry,37.0,PG,6,6,175,0.344,0.375,0.333,0.469,0.8,0.544,0.469,0.75,72,69.0,91.0,86,102.0,94,192,190,
6.0,Tyrese Maxey,23.0,PG,6,6,267,0.478,0.53,0.4,0.558,0.893,0.595,0.203,0.399,101,97.0,109.0,102,114.0,103,83,101,
7.0,De'Anthony Melton,25.0,SG,1,0,7,0.0,,0.0,0.0,,0.0,0.0,1.0,0,,0.0,0,,0,0,253,
8.0,Kelly Oubre Jr.,28.0,SF,6,6,224,0.484,0.537,0.391,0.555,0.727,0.574,0.172,0.359,102,98.0,107.0,101,93.0,99,70,91,
9.0,Cameron Payne,29.0,PG,5,0,61,0.4,0.286,0.444,0.56,,0.56,0.0,0.72,84,52.0,122.0,102,,97,0,182,
10.0,Paul Reed,24.0,C,6,0,43,0.444,0.444,,0.444,0.5,0.455,0.222,0.0,94,82.0,,81,64.0,79,91,0,
,Team Totals,,,6,6,1464,0.444,0.493,0.379,0.525,0.838,0.574,0.296,0.428,94,90.0,104.0,96,107.0,99,121,108,
