unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Luka Dončić,39:33,14,28,.500,4,12,.333,13,16,.813,2,9,11,14,5,0,1,2,45,46.9,-5,True,,LAL,UTA,UTA,LAL,False,True,cf87bb2c326d70a81156a838ef20546d25cc7870,202512180UTA,"Los Angeles Lakers at Utah Jazz Box Score, December 18, 2025",2025-12-31T09:03:10.581785,box-LAL-game-basic
Rui Hachimura,32:47,6,10,.600,1,3,.333,0,0,,0,3,3,1,0,1,0,4,13,9.1,+2,True,,LAL,UTA,UTA,LAL,False,True,e481bfcc623388a483012443e812f91afebddae9,202512180UTA,"Los Angeles Lakers at Utah Jazz Box Score, December 18, 2025",2025-12-31T09:03:10.581785,box-LAL-game-basic
LeBron James,32:37,8,17,.471,0,5,.000,12,13,.923,1,6,7,10,1,0,2,1,28,27.0,-6,True,,LAL,UTA,UTA,LAL,False,True,d511c58b3d013e1218187fb0ccb43a1fd0b09ec2,202512180UTA,"Los Angeles Lakers at Utah Jazz Box Score, December 18, 2025",2025-12-31T09:03:10.581785,box-LAL-game-basic
Marcus Smart,27:42,6,11,.545,5,9,.556,0,0,,0,4,4,1,1,0,1,6,17,11.2,+12,True,,LAL,UTA,UTA,LAL,False,True,15703d4e33e98e986d31099691202fdb9c39050c,202512180UTA,"Los Angeles Lakers at Utah Jazz Box Score, December 18, 2025",2025-12-31T09:03:10.581785,box-LAL-game-basic
Jaxson Hayes,22:11,7,7,1.000,0,0,,2,4,.500,2,1,3,0,0,0,1,4,16,12.2,-10,True,,LAL,UTA,UTA,LAL,False,True,9cd492610dbdae611256d2c173d693bf46aa0fdd,202512180UTA,"Los Angeles Lakers at Utah Jazz Box Score, December 18, 2025",2025-12-31T09:03:10.581785,box-LAL-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,LAL,UTA,UTA,LAL,False,True,33eaf754d579a5449c053e15e79f4f34d5189f4b,202512180UTA,"Los Angeles Lakers at Utah Jazz Box Score, December 18, 2025",2025-12-31T09:03:10.581785,box-LAL-game-basic
Jake LaRavia,28:13,4,6,.667,2,4,.500,2,2,1.000,3,3,6,4,0,0,1,5,12,12.2,+14,True,,LAL,UTA,UTA,LAL,False,True,4c3998497c95db001b954f4691e04bf8b00f8d88,202512180UTA,"Los Angeles Lakers at Utah Jazz Box Score, December 18, 2025",2025-12-31T09:03:10.581785,box-LAL-game-basic
Jarred Vanderbilt,25:10,3,7,.429,1,2,.500,0,0,,5,6,11,1,0,0,1,2,7,7.5,+15,True,,LAL,UTA,UTA,LAL,False,True,6dd13ef4422e6a8bb2bd6eb7f2d35fa15da048ed,202512180UTA,"Los Angeles Lakers at Utah Jazz Box Score, December 18, 2025",2025-12-31T09:03:10.581785,box-LAL-game-basic
Maxi Kleber,19:00,1,2,.500,0,1,.000,3,4,.750,0,2,2,1,0,1,0,3,5,4.4,+17,True,,LAL,UTA,UTA,LAL,False,True,0e5149cba7f2f080624eee8c05223acdc62c3ff6,202512180UTA,"Los Angeles Lakers at Utah Jazz Box Score, December 18, 2025",2025-12-31T09:03:10.581785,box-LAL-game-basic
Nick Smith Jr.,5:19,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.8,-2,True,,LAL,UTA,UTA,LAL,False,True,a7438a73b0c7202e10d2d87058691809af099bd8,202512180UTA,"Los Angeles Lakers at Utah Jazz Box Score, December 18, 2025",2025-12-31T09:03:10.581785,box-LAL-game-basic
Dalton Knecht,4:29,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-1,True,,LAL,UTA,UTA,LAL,False,True,7a7b98c61a12db09fc25c03d5d4937716c7df869,202512180UTA,"Los Angeles Lakers at Utah Jazz Box Score, December 18, 2025",2025-12-31T09:03:10.581785,box-LAL-game-basic
Adou Thiero,2:59,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,0,3,0,-2.3,+4,True,,LAL,UTA,UTA,LAL,False,True,d866ebacd45da2dc56981018396fa4f6c5889819,202512180UTA,"Los Angeles Lakers at Utah Jazz Box Score, December 18, 2025",2025-12-31T09:03:10.581785,box-LAL-game-basic
Gabe Vincent,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,False,coach_decision,LAL,UTA,UTA,LAL,False,True,13d8a9bf1eb6147f5a01d71b73ff8cdbccfe01b4,202512180UTA,"Los Angeles Lakers at Utah Jazz Box Score, December 18, 2025",2025-12-31T09:03:10.581785,box-LAL-game-basic
Team Totals,240,49,93,.527,13,39,.333,32,39,.821,13,35,48,32,7,2,7,31,143,,,True,,LAL,UTA,UTA,LAL,False,True,5b093430f8a8dbbf2c4119550bca3b066afc6146,202512180UTA,"Los Angeles Lakers at Utah Jazz Box Score, December 18, 2025",2025-12-31T09:03:10.581785,box-LAL-game-basic
