Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Donovan Mitchell,29,26,26,895,14.7,29.9,0.493,5.6,14.5,0.383,9.2,15.4,0.597,0.586,7.3,8.6,0.847,1.2,5.0,6.3,7.5,1.9,0.4,4.6,3.3,42.4,120,116,
2,Evan Mobley,24,25,25,854,9.7,19.6,0.496,2.1,6.0,0.352,7.6,13.6,0.559,0.55,4.9,7.7,0.64,3.6,9.3,12.9,5.7,1.3,2.3,3.1,3.3,26.5,117,112,
3,De'Andre Hunter,28,24,23,686,8.6,20.0,0.429,3.2,10.5,0.305,5.4,9.6,0.565,0.509,5.0,5.9,0.847,1.2,6.0,7.2,3.7,1.1,0.2,2.6,4.6,25.3,112,117,
4,Jaylon Tyson,23,23,17,652,8.5,15.8,0.539,3.5,7.5,0.466,5.0,8.3,0.605,0.65,2.0,2.6,0.778,3.3,6.0,9.3,3.3,1.7,1.1,1.7,5.8,22.6,132,115,
5,Dean Wade,29,26,5,586,3.8,10.0,0.379,2.2,7.4,0.297,1.6,2.7,0.606,0.488,1.5,2.2,0.704,2.0,6.2,8.3,3.4,1.7,1.1,0.6,4.1,11.3,122,115,
6,Lonzo Ball,28,21,3,497,3.6,12.6,0.288,2.6,10.3,0.25,1.1,2.3,0.458,0.39,1.1,1.5,0.688,2.1,7.3,9.4,9.2,2.9,0.6,3.6,3.1,10.9,97,112,
7,Jarrett Allen,27,17,17,442,9.9,17.2,0.575,0.0,0.4,0.0,9.9,16.8,0.59,0.575,5.8,7.6,0.761,4.0,9.2,13.2,3.3,1.7,1.6,2.9,2.7,25.6,122,112,
8,Craig Porter Jr.,25,25,0,411,6.0,11.3,0.531,1.6,3.8,0.424,4.4,7.5,0.585,0.602,0.9,1.7,0.533,4.2,4.7,8.9,6.8,3.0,1.6,2.3,3.5,14.6,127,112,
9,Darius Garland,26,12,12,360,8.0,22.2,0.363,3.0,10.3,0.295,5.0,11.9,0.422,0.432,5.3,6.1,0.87,1.1,3.8,4.9,10.2,1.2,0.3,4.4,2.9,24.4,105,118,
10,Sam Merrill,29,12,8,311,8.2,17.7,0.466,6.7,15.1,0.444,1.5,2.6,0.588,0.655,2.3,2.4,0.938,1.4,2.4,3.8,4.1,0.9,0.5,1.5,5.3,25.5,134,119,
11,Nae'Qwan Tomlin,25,19,2,304,7.5,15.5,0.485,1.1,5.5,0.2,6.4,10.0,0.641,0.52,3.3,4.7,0.7,4.8,4.8,9.7,1.9,2.3,2.0,1.1,6.7,19.4,122,113,
12,Larry Nance Jr.,33,16,2,240,4.6,12.9,0.354,2.0,6.5,0.303,2.6,6.3,0.406,0.431,0.2,0.6,0.333,2.6,6.3,8.9,4.0,1.8,0.8,1.8,7.5,11.3,99,114,
13,Tyrese Proctor,21,20,0,236,6.4,19.1,0.337,3.8,12.7,0.302,2.6,6.4,0.406,0.437,3.6,4.2,0.857,0.6,4.6,5.2,5.6,1.2,0.0,1.6,5.0,20.3,108,118,
14,Thomas Bryant,28,21,0,180,7.4,16.6,0.444,1.8,7.9,0.233,5.5,8.7,0.636,0.5,4.2,5.3,0.8,3.2,10.8,14.0,1.3,1.3,1.8,2.1,6.3,20.8,111,111,
15,Luke Travers,24,11,0,97,3.4,16.6,0.206,0.5,7.8,0.063,2.9,8.8,0.333,0.221,4.4,4.4,1.0,3.9,6.4,10.3,4.4,2.9,2.0,1.0,2.4,11.7,91,111,
16,Chris Livingston,22,3,0,17,11.2,19.6,0.571,0.0,8.4,0.0,11.2,11.2,1.0,0.571,2.8,2.8,1.0,0.0,8.4,8.4,2.8,2.8,0.0,0.0,11.2,25.1,129,112,
