Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Donovan Mitchell,29.0,SG,26,26,895,23.8,0.628,0.486,0.289,2.7,11.8,7.1,28.3,1.9,0.8,11.9,33.3,2.2,0.9,3.2,0.17,6.4,-0.3,6.1,1.8,
2.0,Evan Mobley,24.0,PF,25,25,854,19.0,0.576,0.306,0.394,7.8,21.9,14.6,18.1,1.3,4.4,11.9,22.7,1.2,1.2,2.4,0.136,1.6,0.9,2.5,1.0,
3.0,De'Andre Hunter,28.0,SF,24,23,686,12.3,0.561,0.522,0.294,2.6,14.1,8.1,11.2,1.1,0.4,10.4,21.9,0.4,0.6,1.0,0.071,-1.8,-1.3,-3.1,-0.2,
4.0,Jaylon Tyson,23.0,SG,23,17,652,16.5,0.666,0.475,0.166,7.2,14.2,10.6,10.0,1.7,2.1,9.0,16.2,1.5,0.8,2.2,0.164,1.1,0.3,1.4,0.6,
5.0,Dean Wade,29.0,PF,26,5,586,9.7,0.515,0.734,0.218,4.4,14.6,9.4,9.1,1.7,2.1,4.9,10.1,0.5,0.7,1.2,0.098,-2.3,1.0,-1.3,0.1,
6.0,Lonzo Ball,28.0,PG,21,3,497,9.2,0.41,0.818,0.121,4.6,17.0,10.6,24.3,2.9,1.1,21.5,14.7,-0.4,0.7,0.3,0.028,-3.4,1.4,-2.0,0.0,
7.0,Jarrett Allen,27.0,C,17,17,442,19.4,0.622,0.025,0.444,8.7,21.7,15.0,10.6,1.7,3.1,12.4,20.4,0.8,0.6,1.4,0.153,0.4,0.4,0.8,0.3,
8.0,Craig Porter Jr.,25.0,PG,25,0,411,15.9,0.602,0.337,0.153,9.1,11.1,10.1,19.3,3.0,3.2,16.1,12.5,0.7,0.6,1.3,0.149,0.6,2.4,3.0,0.5,
9.0,Darius Garland,26.0,PG,12,12,360,11.8,0.491,0.464,0.274,2.3,9.0,5.5,30.5,1.2,0.5,14.9,25.4,-0.1,0.3,0.2,0.023,-1.8,-2.5,-4.3,-0.2,
10.0,Sam Merrill,29.0,SG,12,8,311,14.9,0.679,0.853,0.138,3.0,5.7,4.3,12.4,0.9,0.9,7.5,17.7,0.8,0.2,1.0,0.152,2.6,-1.1,1.5,0.3,
11.0,Nae'Qwan Tomlin,25.0,PF,19,2,304,14.7,0.553,0.354,0.303,10.6,11.4,11.0,5.5,2.3,4.0,5.9,16.2,0.4,0.4,0.8,0.133,-1.9,0.5,-1.4,0.0,
12.0,Larry Nance Jr.,33.0,PF,16,2,240,6.4,0.43,0.508,0.046,5.6,14.8,10.1,10.7,1.8,1.5,11.9,13.0,-0.1,0.3,0.1,0.029,-5.9,0.4,-5.5,-0.2,
13.0,Tyrese Proctor,21.0,PG,20,0,236,9.1,0.484,0.663,0.221,1.3,10.9,5.9,16.1,1.2,0.0,7.1,19.6,0.0,0.2,0.2,0.047,-3.8,-1.3,-5.1,-0.2,
14.0,Thomas Bryant,28.0,C,21,0,180,13.1,0.55,0.476,0.317,6.9,25.4,15.8,3.9,1.3,3.6,10.0,18.3,0.1,0.3,0.4,0.095,-3.3,-0.6,-3.9,-0.1,
15.0,Luke Travers,24.0,SG,11,0,97,9.0,0.316,0.471,0.265,8.6,14.9,11.6,11.6,2.9,3.8,5.0,17.0,-0.1,0.2,0.0,0.007,-4.9,0.7,-4.2,-0.1,
16.0,Chris Livingston,22.0,SF,3,0,17,15.5,0.605,0.429,0.143,0.0,19.6,9.5,9.2,2.8,0.0,0.0,18.1,0.0,0.0,0.1,0.168,-5.0,2.0,-2.9,0.0,
,Team Totals,,,28,28,6768,,0.573,0.476,0.27,,,,,,,,,7.8,8.0,15.8,0.112,0.0,0.1,0.1,3.7,
