Rk,Unnamed: 1,Salary
1,Donovan Mitchell,"$46,394,100"
2,Evan Mobley,"$46,394,100"
3,Darius Garland,"$39,446,090"
4,De'Andre Hunter,"$23,303,571"
5,Jarrett Allen,"$20,000,000"
6,Max Strus,"$15,936,452"
7,Lonzo Ball,"$10,000,000"
8,Sam Merrill,"$8,482,144"
9,Dean Wade,"$6,623,456"
10,Jaylon Tyson,"$3,492,480"
11,Chuma Okeke,"$2,546,675"
12,Larry Nance Jr.,"$2,296,274"
13,Thomas Bryant,"$2,296,274"
14,Craig Porter Jr.,"$2,221,677"
15,Tyrese Proctor,"$1,272,870"
16,Ricky Rubio,"$424,672"
