Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Udoka Azubuike,21.0,C,1,0,1,,,,,,,,,,,,,,,,,
2.0,Bojan Bogdanović,31.0,SF,11,11,390,0.467,0.475,0.461,0.595,0.878,0.642,0.299,0.555,100.0,90.0,126.0,111.0,113.0,112.0,121.0,142.0,
3.0,Jarrell Brantley,24.0,PF,2,0,3,0.0,0.0,,0.0,0.5,0.266,2.0,0.0,0.0,0.0,,0.0,64.0,47.0,810.0,0.0,
4.0,Jordan Clarkson,28.0,SG,11,0,298,0.406,0.485,0.351,0.509,0.962,0.547,0.158,0.588,87.0,92.0,96.0,95.0,124.0,96.0,64.0,150.0,
5.0,Mike Conley,33.0,PG,6,6,176,0.426,0.355,0.486,0.559,1.0,0.613,0.235,0.544,91.0,67.0,133.0,104.0,129.0,107.0,95.0,139.0,
6.0,Derrick Favors,29.0,C,11,0,145,0.696,0.696,,0.696,0.556,0.686,0.391,0.0,149.0,131.0,,129.0,71.0,120.0,159.0,0.0,
7.0,Trent Forrest,22.0,PG,4,0,10,0.5,0.5,,0.5,,0.5,0.0,0.0,107.0,94.0,,93.0,,87.0,0.0,0.0,
8.0,Rudy Gobert,28.0,C,11,11,376,0.741,0.75,0.0,0.741,0.636,0.736,0.815,0.012,159.0,141.0,0.0,138.0,82.0,129.0,330.0,3.0,
9.0,Ersan İlyasova,33.0,PF,1,0,3,0.5,1.0,0.0,0.5,1.0,0.694,1.0,0.5,107.0,189.0,0.0,93.0,129.0,121.0,405.0,128.0,
10.0,Joe Ingles,33.0,SF,11,6,306,0.494,0.714,0.414,0.646,0.769,0.661,0.165,0.734,106.0,135.0,113.0,120.0,99.0,116.0,67.0,187.0,
11.0,Donovan Mitchell,24.0,PG,10,10,346,0.447,0.458,0.435,0.553,0.829,0.602,0.323,0.489,96.0,86.0,119.0,103.0,107.0,105.0,131.0,125.0,
12.0,Juwan Morgan,23.0,PF,2,0,6,,,,,,,,,,,,,,,,,
13.0,Georges Niang,27.0,PF,11,0,129,0.282,0.222,0.3,0.397,1.0,0.429,0.103,0.769,61.0,42.0,82.0,74.0,129.0,75.0,42.0,196.0,
14.0,Royce O'Neale,27.0,SF,11,11,404,0.506,0.6,0.467,0.671,0.833,0.687,0.141,0.706,109.0,113.0,127.0,125.0,107.0,120.0,57.0,180.0,
15.0,Miye Oni,23.0,SG,8,0,41,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,255.0,
16.0,Matt Thomas,26.0,SG,3,0,7,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,
,Team Totals,,,11,11,2641,0.472,0.536,0.413,0.579,0.801,0.616,0.288,0.518,101.0,101.0,113.0,108.0,103.0,108.0,117.0,132.0,
