Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Royce O'Neale,27.0,SF,11,11,404,0.506,18.8,0.294,0.212,0.082,0.0,0.0,0.706,0.6,0.722,0.286,,,0.467,0.533,1.0,0.024,2,0.317,0.526,0,0,
2.0,Bojan Bogdanović,31.0,SF,11,11,390,0.467,17.0,0.445,0.102,0.226,0.095,0.022,0.555,0.475,0.429,0.484,0.538,0.333,0.461,0.586,0.886,0.007,1,0.289,0.5,0,0,
3.0,Rudy Gobert,28.0,C,11,11,376,0.741,2.3,0.988,0.84,0.148,0.0,0.0,0.012,0.75,0.809,0.417,,,0.0,0.667,,0.444,33,0.0,,1,0,
4.0,Donovan Mitchell,24.0,PG,10,10,346,0.447,16.8,0.511,0.149,0.234,0.06,0.068,0.489,0.458,0.686,0.382,0.286,0.375,0.435,0.036,0.22,0.004,0,0.017,0.0,0,0,
5.0,Joe Ingles,33.0,SF,11,6,306,0.494,20.3,0.266,0.127,0.114,0.013,0.013,0.734,0.714,0.6,0.889,0.0,1.0,0.414,0.267,0.708,0.0,0,0.224,0.385,0,0,
6.0,Jordan Clarkson,28.0,SG,11,0,298,0.406,18.3,0.412,0.055,0.248,0.091,0.018,0.588,0.485,0.667,0.439,0.533,0.333,0.351,0.182,0.529,0.006,1,0.155,0.533,0,0,
7.0,Mike Conley,33.0,PG,6,6,176,0.426,17.9,0.456,0.059,0.309,0.074,0.015,0.544,0.355,0.25,0.381,0.2,1.0,0.486,0.182,0.5,0.0,0,0.027,0.0,1,0,
8.0,Derrick Favors,29.0,C,11,0,145,0.696,2.7,1.0,0.783,0.13,0.087,0.0,0.0,0.696,0.778,0.667,0.0,,,0.75,,0.261,6,,,0,0,
9.0,Georges Niang,27.0,PF,11,0,129,0.282,20.9,0.231,0.051,0.103,0.077,0.0,0.769,0.222,0.5,0.0,0.333,,0.3,0.5,1.0,0.0,0,0.267,0.375,0,0,
10.0,Miye Oni,23.0,SG,8,0,41,0.0,24.3,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0,0.8,0.0,0,0,
11.0,Trent Forrest,22.0,PG,4,0,10,0.5,3.6,1.0,0.25,0.75,0.0,0.0,0.0,0.5,1.0,0.333,,,,0.0,,0.0,0,,,0,0,
12.0,Matt Thomas,26.0,SG,3,0,7,0.0,15.9,1.0,0.0,0.0,0.5,0.5,0.0,0.0,,,0.0,0.0,,,,0.0,0,,,0,0,
13.0,Juwan Morgan,23.0,PF,2,0,6,,,,,,,,,,,,,,,,,,0,,,0,0,
14.0,Jarrell Brantley,24.0,PF,2,0,3,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0,,,0,0,
15.0,Ersan İlyasova,33.0,PF,1,0,3,0.5,14.8,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,,,,0.0,1.0,,0.5,1,0.0,,0,0,
16.0,Udoka Azubuike,21.0,C,1,0,1,,,,,,,,,,,,,,,,,,0,,,0,0,
,Team Totals,,,11,11,2641,0.472,14.0,0.482,0.195,0.201,0.058,0.027,0.518,0.536,0.707,0.43,0.389,0.4,0.413,0.389,0.621,0.052,44,0.175,0.44,2,0,
