Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Royce O'Neale,27.0,11,11,404,43,85,0.506,28,60,0.467,15,25,0.6,0.671,10,12,0.833,16,64,80,23,12,3,8,41,124,0,
2.0,Bojan Bogdanović,31.0,11,11,390,64,137,0.467,35,76,0.461,29,61,0.475,0.595,36,41,0.878,6,41,47,16,10,0,23,27,199,0,
3.0,Rudy Gobert,28.0,11,11,376,60,81,0.741,0,1,0.0,60,80,0.75,0.741,42,66,0.636,43,92,135,9,6,23,17,46,162,0,
4.0,Donovan Mitchell,24.0,10,10,346,105,235,0.447,50,115,0.435,55,120,0.458,0.553,63,76,0.829,3,39,42,55,11,2,28,20,323,0,
5.0,Joe Ingles,33.0,11,6,306,39,79,0.494,24,58,0.414,15,21,0.714,0.646,10,13,0.769,1,33,34,38,7,0,9,19,112,0,
6.0,Jordan Clarkson,28.0,11,0,298,67,165,0.406,34,97,0.351,33,68,0.485,0.509,25,26,0.962,6,28,34,17,7,3,23,15,193,0,
7.0,Mike Conley,33.0,6,6,176,29,68,0.426,18,37,0.486,11,31,0.355,0.559,16,16,1.0,3,18,21,46,1,3,14,15,92,0,
8.0,Derrick Favors,29.0,11,0,145,16,23,0.696,0,0,,16,23,0.696,0.696,5,9,0.556,19,27,46,3,2,10,6,25,37,0,
9.0,Georges Niang,27.0,11,0,129,11,39,0.282,9,30,0.3,2,9,0.222,0.397,4,4,1.0,2,17,19,8,0,1,8,19,35,0,
10.0,Miye Oni,23.0,8,0,41,0,5,0.0,0,5,0.0,0,0,,0.0,0,0,,3,0,3,0,1,0,0,8,0,0,
11.0,Trent Forrest,22.0,4,0,10,2,4,0.5,0,0,,2,4,0.5,0.5,0,0,,0,0,0,0,0,0,0,0,4,0,
12.0,Matt Thomas,26.0,3,0,7,0,2,0.0,0,0,,0,2,0.0,0.0,0,0,,0,1,1,0,0,0,0,1,0,0,
13.0,Juwan Morgan,23.0,2,0,6,0,0,,0,0,,0,0,,,0,0,,1,1,2,1,0,0,0,1,0,0,
14.0,Jarrell Brantley,24.0,2,0,3,0,1,0.0,0,0,,0,1,0.0,0.0,1,2,0.5,0,1,1,0,0,0,1,0,1,0,
15.0,Ersan İlyasova,33.0,1,0,3,1,2,0.5,0,1,0.0,1,1,1.0,0.5,2,2,1.0,0,0,0,0,0,0,0,0,4,0,
16.0,Udoka Azubuike,21.0,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,0,
,Team Totals,,11,11,2641,437,926,0.472,198,480,0.413,239,446,0.536,0.579,214,267,0.801,103,363,466,216,57,45,137,237,1286,0,
