Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Royce O'Neale,27.0,SF,11,11,404,13.1,0.687,0.706,0.141,4.8,17.7,11.5,7.9,1.5,0.7,8.1,10.8,0.9,0.1,1.0,0.12,1.4,1.6,3.1,0.5,
2.0,Bojan Bogdanović,31.0,SF,11,11,390,13.8,0.642,0.555,0.299,1.9,11.7,7.0,6.2,1.3,0.0,12.9,20.2,0.6,0.0,0.5,0.067,1.1,-0.6,0.5,0.2,
3.0,Rudy Gobert,28.0,C,11,11,376,21.4,0.736,0.012,0.815,13.9,27.3,20.9,3.6,0.8,5.5,13.4,15.0,1.2,0.3,1.5,0.192,1.6,1.0,2.6,0.4,
4.0,Donovan Mitchell,24.0,PG,10,10,346,26.4,0.602,0.489,0.323,1.1,12.6,7.1,30.3,1.6,0.5,9.4,38.0,1.2,0.0,1.2,0.173,8.2,-0.4,7.8,0.9,
5.0,Joe Ingles,33.0,SF,11,6,306,13.8,0.661,0.734,0.165,0.4,12.0,6.5,17.7,1.1,0.0,9.6,13.6,0.8,0.0,0.7,0.115,2.1,0.2,2.2,0.3,
6.0,Jordan Clarkson,28.0,SG,11,0,298,14.1,0.547,0.588,0.158,2.4,10.5,6.6,9.5,1.2,0.9,11.5,29.7,0.0,0.0,0.0,-0.003,0.9,-2.4,-1.5,0.0,
7.0,Mike Conley,33.0,PG,6,6,176,18.5,0.613,0.544,0.235,2.1,11.4,6.9,39.4,0.3,1.5,15.7,22.4,0.6,0.0,0.6,0.153,4.2,-1.2,3.0,0.2,
8.0,Derrick Favors,29.0,C,11,0,145,14.7,0.686,0.0,0.391,15.9,20.8,18.4,2.9,0.7,6.2,18.2,10.1,0.3,0.1,0.4,0.125,-1.8,1.0,-0.7,0.0,
9.0,Georges Niang,27.0,PF,11,0,129,1.6,0.429,0.769,0.103,1.9,14.7,8.6,8.4,0.0,0.7,16.4,16.8,-0.2,0.0,-0.3,-0.094,-6.1,-2.2,-8.2,-0.2,
10.0,Miye Oni,23.0,SG,8,0,41,-3.6,0.0,1.0,0.0,8.9,0.0,4.3,0.0,1.2,0.0,0.0,5.4,-0.1,0.0,-0.1,-0.104,-8.8,-1.9,-10.7,-0.1,
11.0,Trent Forrest,22.0,PG,4,0,10,7.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0,-0.046,-2.7,-4.2,-6.9,0.0,
12.0,Matt Thomas,26.0,SG,3,0,7,-12.0,0.0,0.0,0.0,0.0,15.9,8.3,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,-0.317,-15.3,-5.6,-20.9,0.0,
13.0,Juwan Morgan,23.0,PF,2,0,6,11.4,,,,20.2,18.6,19.4,20.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.178,1.0,1.7,2.7,0.0,
14.0,Jarrell Brantley,24.0,PF,2,0,3,-19.3,0.266,0.0,2.0,0.0,37.2,19.4,0.0,0.0,0.0,34.7,42.5,0.0,0.0,0.0,-0.754,-19.3,-8.8,-28.1,0.0,
15.0,Ersan İlyasova,33.0,PF,1,0,3,41.9,0.694,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.419,9.5,-2.4,7.2,0.0,
16.0,Udoka Azubuike,21.0,C,1,0,1,12.0,,,,0.0,100.0,58.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.116,2.2,1.8,3.9,0.0,
,Team Totals,,,11,11,2641,,0.616,0.518,0.288,,,,,,,,,5.3,0.3,5.6,0.101,1.7,-0.2,1.5,2.4,
