Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19755,3456,7127,0.485,925,2601,0.356,2531,4526,0.559,1442,1838,0.785,774,2804,3578,2083,561,424,1158,1539,9279
Team/G,,240.9,42.1,86.9,0.485,11.3,31.7,0.356,30.9,55.2,0.559,17.6,22.4,0.785,9.4,34.2,43.6,25.4,6.8,5.2,14.1,18.8,113.2
Lg Rank,,25,14,20,8.0,21,23,18.0,10,13,9.0,22,22,15.0,24,5,15,14,23,9,16,5,21
Year/Year,,-0.4%,3.9%,1.0%,0.013,7.6%,3.5%,0.013,2.6%,-0.4%,0.016,3.5%,3.4%,0.001,5.0%,0.2%,1.2%,1.5%,7.5%,4.4%,7.5%,-0.4%,4.2%
Opponent,82.0,19755,3481,7363,0.473,984,2688,0.366,2497,4675,0.534,1432,1794,0.798,883,2645,3528,2035,581,406,1008,1590,9378
Opponent/G,,240.9,42.5,89.8,0.473,12.0,32.8,0.366,30.5,57.0,0.534,17.5,21.9,0.798,10.8,32.3,43.0,24.8,7.1,5.0,12.3,19.4,114.4
Lg Rank,,25,20,21,13.0,9,7,20.0,21,26,8.0,7,5,28.0,21,8,12,7,14,20,29,24,17
Year/Year,,-0.4%,2.9%,1.0%,0.008,4.6%,3.1%,0.005,2.2%,-0.1%,0.012,-2.9%,-1.9%,-0.009,5.1%,-5.1%,-2.7%,4.8%,-2.8%,18.0%,3.7%,-2.7%,2.1%
