team,player,image_url,file_path
Oklahoma CityThunder,Brooks Barnhizer,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4684208.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\brooks_barnhizer.png
Oklahoma CityThunder,Branden Carlson,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4592435.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\branden_carlson.png
Oklahoma CityThunder,Alex Caruso,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2991350.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\alex_caruso.png
Oklahoma CityThunder,Ousmane Dieng,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4997526.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\ousmane_dieng.png
Oklahoma CityThunder,Luguentz Dort,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4397020.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\luguentz_dort.png
Oklahoma CityThunder,Shai Gilgeous-Alexander,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278073.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\shai_gilgeous-alexander.png
Oklahoma CityThunder,Isaiah Hartenstein,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4222252.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\isaiah_hartenstein.png
Oklahoma CityThunder,Chet Holmgren,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433255.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\chet_holmgren.png
Oklahoma CityThunder,Isaiah Joe,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4395702.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\isaiah_joe.png
Oklahoma CityThunder,Ajay Mitchell,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4900671.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\ajay_mitchell.png
Oklahoma CityThunder,Thomas Sorber,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/5061603.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\thomas_sorber.png
Oklahoma CityThunder,Nikola Topic,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/5159925.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\nikola_topic.png
Oklahoma CityThunder,Cason Wallace,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4683692.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\cason_wallace.png
Oklahoma CityThunder,Aaron Wiggins,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4397183.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\aaron_wiggins.png
Oklahoma CityThunder,Jalen Williams,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4593803.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\jalen_williams.png
Oklahoma CityThunder,Jaylin Williams,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432823.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\jaylin_williams.png
Oklahoma CityThunder,Kenrich Williams,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3133626.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\kenrich_williams.png
Oklahoma CityThunder,Chris Youngblood,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4706557.png&h=80&w=110&scale=crop,nba_rosters\oklahoma_citythunder\chris_youngblood.png
