Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Shai Gilgeous-Alexander,25,PG,10,10,399,10.0,20.2,0.496,1.4,3.3,0.432,8.6,16.9,0.508,0.531,5.8,7.3,0.79,0.7,5.8,6.5,5.8,1.2,1.5,2.0,2.8,27.2,
2,Jalen Williams,22,PF,10,10,377,7.2,15.3,0.469,1.4,3.7,0.385,5.7,11.6,0.496,0.516,2.1,2.6,0.815,1.2,5.3,6.5,5.2,1.6,0.5,1.8,2.0,17.9,
3,Luguentz Dort,24,SF,10,10,350,3.4,9.4,0.363,2.6,6.6,0.391,0.8,2.8,0.296,0.5,1.6,2.0,0.842,2.0,2.8,4.7,2.1,1.3,0.2,1.1,4.3,11.0,
4,Chet Holmgren,21,C,10,10,345,6.2,12.4,0.496,1.4,5.2,0.26,4.8,7.2,0.667,0.55,2.6,3.4,0.758,1.5,6.1,7.5,2.2,0.7,2.6,2.0,2.7,16.3,
5,Cason Wallace,20,SG,10,0,198,2.9,7.5,0.39,1.6,5.1,0.321,1.3,2.4,0.538,0.5,0.2,0.4,0.5,1.3,1.1,2.4,1.8,1.6,0.4,0.7,2.5,7.6,
6,Josh Giddey,21,SG,10,8,181,6.8,14.9,0.453,2.4,6.8,0.353,4.4,8.2,0.537,0.533,1.4,1.6,0.875,1.4,5.8,7.2,4.2,0.4,0.8,2.4,1.8,17.3,
7,Isaiah Joe,24,SG,10,2,173,5.0,11.2,0.444,3.3,8.1,0.41,1.7,3.1,0.533,0.593,0.0,0.0,,0.8,3.7,4.6,2.1,1.0,0.0,1.0,2.1,13.3,
8,Aaron Wiggins,25,SG,10,0,157,5.3,10.8,0.489,1.4,4.6,0.3,3.9,6.2,0.63,0.553,2.3,2.5,0.909,2.1,5.3,7.3,2.3,1.4,0.7,2.1,1.8,14.2,
9,Jaylin Williams,21,C,10,0,127,4.5,9.4,0.485,2.6,6.2,0.409,2.0,3.1,0.636,0.621,0.9,1.1,0.75,1.1,7.9,9.1,4.3,1.1,0.9,0.9,3.1,12.5,
10,Gordon Hayward,33,SF,7,0,46,0.0,2.3,0.0,0.0,0.0,,0.0,2.3,0.0,0.0,0.0,0.0,,0.8,9.4,10.2,2.3,0.8,0.8,0.0,1.6,0.0,
11,Kenrich Williams,29,PF,7,0,32,2.3,9.0,0.25,0.0,5.6,0.0,2.3,3.4,0.667,0.25,0.0,0.0,,1.1,7.9,9.0,3.4,1.1,0.0,0.0,3.4,4.5,
12,Lindy Waters III,26,SG,3,0,9,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Ousmane Dieng,20,PF,4,0,7,5.1,10.3,0.5,0.0,5.1,0.0,5.1,5.1,1.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,
