Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Shai Gilgeous-Alexander,25,PG,75,75,2553,11.2,21.0,0.535,1.3,3.8,0.353,9.9,17.2,0.576,0.567,8.0,9.2,0.874,0.9,4.9,5.9,6.6,2.1,0.9,2.3,2.6,31.8,"MVP-2,DPOY-7,CPOY-3,AS,NBA1"
2,Chet Holmgren,21,C,82,82,2413,7.5,14.2,0.53,1.9,5.2,0.37,5.6,9.0,0.623,0.598,3.3,4.1,0.793,1.9,7.7,9.7,3.0,0.8,2.8,2.0,2.9,20.2,ROY-2
3,Luguentz Dort,24,SF,79,79,2246,4.6,10.5,0.438,2.5,6.3,0.394,2.1,4.2,0.506,0.557,2.1,2.5,0.826,1.2,3.4,4.6,1.8,1.2,0.8,1.2,3.7,13.8,
4,Jalen Williams,22,PF,71,71,2223,8.7,16.1,0.54,1.7,3.9,0.427,7.0,12.2,0.576,0.592,2.9,3.6,0.814,0.6,4.0,4.6,5.2,1.3,0.7,2.0,2.8,21.9,CPOY-12
5,Josh Giddey,21,SG,80,80,2011,7.2,15.2,0.475,1.5,4.4,0.337,5.7,10.8,0.53,0.523,1.8,2.2,0.806,2.0,7.2,9.2,6.9,0.9,0.8,3.0,2.0,17.7,
6,Cason Wallace,20,SG,82,13,1692,4.6,9.4,0.491,2.1,5.0,0.419,2.5,4.4,0.572,0.602,0.6,0.8,0.784,1.1,2.9,4.0,2.6,1.6,0.8,1.0,2.7,11.9,
7,Isaiah Joe,24,SG,78,1,1445,5.5,12.1,0.458,3.7,8.8,0.416,1.9,3.3,0.568,0.609,1.1,1.3,0.865,0.8,3.7,4.5,2.5,1.1,0.5,1.2,2.2,15.8,
8,Aaron Wiggins,25,SG,78,4,1228,6.2,11.1,0.562,1.8,3.7,0.492,4.4,7.4,0.598,0.645,1.6,2.1,0.789,1.8,3.7,5.5,2.5,1.6,0.6,1.6,2.7,15.9,
9,Kenrich Williams,29,PF,69,1,1029,4.6,9.8,0.468,2.0,4.9,0.397,2.6,4.9,0.54,0.568,0.2,0.5,0.5,2.1,5.2,7.3,3.3,1.3,0.3,1.1,3.5,11.4,
10,Jaylin Williams,21,C,69,1,897,3.8,9.2,0.417,2.1,5.8,0.368,1.7,3.4,0.5,0.533,1.3,1.6,0.805,1.4,7.9,9.4,4.4,1.1,1.1,1.4,3.9,11.1,
11,Gordon Hayward,33,SF,26,3,447,3.9,8.5,0.453,1.2,2.3,0.517,2.7,6.2,0.429,0.524,2.2,3.1,0.692,1.0,4.1,5.2,3.4,1.0,0.1,1.2,1.7,11.1,
12,Ousmane Dieng,20,PF,33,0,365,4.8,11.4,0.422,2.1,6.9,0.3,2.8,4.5,0.609,0.513,1.4,1.6,0.875,1.0,4.0,5.0,3.6,0.8,0.5,1.9,2.2,13.1,
13,Vasilije Micić,30,PG,30,0,361,3.7,9.1,0.407,1.1,4.5,0.244,2.6,4.6,0.565,0.467,1.4,1.9,0.737,0.1,2.3,2.4,7.6,0.9,0.3,2.9,2.2,9.9,
14,Lindy Waters III,26,SG,38,0,280,6.3,13.4,0.471,4.8,10.9,0.435,1.5,2.4,0.632,0.649,0.3,0.3,1.0,0.9,4.2,5.1,3.1,0.6,0.9,0.9,3.0,17.6,
15,Tre Mann,22,PG,13,0,119,6.1,12.1,0.5,2.4,5.7,0.421,3.6,6.4,0.571,0.6,0.3,0.3,1.0,1.2,6.1,7.3,6.1,0.9,0.0,2.7,0.9,14.8,
16,Olivier Sarr,24,C,15,0,98,4.0,7.0,0.579,0.7,2.2,0.333,3.3,4.8,0.692,0.632,3.7,5.5,0.667,3.7,9.6,13.2,0.7,0.0,2.6,1.1,6.6,12.5,
17,Mike Muscala,32,C,16,0,91,3.2,8.7,0.364,0.4,4.4,0.091,2.8,4.4,0.636,0.386,0.0,0.4,0.0,2.8,5.5,8.3,1.6,0.4,0.4,1.6,3.2,6.7,
18,Dāvis Bertāns,31,PF,15,0,91,4.0,10.3,0.385,4.0,9.5,0.417,0.0,0.8,0.0,0.577,5.5,5.9,0.933,0.8,3.2,4.0,3.6,1.2,1.2,0.4,4.0,17.4,
19,Bismack Biyombo,31,C,10,0,73,3.5,5.9,0.583,0.0,0.0,,3.5,5.9,0.583,0.583,2.0,3.9,0.5,2.5,6.4,8.9,1.0,0.5,1.5,2.0,3.5,8.9,
20,Keyontae Johnson,23,SF,9,0,66,2.7,8.7,0.313,0.5,1.6,0.333,2.2,7.1,0.308,0.344,0.0,0.0,,2.2,3.3,5.5,2.2,0.5,0.0,2.2,2.7,6.0,
21,Aleksej Pokusevski,22,PF,10,0,60,2.4,9.6,0.25,1.2,6.6,0.182,1.2,3.0,0.4,0.313,1.2,2.4,0.5,1.2,4.8,6.0,3.0,0.6,0.6,1.8,3.0,7.2,
22,Adam Flagler,24,SG,2,0,14,2.6,18.0,0.143,2.6,15.4,0.167,0.0,2.6,0.0,0.214,0.0,0.0,,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,7.7,
