Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Shai Gilgeous-Alexander,25.0,PG,10,10,399,100,0,0,0,0,5.6,-2.2,12,5,11,4,32,1,163,4,16,
2.0,Jalen Williams,22.0,PF,10,10,377,0,0,5,92,3,8.3,10.8,10,8,9,0,12,7,132,3,13,
3.0,Luguentz Dort,24.0,SF,10,10,350,0,6,83,10,0,4.6,-5.2,5,3,16,1,8,11,49,1,7,
4.0,Chet Holmgren,21.0,C,10,10,345,0,0,0,0,100,9.8,14.1,6,11,18,0,13,3,53,3,8,
5.0,Cason Wallace,20.0,SG,10,0,198,25,45,30,0,0,8.6,4.5,4,0,7,0,1,1,25,0,1,
6.0,Josh Giddey,21.0,SG,10,8,181,2,61,30,8,0,10.4,7.2,6,3,6,2,4,0,50,0,5,
7.0,Isaiah Joe,24.0,SG,10,2,173,6,94,0,0,0,-1.0,-10.9,3,2,4,0,0,4,25,0,2,
8.0,Aaron Wiggins,25.0,SG,10,0,157,13,56,25,6,0,10.5,6.6,8,1,5,0,5,1,23,1,1,
9.0,Jaylin Williams,21.0,C,10,0,127,0,0,0,11,89,-11.6,-23.6,1,0,4,1,1,4,34,0,2,
10.0,Gordon Hayward,33.0,SF,7,0,46,0,0,17,83,0,17.8,13.0,0,0,1,0,0,0,8,0,0,
11.0,Kenrich Williams,29.0,PF,7,0,32,0,0,20,46,34,-6.7,-13.5,0,0,3,0,0,0,7,0,0,
12.0,Lindy Waters III,26.0,SG,3,0,9,0,75,25,0,0,-25.0,-31.5,0,0,0,0,0,0,0,0,0,
13.0,Ousmane Dieng,20.0,PF,4,0,7,0,0,0,100,0,-16.8,-23.1,0,0,0,0,0,0,0,0,1,
,Team Totals,,,10,10,2401,20,20,20,20,20,5.9,1.8,55,33,84,8,76,32,569,12,56,
