Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Shai Gilgeous-Alexander,25.0,PG,10,10,399,0.496,12.1,0.835,0.201,0.205,0.317,0.112,0.165,0.508,0.622,0.326,0.592,0.4,0.432,0.137,0.25,0.009,2,0.189,0.286,0,0,
2.0,Jalen Williams,22.0,PF,10,10,377,0.469,11.9,0.756,0.319,0.213,0.15,0.075,0.244,0.496,0.608,0.441,0.5,0.167,0.385,0.483,0.867,0.081,13,0.128,0.2,2,0,
3.0,Luguentz Dort,24.0,SF,10,10,350,0.363,18.6,0.297,0.198,0.066,0.022,0.011,0.703,0.296,0.389,0.0,0.0,1.0,0.391,0.75,1.0,0.033,3,0.281,0.333,0,0,
4.0,Chet Holmgren,21.0,C,10,10,345,0.496,13.6,0.58,0.328,0.126,0.092,0.034,0.42,0.667,0.821,0.333,0.636,0.5,0.26,0.717,1.0,0.202,19,0.14,0.286,0,0,
5.0,Cason Wallace,20.0,SG,10,0,198,0.39,19.3,0.317,0.146,0.073,0.073,0.024,0.683,0.538,0.667,0.333,0.333,1.0,0.321,0.286,1.0,0.0,0,0.571,0.375,1,0,
6.0,Josh Giddey,21.0,SG,10,8,181,0.453,14.2,0.547,0.213,0.24,0.04,0.053,0.453,0.537,0.688,0.444,0.667,0.25,0.353,0.636,1.0,0.0,0,0.588,0.4,0,0,
7.0,Isaiah Joe,24.0,SG,10,2,173,0.444,21.2,0.278,0.093,0.019,0.056,0.111,0.722,0.533,0.8,0.0,0.333,0.5,0.41,0.75,1.0,0.019,1,0.333,0.538,0,0,
8.0,Aaron Wiggins,25.0,SG,10,0,157,0.489,12.8,0.574,0.362,0.149,0.021,0.043,0.426,0.63,0.706,0.714,0.0,0.0,0.3,0.765,1.0,0.021,1,0.5,0.2,0,0,
9.0,Jaylin Williams,21.0,C,10,0,127,0.485,18.4,0.333,0.182,0.061,0.061,0.03,0.667,0.636,0.667,0.0,1.0,1.0,0.409,0.857,1.0,0.091,2,0.364,0.375,0,0,
10.0,Gordon Hayward,33.0,SF,7,0,46,0.0,8.0,1.0,0.333,0.333,0.0,0.333,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0,,,0,0,
11.0,Kenrich Williams,29.0,PF,7,0,32,0.25,17.9,0.375,0.25,0.0,0.0,0.125,0.625,0.667,1.0,,,0.0,0.0,0.5,,0.0,0,0.4,0.0,0,0,
12.0,Lindy Waters III,26.0,SG,3,0,9,0.0,24.6,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0,0.0,,0,0,
13.0,Ousmane Dieng,20.0,PF,4,0,7,0.5,17.6,0.5,0.0,0.5,0.0,0.0,0.5,1.0,,1.0,,,0.0,1.0,,0.0,0,0.0,,0,0,
,Team Totals,,,10,10,2401,0.459,16.2,0.604,0.24,0.156,0.14,0.068,0.396,0.527,0.655,0.373,0.558,0.362,0.356,0.454,0.884,0.055,41,0.312,0.349,3,0,
