Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Coby White,20,69,54,2156,8.4,20.3,0.416,3.7,10.2,0.359,4.8,10.1,0.473,0.506,2.9,3.2,0.901,0.6,5.8,6.4,7.4,0.9,0.3,3.5,4.0,23.4,106,115,
2,Zach LaVine,25,58,58,2034,13.6,26.8,0.507,4.8,11.4,0.419,8.8,15.4,0.571,0.596,6.0,7.1,0.849,0.9,6.0,6.9,6.7,1.1,0.6,4.8,3.3,37.9,115,114,AS
3,Patrick Williams,19,71,71,1983,6.2,12.9,0.483,1.3,3.4,0.391,4.9,9.5,0.515,0.534,2.2,3.1,0.728,1.6,6.4,8.0,2.4,1.6,1.1,2.4,3.1,16.0,105,112,
4,Thaddeus Young,32,68,23,1652,10.9,19.4,0.559,0.4,1.3,0.267,10.5,18.1,0.58,0.568,2.1,3.3,0.628,4.9,7.5,12.4,8.5,2.2,1.2,4.0,4.5,24.2,116,110,6MOY-14
5,Garrett Temple,34,56,25,1528,5.0,12.1,0.415,2.1,6.3,0.335,2.9,5.7,0.503,0.503,1.3,1.6,0.8,0.9,4.2,5.1,3.9,1.4,1.0,1.8,4.0,13.4,105,113,
6,Lauri Markkanen,23,51,26,1317,9.2,19.2,0.48,4.4,10.9,0.402,4.8,8.3,0.582,0.594,2.8,3.4,0.826,1.3,8.6,9.9,1.7,1.0,0.6,1.9,2.8,25.6,115,113,
7,Tomáš Satoranský,29,58,18,1307,6.3,12.2,0.514,1.6,4.4,0.356,4.7,7.8,0.602,0.578,2.5,2.9,0.848,1.1,4.2,5.3,10.1,1.5,0.5,3.6,3.3,16.6,118,114,
8,Denzel Valentine,27,62,3,1036,7.3,19.5,0.373,3.7,11.3,0.331,3.5,8.1,0.431,0.469,0.7,0.8,0.941,1.1,8.1,9.2,4.9,1.4,0.3,2.0,3.3,19.0,100,112,
9,Nikola Vučević,30,26,26,848,13.1,27.9,0.471,3.4,8.7,0.388,9.8,19.2,0.509,0.532,2.3,2.6,0.87,3.4,13.8,17.1,5.8,1.3,1.1,2.5,3.3,32.0,112,109,AS
10,Wendell Carter Jr.,21,32,25,792,7.9,15.4,0.512,0.5,1.3,0.364,7.4,14.1,0.526,0.528,5.0,6.8,0.739,4.3,11.0,15.3,4.2,1.1,1.5,3.0,5.9,21.3,115,110,
11,Daniel Theis,28,23,14,574,7.9,15.0,0.522,1.4,4.8,0.281,6.5,10.2,0.636,0.567,2.4,3.6,0.651,3.3,8.2,11.5,3.5,1.4,1.2,2.1,4.0,19.4,116,111,
12,Otto Porter Jr.,27,25,6,540,8.0,18.1,0.441,3.4,8.5,0.4,4.6,9.6,0.477,0.535,2.8,3.3,0.838,2.5,9.9,12.4,4.5,1.1,0.4,2.2,3.3,22.2,114,112,
13,Ryan Arcidiacono,26,44,0,450,5.3,12.6,0.419,2.7,7.2,0.373,2.6,5.4,0.48,0.526,1.4,2.2,0.65,0.5,6.7,7.2,6.0,1.0,0.0,1.1,5.1,14.7,118,114,
14,Daniel Gafford,22,31,11,383,7.6,11.0,0.69,0.0,0.0,,7.6,11.0,0.69,0.69,3.4,5.2,0.659,5.6,7.5,13.0,2.2,1.4,4.3,2.8,6.8,18.6,128,107,
15,Troy Brown Jr.,21,13,0,237,5.9,11.2,0.527,1.6,4.9,0.333,4.3,6.3,0.677,0.6,1.0,1.2,0.833,1.8,7.2,9.0,2.0,1.4,0.4,1.0,4.1,14.5,123,113,
16,Javonte Green,27,16,0,128,5.3,11.7,0.452,1.1,3.0,0.375,4.2,8.7,0.478,0.5,3.8,3.8,1.0,2.3,4.9,7.2,2.3,3.8,1.5,2.3,4.9,15.5,112,107,
17,Luke Kornet,25,13,0,94,4.6,13.9,0.333,3.1,11.9,0.261,1.5,2.1,0.75,0.444,1.0,2.1,0.5,0.5,7.2,7.7,2.1,1.0,3.6,0.5,0.5,13.4,97,109,
18,Cristiano Felício,28,18,0,84,4.0,7.5,0.538,0.0,1.2,0.0,4.0,6.3,0.636,0.538,5.2,9.2,0.563,5.8,9.2,15.0,5.2,2.3,0.0,2.3,5.8,13.3,125,110,
19,Al-Farouq Aminu,30,6,0,67,1.4,7.2,0.2,0.7,4.3,0.167,0.7,2.9,0.25,0.25,2.9,3.6,0.8,1.4,12.3,13.7,1.4,1.4,0.0,2.2,5.1,6.5,77,111,
20,Chandler Hutchison,24,7,0,64,3.8,13.6,0.278,0.8,2.3,0.333,3.0,11.4,0.267,0.306,1.5,1.5,1.0,0.8,14.4,15.1,3.0,0.8,0.0,3.8,6.8,9.8,67,111,
21,Adam Mokoka,22,14,0,56,6.1,16.4,0.368,0.9,8.7,0.1,5.2,7.8,0.667,0.395,0.0,0.9,0.0,0.9,3.5,4.3,4.3,1.7,0.9,4.3,4.3,13.0,73,113,
22,Devon Dotson,21,11,0,50,10.7,20.4,0.524,1.0,6.8,0.143,9.7,13.6,0.714,0.548,0.0,0.0,,1.9,2.9,4.8,6.8,3.9,0.0,0.0,2.9,22.3,126,110,
