Rk,Unnamed: 1,Salary
1,Nikola Vučević,"$26,000,000"
2,Zach LaVine,"$19,500,000"
3,Thaddeus Young,"$13,545,000"
4,Tomáš Satoranský,"$10,000,000"
5,Al-Farouq Aminu,"$9,720,900"
6,Cristiano Felício,"$7,529,020"
7,Patrick Williams,"$7,068,360"
8,Lauri Markkanen,"$6,731,508"
9,Coby White,"$5,572,680"
10,Daniel Theis,"$5,000,000"
11,Garrett Temple,"$4,767,000"
12,Denzel Valentine,"$4,642,800"
13,Troy Brown,"$3,372,840"
14,Ryan Arcidiacono,"$3,000,000"
15,Javonte Green,"$1,517,981"
16,Adam Mokoka,$0
17,Devon Dotson,$0
