Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Pascal Siakam,27.0,PF,6,6,260,0.477,12.9,0.841,0.14,0.327,0.131,0.243,0.159,0.522,0.8,0.514,0.5,0.385,0.235,0.234,1.0,0.019,2,0.059,0.0,0,0,
2.0,OG Anunoby,24.0,SF,6,6,217,0.476,16.3,0.5,0.207,0.183,0.073,0.037,0.5,0.61,0.941,0.333,0.333,0.667,0.341,0.4,0.929,0.061,5,0.244,0.3,1,0,
3.0,Gary Trent Jr.,23.0,SG,6,6,199,0.378,18.9,0.524,0.061,0.134,0.073,0.256,0.476,0.419,0.6,0.182,0.5,0.476,0.333,0.389,0.923,0.024,2,0.077,1.0,0,0,
4.0,Precious Achiuwa,22.0,C,6,1,167,0.481,10.4,0.692,0.442,0.173,0.058,0.019,0.308,0.556,0.826,0.111,0.0,0.0,0.313,0.65,1.0,0.135,6,0.375,0.333,0,0,
5.0,Fred VanVleet,27.0,PG,4,4,140,0.352,20.5,0.333,0.093,0.13,0.037,0.074,0.667,0.389,0.6,0.143,0.5,0.5,0.333,0.0,0.583,0.0,0,0.167,0.333,0,0,
6.0,Scottie Barnes,20.0,PF,4,3,133,0.429,14.3,0.714,0.238,0.262,0.048,0.167,0.286,0.533,0.8,0.455,0.5,0.286,0.167,0.438,1.0,0.095,4,0.333,0.25,1,0,
7.0,Chris Boucher,29.0,SF,6,0,130,0.619,11.0,0.643,0.476,0.119,0.024,0.024,0.357,0.741,0.85,0.6,0.0,0.0,0.4,0.6,1.0,0.238,9,0.4,0.5,0,0,
8.0,Thaddeus Young,33.0,PF,6,0,87,0.5,12.8,0.611,0.278,0.222,0.056,0.056,0.389,0.727,0.8,0.75,0.0,1.0,0.143,0.625,1.0,0.111,2,0.571,0.25,0,0,
9.0,Khem Birch,29.0,C,6,4,63,0.5,8.5,0.75,0.375,0.375,0.0,0.0,0.25,0.5,0.833,0.167,,,0.5,0.833,1.0,0.188,3,0.75,0.667,0,0,
10.0,Malachi Flynn,23.0,PG,6,0,36,0.0,18.3,0.571,0.0,0.143,0.286,0.143,0.429,0.0,,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0,0,
11.0,Yuta Watanabe,27.0,SF,4,0,10,0.333,8.7,0.833,0.333,0.333,0.167,0.0,0.167,0.4,1.0,0.0,0.0,,0.0,1.0,,0.167,1,0.0,,0,0,
12.0,Dalano Banton,22.0,PG,4,0,8,1.0,1.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0.0,,0.0,0,,,0,0,
13.0,Armoni Brooks,23.0,PG,4,0,8,0.0,26.8,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0,0.25,0.0,0,0,
14.0,Svi Mykhailiuk,24.0,SF,3,0,5,0.0,25.2,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0,0.5,0.0,0,0,
15.0,Isaac Bonga,22.0,SF,1,0,3,,,,,,,,,,,,,,,,,,0,,,0,0,
,Team Totals,,,6,6,1466,0.446,14.7,0.618,0.213,0.205,0.074,0.126,0.382,0.536,0.827,0.368,0.368,0.415,0.299,0.421,0.881,0.07,34,0.228,0.378,2,0,
