Rk,Unnamed: 1,Salary
1,Pascal Siakam,"$33,003,936"
2,Fred VanVleet,"$19,675,926"
3,OG Anunoby,"$16,071,429"
4,Gary Trent,"$16,000,000"
5,Thaddeus Young,"$14,190,000"
6,Scottie Barnes,"$7,280,400"
7,Chris Boucher,"$7,020,000"
8,Khem Birch,"$6,350,000"
9,Precious Achiuwa,"$2,711,280"
10,Malachi Flynn,"$2,048,040"
11,Drew Eubanks,"$1,762,796"
12,Yuta Watanabe,"$1,762,796"
13,Svi Mykhailiuk,"$1,729,217"
14,Isaac Bonga,"$1,729,217"
15,Dalano Banton,"$925,258"
16,Armoni Brooks,"$421,156"
17,Sam Dekker,"$350,000"
18,D.J. Wilson,"$308,493"
19,Ish Wainright,"$250,000"
20,Juwan Morgan,"$95,930"
21,Tremont Waters,"$95,930"
22,Daniel Oturu,"$85,578"
23,David Johnson,$0
24,Justin Champagnie,$0
