Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Scottie Barnes,20.0,PF,74,74,2617,0.492,10.7,0.793,0.26,0.315,0.114,0.086,0.207,0.543,0.711,0.503,0.396,0.388,0.301,0.421,0.845,0.074,61,0.28,0.37,4,1,ROY-1
2.0,Pascal Siakam,27.0,PF,68,68,2578,0.494,11.2,0.819,0.216,0.34,0.132,0.132,0.181,0.527,0.716,0.498,0.447,0.371,0.344,0.292,0.947,0.026,31,0.183,0.475,1,0,NBA3
3.0,Fred VanVleet,27.0,PG,65,65,2462,0.403,19.7,0.415,0.081,0.121,0.088,0.114,0.585,0.44,0.663,0.316,0.423,0.432,0.377,0.225,0.591,0.0,0,0.125,0.438,6,0,AS
4.0,Gary Trent Jr.,23.0,SG,70,69,2448,0.414,18.3,0.498,0.087,0.128,0.112,0.163,0.502,0.445,0.579,0.41,0.484,0.379,0.383,0.407,0.761,0.015,14,0.194,0.377,1,0,
5.0,OG Anunoby,24.0,SF,48,48,1728,0.443,14.7,0.545,0.255,0.118,0.08,0.076,0.455,0.511,0.691,0.354,0.393,0.283,0.363,0.448,0.835,0.109,62,0.29,0.478,0,0,
6.0,Precious Achiuwa,22.0,C,73,28,1725,0.439,10.1,0.741,0.343,0.267,0.083,0.035,0.259,0.468,0.618,0.335,0.38,0.19,0.359,0.584,0.964,0.143,67,0.429,0.313,0,0,
7.0,Chris Boucher,29.0,SF,80,9,1690,0.464,12.0,0.603,0.426,0.113,0.026,0.033,0.397,0.575,0.659,0.4,0.4,0.211,0.297,0.665,0.985,0.128,67,0.275,0.429,1,0,
8.0,Khem Birch,29.0,C,55,28,991,0.485,6.3,0.93,0.385,0.36,0.155,0.005,0.07,0.522,0.597,0.5,0.419,0.0,0.0,0.784,,0.13,24,0.857,0.0,0,0,
9.0,Svi Mykhailiuk,24.0,SF,56,5,716,0.389,16.8,0.427,0.209,0.098,0.06,0.051,0.573,0.5,0.571,0.522,0.286,0.333,0.306,0.54,0.927,0.034,6,0.291,0.41,0,0,
