Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Pascal Siakam,27,PF,6,6,260,7.1,14.8,0.477,0.6,2.4,0.235,6.5,12.5,0.522,0.495,4.3,5.0,0.861,1.1,4.8,6.0,4.8,1.0,0.8,1.8,3.3,19.0,
2,OG Anunoby,24,SF,6,6,217,6.5,13.6,0.476,2.3,6.8,0.341,4.1,6.8,0.61,0.561,2.0,2.7,0.75,1.2,2.8,4.0,2.5,1.0,0.2,1.7,3.0,17.3,
3,Gary Trent Jr.,23,SG,6,6,199,5.6,14.8,0.378,2.4,7.1,0.333,3.3,7.8,0.419,0.457,3.1,3.4,0.895,0.2,1.6,1.8,1.4,1.1,0.5,0.5,2.0,16.6,
4,Precious Achiuwa,22,C,6,1,167,5.4,11.2,0.481,1.1,3.4,0.313,4.3,7.8,0.556,0.529,1.3,2.2,0.6,1.7,4.5,6.3,1.3,0.2,1.1,1.9,3.0,13.1,
5,Fred VanVleet,27,PG,4,4,140,4.9,13.9,0.352,3.1,9.3,0.333,1.8,4.6,0.389,0.463,1.3,1.5,0.833,0.5,2.6,3.1,6.4,1.8,1.0,1.0,3.1,14.1,
6,Scottie Barnes,20,PF,4,3,133,4.9,11.4,0.429,0.5,3.2,0.167,4.3,8.1,0.533,0.452,3.5,4.3,0.813,1.9,7.8,9.7,4.6,1.1,0.3,1.4,3.2,13.8,
7,Chris Boucher,29,SF,6,0,130,7.2,11.6,0.619,1.7,4.2,0.4,5.5,7.5,0.741,0.69,2.5,2.8,0.9,3.3,6.4,9.7,0.3,0.3,1.9,0.6,3.6,18.6,
8,Thaddeus Young,33,PF,6,0,87,3.7,7.4,0.5,0.4,2.9,0.143,3.3,4.6,0.727,0.528,0.4,1.7,0.25,2.9,4.6,7.4,4.1,2.1,0.4,1.2,3.3,8.3,
9,Khem Birch,29,C,6,4,63,4.6,9.1,0.5,1.1,2.3,0.5,3.4,6.9,0.5,0.563,0.0,0.0,,2.3,2.9,5.1,1.7,0.6,0.6,1.7,7.4,10.3,
10,Malachi Flynn,23,PG,6,0,36,0.0,7.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,2.0,1.0,3.0,3.0,1.0,0.0,1.0,6.0,0.0,
11,Yuta Watanabe,27,SF,4,0,10,7.2,21.6,0.333,0.0,3.6,0.0,7.2,18.0,0.4,0.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,14.4,
12,Dalano Banton,22,PG,4,0,8,9.0,9.0,1.0,0.0,0.0,,9.0,9.0,1.0,1.0,13.5,27.0,0.5,9.0,0.0,9.0,4.5,4.5,0.0,4.5,0.0,31.5,
13,Armoni Brooks,23,PG,4,0,8,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Svi Mykhailiuk,24,SF,3,0,5,0.0,14.4,0.0,0.0,14.4,0.0,0.0,0.0,,0.0,7.2,7.2,1.0,0.0,7.2,7.2,0.0,0.0,0.0,0.0,7.2,7.2,
15,Isaac Bonga,22,SF,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,24.0,24.0,1.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,24.0,
