Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Pascal Siakam,27.0,PF,6,6,260,0,0,13,81,6,-9.1,2.4,6,4,11,2,19,3,89,4,4,
2.0,OG Anunoby,24.0,SF,6,6,217,12,55,33,0,0,-8.5,3.4,1,6,7,2,7,3,32,2,6,
3.0,Gary Trent Jr.,23.0,SG,6,6,199,54,46,0,0,0,-13.4,-12.4,1,0,5,1,9,1,19,1,3,
4.0,Precious Achiuwa,22.0,C,6,1,167,0,0,0,2,98,-8.8,1.4,1,5,8,2,6,4,15,2,6,
5.0,Fred VanVleet,27.0,PG,4,4,140,88,12,0,0,0,-15.3,-10.9,4,0,6,0,2,0,63,0,3,
6.0,Scottie Barnes,20.0,PF,4,3,133,0,3,84,13,0,-9.5,-0.1,3,1,4,0,6,0,38,2,1,
7.0,Chris Boucher,29.0,SF,6,0,130,0,39,52,9,0,0.2,17.3,0,1,8,1,4,5,3,0,3,
8.0,Thaddeus Young,33.0,PF,6,0,87,0,0,0,51,49,-2.9,9.5,3,0,5,0,2,0,23,0,1,
9.0,Khem Birch,29.0,C,6,4,63,0,0,0,0,100,0.4,12.4,0,1,5,2,0,0,9,0,1,
10.0,Malachi Flynn,23.0,PG,6,0,36,100,0,0,0,0,-0.5,10.2,0,1,1,0,0,2,7,0,1,
11.0,Yuta Watanabe,27.0,SF,4,0,10,0,26,0,0,74,-37.0,-28.7,0,1,0,0,0,0,0,0,0,
12.0,Dalano Banton,22.0,PG,4,0,8,0,0,100,0,0,-56.5,-48.6,0,1,0,0,3,0,2,2,0,
13.0,Armoni Brooks,23.0,PG,4,0,8,0,100,0,0,0,-52.9,-44.9,0,0,0,0,0,0,0,0,0,
14.0,Svi Mykhailiuk,24.0,SF,3,0,5,0,0,0,100,0,-100.0,-92.4,0,0,0,0,0,0,0,0,0,
15.0,Isaac Bonga,22.0,SF,1,0,3,0,0,0,100,0,11.9,21.7,0,0,0,0,0,0,0,0,0,
,Team Totals,,,6,6,1466,20,20,20,20,20,-9.3,0.3,19,21,60,10,58,18,300,13,29,
