Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Pascal Siakam,27.0,6,6,260,51,107,0.477,4,17,0.235,47,90,0.522,0.495,31,36,0.861,8,35,43,35,7,6,13,24,137,0,
2.0,OG Anunoby,24.0,6,6,217,39,82,0.476,14,41,0.341,25,41,0.61,0.561,12,16,0.75,7,17,24,15,6,1,10,18,104,0,
3.0,Gary Trent Jr.,23.0,6,6,199,31,82,0.378,13,39,0.333,18,43,0.419,0.457,17,19,0.895,1,9,10,8,6,3,3,11,92,0,
4.0,Precious Achiuwa,22.0,6,1,167,25,52,0.481,5,16,0.313,20,36,0.556,0.529,6,10,0.6,8,21,29,6,1,5,9,14,61,0,
5.0,Fred VanVleet,27.0,4,4,140,19,54,0.352,12,36,0.333,7,18,0.389,0.463,5,6,0.833,2,10,12,25,7,4,4,12,55,0,
6.0,Scottie Barnes,20.0,4,3,133,18,42,0.429,2,12,0.167,16,30,0.533,0.452,13,16,0.813,7,29,36,17,4,1,5,12,51,0,
7.0,Chris Boucher,29.0,6,0,130,26,42,0.619,6,15,0.4,20,27,0.741,0.69,9,10,0.9,12,23,35,1,1,7,2,13,67,0,
8.0,Thaddeus Young,33.0,6,0,87,9,18,0.5,1,7,0.143,8,11,0.727,0.528,1,4,0.25,7,11,18,10,5,1,3,8,20,0,
9.0,Khem Birch,29.0,6,4,63,8,16,0.5,2,4,0.5,6,12,0.5,0.563,0,0,,4,5,9,3,1,1,3,13,18,0,
10.0,Malachi Flynn,23.0,6,0,36,0,7,0.0,0,3,0.0,0,4,0.0,0.0,0,0,,2,1,3,3,1,0,1,6,0,0,
11.0,Yuta Watanabe,27.0,4,0,10,2,6,0.333,0,1,0.0,2,5,0.4,0.333,0,0,,0,0,0,0,0,0,1,0,4,0,
12.0,Dalano Banton,22.0,4,0,8,2,2,1.0,0,0,,2,2,1.0,1.0,3,6,0.5,2,0,2,1,1,0,1,0,7,0,
13.0,Armoni Brooks,23.0,4,0,8,0,4,0.0,0,4,0.0,0,0,,0.0,0,0,,0,2,2,0,0,0,0,0,0,0,
14.0,Svi Mykhailiuk,24.0,3,0,5,0,2,0.0,0,2,0.0,0,0,,0.0,1,1,1.0,0,1,1,0,0,0,0,1,1,0,
15.0,Isaac Bonga,22.0,1,0,3,0,0,,0,0,,0,0,,,2,2,1.0,0,1,1,0,0,0,0,1,2,0,
,Team Totals,,6,6,1466,230,516,0.446,59,197,0.299,171,319,0.536,0.503,100,126,0.794,60,165,225,124,40,29,55,133,619,0,
