Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Precious Achiuwa,22.0,C,6,1,167,0.481,0.556,0.313,0.529,0.6,0.541,0.192,0.308,104.0,104.0,88.0,99.0,77.0,96,77.0,77.0,
2.0,OG Anunoby,24.0,SF,6,6,217,0.476,0.61,0.341,0.561,0.75,0.584,0.195,0.5,103.0,114.0,97.0,106.0,97.0,103,79.0,125.0,
3.0,Dalano Banton,22.0,PG,4,0,8,1.0,1.0,,1.0,0.5,0.754,3.0,0.0,217.0,188.0,,188.0,65.0,133,1209.0,0.0,
4.0,Scottie Barnes,20.0,PF,4,3,133,0.429,0.533,0.167,0.452,0.813,0.52,0.381,0.286,93.0,100.0,47.0,85.0,105.0,92,154.0,72.0,
5.0,Khem Birch,29.0,C,6,4,63,0.5,0.5,0.5,0.563,,0.563,0.0,0.25,108.0,94.0,141.0,106.0,,99,0.0,63.0,
6.0,Isaac Bonga,22.0,SF,1,0,3,,,,,1.0,1.136,,,,,,,129.0,201,,,
7.0,Chris Boucher,29.0,SF,6,0,130,0.619,0.741,0.4,0.69,0.9,0.722,0.238,0.357,134.0,139.0,113.0,130.0,116.0,128,96.0,89.0,
8.0,Armoni Brooks,23.0,PG,4,0,8,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,,0,0.0,250.0,
9.0,Malachi Flynn,23.0,PG,6,0,36,0.0,0.0,0.0,0.0,,0.0,0.0,0.429,0.0,0.0,0.0,0.0,,0,0.0,107.0,
10.0,Svi Mykhailiuk,24.0,SF,3,0,5,0.0,,0.0,0.0,1.0,0.205,0.5,1.0,0.0,,0.0,0.0,129.0,36,201.0,250.0,
11.0,Pascal Siakam,27.0,PF,6,6,260,0.477,0.522,0.235,0.495,0.861,0.558,0.336,0.159,103.0,98.0,67.0,93.0,111.0,99,136.0,40.0,
12.0,Gary Trent Jr.,23.0,SG,6,6,199,0.378,0.419,0.333,0.457,0.895,0.509,0.232,0.476,82.0,79.0,94.0,86.0,116.0,90,93.0,119.0,
13.0,Fred VanVleet,27.0,PG,4,4,140,0.352,0.389,0.333,0.463,0.833,0.486,0.111,0.667,76.0,73.0,94.0,87.0,108.0,86,45.0,167.0,
14.0,Yuta Watanabe,27.0,SF,4,0,10,0.333,0.4,0.0,0.333,,0.333,0.0,0.167,72.0,75.0,0.0,63.0,,59,0.0,42.0,
15.0,Thaddeus Young,33.0,PF,6,0,87,0.5,0.727,0.143,0.528,0.25,0.506,0.222,0.389,108.0,137.0,40.0,99.0,32.0,89,90.0,97.0,
,Team Totals,,,6,6,1466,0.446,0.536,0.299,0.503,0.794,0.542,0.244,0.382,97.0,101.0,85.0,95.0,102.0,96,97.0,96.0,
