Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Precious Achiuwa,22.0,C,73,28,1725,0.439,0.468,0.359,0.486,0.595,0.503,0.217,0.259,95.0,88.0,102.0,91.0,77.0,89.0,88.0,65.0,-55.2,-83.8,
2.0,OG Anunoby,24.0,SF,48,48,1728,0.443,0.511,0.363,0.526,0.754,0.549,0.169,0.455,96.0,96.0,103.0,99.0,97.0,97.0,68.0,114.0,-8.2,-25.8,
3.0,Dalano Banton,22.0,PG,64,1,696,0.411,0.464,0.255,0.443,0.591,0.463,0.218,0.252,89.0,87.0,72.0,83.0,76.0,82.0,88.0,63.0,-35.8,-45.6,
4.0,Scottie Barnes,20.0,PF,74,74,2617,0.492,0.543,0.301,0.524,0.735,0.552,0.231,0.207,107.0,102.0,85.0,98.0,95.0,98.0,93.0,52.0,-15.1,-28.1,ROY-1
5.0,Khem Birch,29.0,C,55,28,991,0.485,0.522,0.0,0.485,0.746,0.534,0.355,0.07,105.0,98.0,0.0,91.0,96.0,94.0,143.0,18.0,-18.7,-14.8,
6.0,Isaac Bonga,22.0,SF,15,0,69,0.231,0.222,0.25,0.269,0.625,0.363,0.615,0.308,50.0,42.0,71.0,51.0,81.0,64.0,248.0,77.0,-6.8,-6.7,
7.0,Chris Boucher,29.0,SF,80,9,1690,0.464,0.575,0.297,0.523,0.777,0.57,0.334,0.397,101.0,108.0,84.0,98.0,100.0,101.0,135.0,99.0,-9.6,4.7,
8.0,Armoni Brooks,23.0,PG,13,3,154,0.289,0.5,0.278,0.421,1.0,0.437,0.053,0.947,63.0,94.0,79.0,79.0,129.0,77.0,21.0,237.0,-8.4,-10.0,
9.0,Justin Champagnie,20.0,SF,36,0,281,0.463,0.538,0.357,0.537,1.0,0.571,0.134,0.418,100.0,101.0,101.0,101.0,129.0,101.0,54.0,105.0,0.8,0.7,
10.0,Sam Dekker,27.0,PF,1,0,1,,,,,,,,,,,,,,,,,0.0,0.0,
11.0,Goran Dragić,35.0,PG,5,2,90,0.382,0.45,0.286,0.441,1.0,0.521,0.294,0.412,83.0,84.0,81.0,83.0,129.0,92.0,119.0,103.0,-6.2,-3.5,
12.0,Malachi Flynn,23.0,PG,44,5,537,0.393,0.452,0.333,0.475,0.625,0.488,0.131,0.492,85.0,85.0,94.0,89.0,81.0,86.0,53.0,123.0,-20.6,-30.1,
13.0,David Johnson,20.0,SG,2,0,2,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,250.0,-1.1,-1.1,
14.0,Juwan Morgan,24.0,PF,1,0,27,0.667,1.0,0.5,0.833,,0.833,0.0,0.667,145.0,188.0,141.0,157.0,,147.0,0.0,167.0,1.8,1.6,
15.0,Svi Mykhailiuk,24.0,SF,56,5,716,0.389,0.5,0.306,0.476,0.865,0.509,0.158,0.573,84.0,94.0,87.0,90.0,112.0,90.0,64.0,143.0,-25.8,-28.3,
16.0,Daniel Oturu,22.0,C,3,0,27,0.5,0.6,0.0,0.5,0.6,0.549,0.833,0.167,108.0,113.0,0.0,94.0,77.0,97.0,336.0,42.0,-0.4,-0.3,
17.0,Pascal Siakam,27.0,PF,68,68,2578,0.494,0.527,0.344,0.525,0.749,0.565,0.314,0.181,107.0,99.0,97.0,99.0,97.0,100.0,127.0,45.0,-16.5,-4.1,NBA3
18.0,Gary Trent Jr.,23.0,SG,70,69,2448,0.414,0.445,0.383,0.511,0.853,0.546,0.188,0.502,90.0,84.0,108.0,96.0,110.0,96.0,76.0,126.0,-45.8,-48.0,
19.0,Fred VanVleet,27.0,PG,65,65,2462,0.403,0.44,0.377,0.513,0.874,0.552,0.202,0.585,87.0,83.0,107.0,97.0,113.0,98.0,82.0,147.0,-40.5,-32.4,AS
20.0,Yuta Watanabe,27.0,SF,38,4,445,0.406,0.492,0.342,0.504,0.6,0.524,0.29,0.572,88.0,92.0,97.0,95.0,77.0,93.0,117.0,143.0,-7.7,-13.1,
21.0,Tremont Waters,24.0,PG,2,0,42,0.25,0.333,0.222,0.333,,0.333,0.0,0.75,54.0,63.0,63.0,63.0,,59.0,0.0,188.0,-4.8,-5.6,
22.0,D.J. Wilson,25.0,PF,4,1,54,0.733,0.846,0.0,0.733,0.8,0.773,0.667,0.133,159.0,159.0,0.0,138.0,103.0,137.0,269.0,33.0,6.0,8.0,
23.0,Thaddeus Young,33.0,PF,26,0,475,0.465,0.495,0.395,0.524,0.481,0.526,0.188,0.299,101.0,93.0,112.0,99.0,62.0,93.0,76.0,75.0,-2.1,-12.5,
,Team Totals,,,82,82,19855,0.445,0.503,0.349,0.51,0.759,0.543,0.234,0.375,96.0,94.0,99.0,96.0,98.0,96.0,94.0,94.0,-320.7,-378.8,
