Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Pascal Siakam,27.0,PF,6,6,260,19.7,0.558,0.159,0.336,3.5,18.3,10.2,22.9,1.4,2.5,9.6,24.2,0.5,0.0,0.5,0.098,2.3,0.7,3.0,0.3,
2.0,OG Anunoby,24.0,SF,6,6,217,15.2,0.584,0.5,0.195,3.6,10.7,6.8,11.4,1.5,0.5,10.1,21.2,0.3,-0.1,0.2,0.051,1.2,-0.4,0.8,0.1,
3.0,Gary Trent Jr.,23.0,SG,6,6,199,12.4,0.509,0.476,0.232,0.6,6.2,3.1,6.4,1.6,1.6,3.2,21.8,0.1,-0.1,0.1,0.014,-0.7,-0.7,-1.4,0.0,
4.0,Precious Achiuwa,22.0,C,6,1,167,10.9,0.541,0.308,0.192,5.4,17.1,10.7,5.7,0.3,3.3,13.8,18.2,0.0,0.0,0.0,-0.014,-2.4,-1.0,-3.3,-0.1,
5.0,Fred VanVleet,27.0,PG,4,4,140,15.7,0.486,0.667,0.111,1.6,9.7,5.3,27.5,2.6,3.1,6.6,20.1,0.1,0.0,0.2,0.06,2.6,0.9,3.5,0.2,
6.0,Scottie Barnes,20.0,PF,4,3,133,16.8,0.52,0.286,0.381,5.9,29.7,16.7,19.7,1.6,0.8,9.3,18.9,0.2,0.0,0.2,0.082,0.7,1.0,1.7,0.1,
7.0,Chris Boucher,29.0,SF,6,0,130,24.5,0.722,0.357,0.238,10.4,24.1,16.6,1.3,0.4,5.9,4.1,17.3,0.5,0.0,0.6,0.209,4.8,0.4,5.3,0.2,
8.0,Thaddeus Young,33.0,PF,6,0,87,14.3,0.506,0.389,0.222,9.0,17.2,12.7,16.9,3.0,1.3,13.2,12.1,0.1,0.0,0.1,0.067,-0.6,2.3,1.7,0.1,
9.0,Khem Birch,29.0,C,6,4,63,8.1,0.563,0.25,0.0,7.1,10.8,8.8,7.2,0.8,1.7,15.8,14.0,0.0,0.0,0.0,0.003,-5.1,-0.1,-5.2,0.0,
10.0,Malachi Flynn,23.0,PG,6,0,36,-5.7,0.0,0.429,0.0,6.2,3.8,5.1,10.6,1.5,0.0,12.5,10.3,-0.1,0.0,-0.2,-0.219,-11.5,-2.9,-14.4,-0.1,
11.0,Yuta Watanabe,27.0,SF,4,0,10,-5.7,0.333,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,32.5,-0.1,0.0,-0.1,-0.419,-11.0,-9.0,-19.9,0.0,
12.0,Dalano Banton,22.0,PG,4,0,8,46.9,0.754,0.0,3.0,28.1,0.0,15.4,23.4,6.6,0.0,17.7,32.7,0.1,0.0,0.1,0.373,16.8,4.6,21.4,0.0,
13.0,Armoni Brooks,23.0,PG,4,0,8,-18.9,0.0,1.0,0.0,0.0,34.1,15.4,0.0,0.0,0.0,0.0,23.2,-0.1,0.0,-0.1,-0.577,-20.8,-9.5,-30.3,-0.1,
14.0,Svi Mykhailiuk,24.0,SF,3,0,5,-9.0,0.205,1.0,0.5,0.0,27.3,12.3,0.0,0.0,0.0,0.0,22.6,0.0,0.0,0.0,-0.307,-16.4,-5.0,-21.4,0.0,
15.0,Isaac Bonga,22.0,SF,1,0,3,30.3,1.136,,,0.0,45.4,20.5,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.551,-0.1,4.4,4.3,0.0,
,Team Totals,,,6,6,1466,,0.542,0.382,0.244,,,,,,,,,1.7,-0.1,1.6,0.052,0.3,0.0,0.3,0.8,
