Rk,Unnamed: 1,Salary
1,Pascal Siakam,"$30,559,200"
2,Kyle Lowry,"$30,500,000"
3,Fred VanVleet,"$21,250,000"
4,Rodney Hood,"$10,047,450"
5,Aron Baynes,"$7,000,000"
6,Chris Boucher,"$6,500,000"
7,Patrick McCaw,"$4,000,000"
8,OG Anunoby,"$3,872,215"
9,Stanley Johnson,"$3,804,150"
10,Alex Len,"$2,258,000"
11,Malachi Flynn,"$1,950,600"
12,DeAndre' Bembry,"$1,737,145"
13,Gary Trent,"$1,663,861"
14,Paul Watson,"$1,445,697"
15,Khem Birch,"$410,691"
16,Yuta Watanabe,"$321,893"
17,Oshae Brissett,"$300,000"
18,Freddie Gillespie,"$239,959"
19,Henry Ellenson,"$160,998"
20,Donta Hall,"$99,020"
21,Jalen Harris,$0
