Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Fred VanVleet,30,7,7,280,7.4,17.2,0.43,5.0,11.5,0.435,2.4,5.7,0.419,0.575,4.4,4.4,1.0,0.6,4.8,5.4,5.7,1.3,0.4,2.4,3.0,24.2,129,116,
2,Alperen Şengün,22,7,7,256,11.9,26.5,0.45,0.6,1.6,0.375,11.3,24.9,0.455,0.462,5.1,8.1,0.625,4.2,12.5,16.8,7.5,2.6,0.6,3.0,5.3,29.5,111,107,
3,Amen Thompson,22,7,7,231,9.4,19.0,0.494,0.2,0.9,0.25,9.2,18.1,0.506,0.5,5.6,8.1,0.694,4.3,6.5,10.8,5.2,2.7,1.3,2.7,4.0,24.6,118,110,
4,Jalen Green,22,7,7,219,7.6,20.3,0.372,3.1,10.4,0.295,4.5,9.9,0.452,0.448,3.8,5.7,0.667,0.7,8.3,9.0,4.7,0.9,0.5,2.4,1.4,22.0,104,114,
5,Dillon Brooks,29,7,7,206,7.0,15.8,0.444,2.5,7.3,0.345,4.5,8.5,0.529,0.524,5.0,6.0,0.833,2.3,3.3,5.5,2.3,1.3,0.5,2.3,6.8,21.6,119,117,
6,Steven Adams,31,7,0,155,4.0,6.7,0.6,0.0,0.0,,4.0,6.7,0.6,0.6,5.3,10.0,0.533,7.7,7.7,15.4,1.3,1.0,2.7,1.7,2.3,13.4,130,112,
7,Jabari Smith Jr.,21,7,0,143,6.2,12.3,0.5,3.6,8.0,0.455,2.5,4.3,0.583,0.647,2.9,3.6,0.8,2.5,7.2,9.8,1.4,0.4,1.8,3.6,2.2,18.8,115,115,
8,Tari Eason,23,7,0,132,8.2,17.2,0.477,2.7,7.4,0.368,5.5,9.8,0.56,0.557,1.6,3.1,0.5,2.7,9.0,11.8,2.0,3.1,2.7,3.9,5.1,20.8,102,106,
9,Aaron Holiday,28,3,0,27,7.7,19.2,0.4,3.8,9.6,0.4,3.8,9.6,0.4,0.5,3.8,7.7,0.5,1.9,1.9,3.8,5.7,0.0,0.0,1.9,5.7,23.0,114,121,
10,Reed Sheppard,20,3,0,10,0.0,10.3,0.0,0.0,10.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,5.2,5.2,5.2,10.3,5.2,5.2,5.2,0.0,21,88,
11,Jeff Green,38,3,0,5,10.3,31.0,0.333,10.3,10.3,1.0,0.0,20.7,0.0,0.5,0.0,0.0,,10.3,0.0,10.3,0.0,0.0,0.0,0.0,0.0,31.0,122,123,
12,Jock Landale,29,1,0,5,10.3,20.7,0.5,0.0,0.0,,10.3,20.7,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,107,123,
13,Cam Whitmore,20,3,0,5,0.0,20.7,0.0,0.0,10.3,0.0,0.0,10.3,0.0,0.0,0.0,0.0,,0.0,10.3,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0,116,
14,Jeenathan Williams,25,3,0,5,0.0,10.3,0.0,0.0,10.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.3,10.3,0.0,0,122,
