Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Jalen Green,22.0,82,82,2697,608,1437,0.423,234,661,0.354,374,776,0.482,0.505,273,336,0.813,45,332,377,282,71,27,203,127,1723,0,
2.0,Alperen Şengün,22.0,76,76,2395,567,1143,0.496,21,90,0.233,546,1053,0.519,0.505,296,428,0.692,262,524,786,372,84,61,194,209,1451,4,AS
3.0,Dillon Brooks,29.0,75,75,2388,384,895,0.429,186,469,0.397,198,426,0.465,0.533,99,121,0.818,75,200,275,128,60,16,76,242,1053,0,
4.0,Amen Thompson,22.0,69,42,2225,388,697,0.557,25,91,0.275,363,606,0.599,0.575,169,247,0.684,192,372,564,265,97,89,138,167,970,3,"DPOY-5,DEF1"
5.0,Fred VanVleet,30.0,60,60,2111,287,759,0.378,159,461,0.345,128,298,0.43,0.483,111,137,0.81,32,189,221,333,94,25,87,140,844,0,
6.0,Jabari Smith Jr.,21.0,57,39,1716,248,566,0.438,98,277,0.354,150,289,0.519,0.525,104,126,0.825,105,294,399,60,25,41,61,123,698,0,
7.0,Tari Eason,23.0,57,16,1420,272,559,0.487,63,184,0.342,209,375,0.557,0.543,79,104,0.76,128,234,362,83,97,50,65,136,686,0,
8.0,Cam Whitmore,20.0,51,3,827,179,403,0.444,65,183,0.355,114,220,0.518,0.525,54,72,0.75,36,115,151,49,31,13,46,44,477,0,
9.0,Steven Adams,31.0,58,3,794,91,167,0.545,0,2,0.0,91,165,0.552,0.545,43,93,0.462,166,161,327,66,22,28,54,60,225,0,
10.0,Aaron Holiday,28.0,62,3,792,117,268,0.437,72,181,0.398,45,87,0.517,0.571,34,41,0.829,13,65,78,83,19,11,37,64,340,0,
11.0,Reed Sheppard,20.0,52,3,654,84,239,0.351,48,142,0.338,36,97,0.371,0.452,13,16,0.813,16,62,78,75,35,17,37,53,229,0,
12.0,Jae'Sean Tate,29.0,52,2,588,70,148,0.473,16,46,0.348,54,102,0.529,0.527,32,47,0.681,50,67,117,47,26,7,22,82,188,0,
13.0,Jock Landale,29.0,42,3,500,81,152,0.533,11,26,0.423,70,126,0.556,0.569,27,40,0.675,56,81,137,37,13,10,21,49,200,0,
14.0,Jeff Green,38.0,32,3,396,61,121,0.504,29,79,0.367,32,42,0.762,0.624,21,26,0.808,11,47,58,20,6,4,9,32,172,0,
15.0,Jeenathan Williams,25.0,20,0,147,27,62,0.435,6,26,0.231,21,36,0.583,0.484,5,8,0.625,5,8,13,9,8,4,14,16,65,0,
16.0,N'Faly Dante,23.0,4,0,51,10,13,0.769,0,0,,10,13,0.769,0.769,4,5,0.8,6,15,21,2,1,5,2,9,24,0,
17.0,Jack McVeigh,28.0,9,0,43,5,17,0.294,4,13,0.308,1,4,0.25,0.412,0,0,,2,3,5,1,0,2,2,3,14,0,
18.0,David Roddy,23.0,3,0,35,5,13,0.385,1,7,0.143,4,6,0.667,0.423,2,4,0.5,0,5,5,2,0,1,1,1,13,0,
,Team Totals,,82,82,19779,3484,7659,0.455,1038,2938,0.353,2446,4721,0.518,0.523,1366,1851,0.738,1200,2774,3974,1914,689,411,1069,1557,9372,7,
