Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Fred VanVleet,30.0,PG,7,7,280,97,3,0,0,0,2.6,18.9,7,4,5,2,8,2,69,2,4,
2.0,Alperen Şengün,22.0,C,7,7,256,0,0,0,36,64,5.4,23.8,6,4,7,3,17,0,95,2,5,
3.0,Amen Thompson,22.0,SF,7,7,231,2,19,32,47,0,0.9,4.5,8,3,5,0,18,0,57,4,6,
4.0,Jalen Green,22.0,SG,7,7,219,15,85,0,0,0,3.8,12.7,5,3,4,1,9,0,47,2,8,
5.0,Dillon Brooks,29.0,SF,7,7,206,0,32,68,0,0,1.7,5.5,3,3,10,3,9,0,21,0,3,
6.0,Steven Adams,31.0,C,7,0,155,0,0,0,0,100,13.6,25.7,2,0,3,2,3,0,8,0,1,
7.0,Jabari Smith Jr.,21.0,PF,7,0,143,0,0,38,56,6,-2.1,-2.6,3,6,3,0,4,0,11,0,1,
8.0,Tari Eason,23.0,PF,7,0,132,0,15,48,38,0,-6.6,-10.0,3,4,7,2,1,0,11,0,3,
9.0,Aaron Holiday,28.0,PG,3,0,27,100,0,0,0,0,-26.8,-28.8,1,0,3,0,0,0,7,0,0,
10.0,Reed Sheppard,20.0,PG,3,0,10,0,100,0,0,0,-120.6,-124.4,1,0,1,0,0,0,3,0,0,
11.0,Jeff Green,38.0,PF,3,0,5,0,0,6,0,94,-133.3,-135.3,0,0,0,0,0,0,0,0,1,
12.0,Jock Landale,29.0,C,1,0,5,0,0,0,0,100,-109.1,-110.4,0,0,0,0,0,0,0,0,1,
13.0,Cam Whitmore,20.0,SF,3,0,5,0,6,0,94,0,-133.3,-135.3,0,0,0,0,0,0,0,0,1,
14.0,Jeenathan Williams,25.0,SG,3,0,5,0,0,100,0,0,-133.3,-135.2,1,0,0,0,0,0,0,0,0,
,Team Totals,,,7,7,1679,20,20,20,20,20,0.0,8.4,40,27,48,13,69,2,329,10,34,
