Rk,Unnamed: 1,Salary
1,Fred VanVleet,"$42,846,615"
2,Dillon Brooks,"$22,255,493"
3,Steven Adams,"$12,600,000"
4,Jalen Green,"$12,483,048"
5,Reed Sheppard,"$10,098,960"
6,Jabari Smith,"$9,770,880"
7,Amen Thompson,"$9,249,960"
8,Jeff Green,"$8,000,000"
9,Jock Landale,"$8,000,000"
10,Jae'Sean Tate,"$7,565,217"
11,Alperen Şengün,"$5,424,654"
12,Aaron Holiday,"$4,668,000"
13,Jaden Springer,"$4,018,363"
14,Tari Eason,"$3,695,160"
15,Cody Zeller,"$3,500,000"
16,Cam Whitmore,"$3,379,080"
17,Jeenathan Williams,"$515,881"
18,AJ Griffin,"$250,000"
19,Jeenathan Williams,
20,N'Faly Dante,
21,Jack McVeigh,
22,David Roddy,
