Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Fred VanVleet,30.0,PG,7,7,280,16.0,0.632,0.667,0.258,1.2,10.2,5.8,17.8,1.3,0.8,11.2,18.4,0.7,0.2,0.9,0.158,1.9,1.2,3.2,0.4,
2.0,Alperen Şengün,22.0,C,7,7,256,20.8,0.491,0.061,0.305,9.2,26.5,18.0,27.0,2.6,1.3,9.2,28.3,0.3,0.4,0.7,0.139,2.3,2.4,4.7,0.4,
3.0,Amen Thompson,22.0,SF,7,7,231,19.3,0.545,0.047,0.424,9.3,13.7,11.5,17.1,2.7,2.9,10.6,21.6,0.4,0.3,0.7,0.148,1.5,2.2,3.7,0.3,
4.0,Jalen Green,22.0,SG,7,7,219,11.6,0.482,0.512,0.279,1.5,17.5,9.6,14.8,0.9,1.0,9.4,21.5,0.0,0.2,0.2,0.045,-1.1,-0.5,-1.5,0.0,
5.0,Dillon Brooks,29.0,SF,7,7,206,11.7,0.585,0.46,0.381,4.9,6.9,5.9,6.9,1.3,1.1,10.9,17.7,0.3,0.1,0.4,0.1,-2.1,0.4,-1.7,0.0,
6.0,Steven Adams,31.0,C,7,0,155,16.2,0.602,0.0,1.5,16.7,16.2,16.5,3.8,1.0,5.7,13.1,10.9,0.3,0.2,0.5,0.146,0.5,0.3,0.8,0.1,
7.0,Jabari Smith Jr.,21.0,PF,7,0,143,12.6,0.677,0.647,0.294,5.5,15.3,10.5,4.3,0.4,3.9,20.7,15.0,0.1,0.1,0.3,0.085,0.1,0.8,1.0,0.1,
8.0,Tari Eason,23.0,PF,7,0,132,14.7,0.558,0.432,0.182,6.0,19.1,12.6,6.3,3.1,5.8,17.4,19.3,0.0,0.2,0.2,0.078,-0.8,3.1,2.3,0.1,
9.0,Aaron Holiday,28.0,PG,3,0,27,10.4,0.51,0.5,0.4,4.2,4.1,4.1,18.0,0.0,0.0,7.8,20.9,0.0,0.0,0.0,0.059,-2.2,-4.0,-6.2,0.0,
10.0,Reed Sheppard,20.0,PG,3,0,10,4.3,0.0,1.0,0.0,0.0,10.9,5.6,13.1,10.3,11.0,33.3,13.3,-0.1,0.0,0.0,-0.116,-7.8,9.1,1.3,0.0,
11.0,Jeff Green,38.0,PF,3,0,5,17.9,0.5,0.333,0.0,22.6,0.0,11.1,0.0,0.0,0.0,0.0,26.6,0.0,0.0,0.0,0.117,6.4,-7.1,-0.7,0.0,
12.0,Jock Landale,29.0,C,1,0,5,8.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0,0.007,-3.3,-6.2,-9.5,0.0,
13.0,Cam Whitmore,20.0,SF,3,0,5,-12.9,0.0,0.5,0.0,0.0,21.9,11.1,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0,-0.357,-14.0,-7.2,-21.2,0.0,
14.0,Jeenathan Williams,25.0,SG,3,0,5,-21.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.7,-0.1,0.0,-0.1,-0.493,-22.2,-7.7,-29.9,0.0,
,Team Totals,,,7,7,1679,,0.548,0.344,0.347,,,,,,,,,2.0,1.9,3.9,0.111,0.3,1.1,1.4,1.5,
