Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Fred VanVleet,30.0,7,7,280,40,93,0.43,27,62,0.435,13,31,0.419,0.575,24,24,1.0,3,26,29,31,7,2,13,16,131,0,
2.0,Alperen Şengün,22.0,7,7,256,59,131,0.45,3,8,0.375,56,123,0.455,0.462,25,40,0.625,21,62,83,37,13,3,15,26,146,0,
3.0,Amen Thompson,22.0,7,7,231,42,85,0.494,1,4,0.25,41,81,0.506,0.5,25,36,0.694,19,29,48,23,12,6,12,18,110,0,
4.0,Jalen Green,22.0,7,7,219,32,86,0.372,13,44,0.295,19,42,0.452,0.448,16,24,0.667,3,35,38,20,4,2,10,6,93,0,
5.0,Dillon Brooks,29.0,7,7,206,28,63,0.444,10,29,0.345,18,34,0.529,0.524,20,24,0.833,9,13,22,9,5,2,9,27,86,0,
6.0,Steven Adams,31.0,7,0,155,12,20,0.6,0,0,,12,20,0.6,0.6,16,30,0.533,23,23,46,4,3,8,5,7,40,0,
7.0,Jabari Smith Jr.,21.0,7,0,143,17,34,0.5,10,22,0.455,7,12,0.583,0.647,8,10,0.8,7,20,27,4,1,5,10,6,52,0,
8.0,Tari Eason,23.0,7,0,132,21,44,0.477,7,19,0.368,14,25,0.56,0.557,4,8,0.5,7,23,30,5,8,7,10,13,53,0,
9.0,Aaron Holiday,28.0,3,0,27,4,10,0.4,2,5,0.4,2,5,0.4,0.5,2,4,0.5,1,1,2,3,0,0,1,3,12,0,
10.0,Reed Sheppard,20.0,3,0,10,0,2,0.0,0,2,0.0,0,0,,0.0,0,0,,0,1,1,1,2,1,1,1,0,0,
11.0,Jeff Green,38.0,3,0,5,1,3,0.333,1,1,1.0,0,2,0.0,0.5,0,0,,1,0,1,0,0,0,0,0,3,0,
12.0,Jock Landale,29.0,1,0,5,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,0,0,0,0,0,0,0,2,0,
13.0,Cam Whitmore,20.0,3,0,5,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,,0,1,1,0,0,0,0,0,0,0,
14.0,Jeenathan Williams,25.0,3,0,5,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,0,0,0,0,0,1,1,0,0,
,Team Totals,,7,7,1679,257,576,0.446,74,198,0.374,183,378,0.484,0.51,140,200,0.7,94,234,328,137,55,36,87,124,728,0,
