Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Fred VanVleet,30.0,PG,7,7,280,0.43,21.9,0.333,0.032,0.097,0.129,0.075,0.667,0.419,0.667,0.222,0.5,0.429,0.435,0.154,0.704,0.0,0,0.129,0.375,1,0,
2.0,Alperen Şengün,22.0,C,7,7,256,0.45,8.3,0.939,0.191,0.481,0.221,0.046,0.061,0.455,0.64,0.444,0.345,0.333,0.375,0.464,0.667,0.084,10,0.25,0.5,0,0,
3.0,Amen Thompson,22.0,SF,7,7,231,0.494,8.0,0.953,0.247,0.459,0.2,0.047,0.047,0.506,0.857,0.385,0.471,0.0,0.25,0.415,0.0,0.153,10,0.25,0.0,1,0,
4.0,Jalen Green,22.0,SG,7,7,219,0.372,16.3,0.488,0.151,0.221,0.105,0.012,0.512,0.452,0.769,0.368,0.222,0.0,0.295,0.474,0.462,0.047,4,0.182,0.125,0,0,
5.0,Dillon Brooks,29.0,SF,7,7,206,0.444,16.5,0.54,0.127,0.175,0.159,0.079,0.46,0.529,0.125,0.545,0.7,0.8,0.345,0.333,0.9,0.0,0,0.379,0.182,0,0,
6.0,Steven Adams,31.0,C,7,0,155,0.6,2.7,1.0,0.65,0.3,0.05,0.0,0.0,0.6,0.692,0.5,0.0,,,0.5,,0.2,4,,,0,0,
7.0,Jabari Smith Jr.,21.0,PF,7,0,143,0.5,19.6,0.353,0.029,0.118,0.176,0.029,0.647,0.583,1.0,0.75,0.5,0.0,0.455,1.0,1.0,0.0,0,0.455,0.5,0,0,
8.0,Tari Eason,23.0,PF,7,0,132,0.477,13.1,0.568,0.318,0.159,0.068,0.023,0.432,0.56,0.714,0.429,0.333,0.0,0.368,0.5,1.0,0.068,2,0.526,0.3,0,0,
9.0,Aaron Holiday,28.0,PG,3,0,27,0.4,25.5,0.5,0.1,0.0,0.3,0.1,0.5,0.4,0.0,,0.667,0.0,0.4,0.5,0.5,0.0,0,0.0,,2,0,
10.0,Reed Sheppard,20.0,PG,3,0,10,0.0,26.6,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0,0.0,,0,0,
11.0,Jeff Green,38.0,PF,3,0,5,0.333,10.9,0.667,0.0,0.667,0.0,0.0,0.333,0.0,,0.0,,,1.0,,1.0,0.0,0,1.0,1.0,0,0,
12.0,Jock Landale,29.0,C,1,0,5,0.5,11.1,1.0,0.0,0.5,0.0,0.5,0.0,0.5,,1.0,,0.0,,1.0,,0.0,0,,,0,0,
13.0,Cam Whitmore,20.0,SF,3,0,5,0.0,15.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,,0.0,,,0.0,,,0.5,0,0.0,,0,0,
14.0,Jeenathan Williams,25.0,SG,3,0,5,0.0,23.9,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0,1.0,0.0,0,0,
,Team Totals,,,7,7,1679,0.446,15.7,0.656,0.172,0.281,0.156,0.047,0.344,0.484,0.677,0.42,0.433,0.333,0.374,0.448,0.743,0.063,30,0.263,0.308,4,0,
