Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Fred VanVleet,30,PG,7,7,280,5.1,12.0,0.43,3.5,8.0,0.435,1.7,4.0,0.419,0.575,3.1,3.1,1.0,0.4,3.3,3.7,4.0,0.9,0.3,1.7,2.1,16.8,
2,Alperen Şengün,22,C,7,7,256,8.3,18.4,0.45,0.4,1.1,0.375,7.9,17.3,0.455,0.462,3.5,5.6,0.625,3.0,8.7,11.7,5.2,1.8,0.4,2.1,3.7,20.5,
3,Amen Thompson,22,SF,7,7,231,6.5,13.2,0.494,0.2,0.6,0.25,6.4,12.6,0.506,0.5,3.9,5.6,0.694,3.0,4.5,7.5,3.6,1.9,0.9,1.9,2.8,17.1,
4,Jalen Green,22,SG,7,7,219,5.3,14.1,0.372,2.1,7.2,0.295,3.1,6.9,0.452,0.448,2.6,3.9,0.667,0.5,5.8,6.2,3.3,0.7,0.3,1.6,1.0,15.3,
5,Dillon Brooks,29,SF,7,7,206,4.9,11.0,0.444,1.7,5.1,0.345,3.1,5.9,0.529,0.524,3.5,4.2,0.833,1.6,2.3,3.8,1.6,0.9,0.3,1.6,4.7,15.0,
6,Steven Adams,31,C,7,0,155,2.8,4.6,0.6,0.0,0.0,,2.8,4.6,0.6,0.6,3.7,7.0,0.533,5.3,5.3,10.7,0.9,0.7,1.9,1.2,1.6,9.3,
7,Jabari Smith Jr.,21,PF,7,0,143,4.3,8.6,0.5,2.5,5.5,0.455,1.8,3.0,0.583,0.647,2.0,2.5,0.8,1.8,5.0,6.8,1.0,0.3,1.3,2.5,1.5,13.1,
8,Tari Eason,23,PF,7,0,132,5.7,12.0,0.477,1.9,5.2,0.368,3.8,6.8,0.56,0.557,1.1,2.2,0.5,1.9,6.3,8.2,1.4,2.2,1.9,2.7,3.5,14.5,
9,Aaron Holiday,28,PG,3,0,27,5.3,13.3,0.4,2.7,6.7,0.4,2.7,6.7,0.4,0.5,2.7,5.3,0.5,1.3,1.3,2.7,4.0,0.0,0.0,1.3,4.0,16.0,
10,Reed Sheppard,20,PG,3,0,10,0.0,7.2,0.0,0.0,7.2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,3.6,3.6,3.6,7.2,3.6,3.6,3.6,0.0,
11,Jeff Green,38,PF,3,0,5,7.2,21.6,0.333,7.2,7.2,1.0,0.0,14.4,0.0,0.5,0.0,0.0,,7.2,0.0,7.2,0.0,0.0,0.0,0.0,0.0,21.6,
12,Jock Landale,29,C,1,0,5,7.2,14.4,0.5,0.0,0.0,,7.2,14.4,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,
13,Cam Whitmore,20,SF,3,0,5,0.0,14.4,0.0,0.0,7.2,0.0,0.0,7.2,0.0,0.0,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,
14,Jeenathan Williams,25,SG,3,0,5,0.0,7.2,0.0,0.0,7.2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,0.0,
