Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Anthony Davis,30.0,C,5,5,208,0.634,0.67,0.0,0.634,0.808,0.665,0.28,0.054,134,123,0.0,116,103.0,115,114,14,
2.0,Spencer Dinwiddie,30.0,PG,5,0,73,0.357,0.5,0.25,0.429,0.5,0.451,0.429,0.571,75,92,68.0,78,64.0,78,175,145,
3.0,Rui Hachimura,25.0,PF,5,5,152,0.395,0.417,0.357,0.461,0.5,0.47,0.211,0.368,83,76,98.0,84,64.0,81,86,93,
4.0,Jaxson Hayes,23.0,C,4,0,24,0.0,0.0,,0.0,0.5,0.174,1.0,0.0,0,0,,0,64.0,30,409,0,
5.0,LeBron James,39.0,PF,5,5,204,0.566,0.63,0.385,0.616,0.739,0.637,0.232,0.263,119,116,105.0,113,94.0,110,95,67,
6.0,Taurean Prince,29.0,PF,5,0,111,0.414,0.583,0.294,0.5,1.0,0.569,0.276,0.586,87,107,80.0,91,128.0,98,113,148,
7.0,Austin Reaves,25.0,SG,5,5,174,0.476,0.622,0.269,0.532,0.895,0.589,0.302,0.413,100,114,74.0,97,114.0,101,123,105,
8.0,D'Angelo Russell,27.0,PG,5,5,185,0.384,0.483,0.318,0.479,0.5,0.481,0.027,0.603,81,89,87.0,88,64.0,83,11,153,
9.0,Gabe Vincent,27.0,PG,5,0,69,0.25,0.4,0.143,0.292,,0.292,0.0,0.583,53,73,39.0,53,,50,0,148,
,Team Totals,,,5,5,1200,0.492,0.594,0.299,0.544,0.766,0.573,0.222,0.348,104,109,82.0,99,98.0,99,91,88,
