Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Oshae Brissett,25.0,SF,10,0,55,0.545,0.444,1.0,0.636,0.5,0.627,0.364,0.182,115,82,273.0,116,64.0,108,149,46,
2.0,Jaylen Brown,27.0,SF,19,19,707,0.516,0.607,0.327,0.569,0.66,0.591,0.304,0.324,109,111,89.0,104,84.0,102,124,82,Finals MVP-1
3.0,Sam Hauser,26.0,SF,19,0,283,0.429,0.692,0.38,0.589,1.0,0.601,0.048,0.845,90,127,104.0,108,128.0,104,19,214,
4.0,Jrue Holiday,33.0,PG,19,19,720,0.503,0.585,0.402,0.593,0.955,0.617,0.114,0.451,106,107,110.0,109,122.0,106,47,114,
5.0,Al Horford,37.0,C,19,15,575,0.478,0.721,0.368,0.605,0.636,0.609,0.08,0.688,101,132,101.0,111,81.0,105,33,174,
6.0,Luke Kornet,28.0,C,13,0,133,0.667,0.667,,0.667,0.846,0.73,0.619,0.0,141,122,,122,108.0,126,253,0,
7.0,Svi Mykhailiuk,26.0,SF,8,0,32,0.25,0.333,0.222,0.333,,0.333,0.0,0.75,53,61,61.0,61,,57,0,190,
8.0,Kristaps Porziņģis,28.0,C,7,4,165,0.467,0.581,0.345,0.55,0.909,0.617,0.367,0.483,98,106,94.0,101,116.0,106,150,122,
9.0,Payton Pritchard,26.0,PG,19,0,355,0.419,0.467,0.383,0.529,0.917,0.553,0.114,0.571,88,86,105.0,97,117.0,95,47,145,
10.0,Neemias Queta,24.0,C,3,0,13,0.667,0.667,,0.667,,0.667,0.0,0.0,141,122,,122,,115,0,0,
11.0,Jaden Springer,21.0,SG,4,0,22,0.667,0.667,,0.667,,0.667,0.0,0.0,141,122,,122,,115,0,0,
12.0,Jayson Tatum,25.0,PF,19,19,768,0.427,0.513,0.283,0.48,0.861,0.549,0.368,0.371,90,94,77.0,88,110.0,95,151,94,
13.0,Xavier Tillman Sr.,25.0,PF,8,0,69,0.625,0.571,1.0,0.688,1.0,0.711,0.125,0.125,132,105,273.0,126,128.0,123,51,32,
14.0,Jordan Walsh,19.0,SF,3,0,11,0.333,0.5,0.0,0.333,,0.333,0.0,0.333,70,92,0.0,61,,57,0,84,
15.0,Derrick White,29.0,SG,19,19,676,0.452,0.55,0.404,0.587,0.921,0.617,0.158,0.668,95,101,110.0,107,117.0,106,65,169,
,Team Totals,,,19,19,4584,0.469,0.569,0.36,0.555,0.812,0.589,0.23,0.48,99,104,98.0,102,104.0,102,94,121,
