Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Jayson Tatum,25.0,19,19,768,159,372,0.427,39,138,0.283,120,234,0.513,0.48,118,137,0.861,17,167,184,119,20,13,50,54,475,1,
2.0,Jrue Holiday,33.0,19,19,720,97,193,0.503,35,87,0.402,62,106,0.585,0.593,21,22,0.955,37,79,116,83,21,12,29,40,250,0,
3.0,Jaylen Brown,27.0,19,19,707,175,339,0.516,36,110,0.327,139,229,0.607,0.569,68,103,0.66,22,91,113,62,23,12,51,51,454,0,Finals MVP-1
4.0,Derrick White,29.0,19,19,676,109,241,0.452,65,161,0.404,44,80,0.55,0.587,35,38,0.921,19,62,81,77,18,23,16,44,318,0,
5.0,Al Horford,37.0,19,15,575,66,138,0.478,35,95,0.368,31,43,0.721,0.605,7,11,0.636,35,98,133,40,15,16,12,28,174,0,
6.0,Payton Pritchard,26.0,19,0,355,44,105,0.419,23,60,0.383,21,45,0.467,0.529,11,12,0.917,14,23,37,40,4,0,14,22,122,0,
7.0,Sam Hauser,26.0,19,0,283,36,84,0.429,27,71,0.38,9,13,0.692,0.589,4,4,1.0,8,33,41,11,5,3,3,20,103,0,
8.0,Kristaps Porziņģis,28.0,7,4,165,28,60,0.467,10,29,0.345,18,31,0.581,0.55,20,22,0.909,4,27,31,8,5,11,5,15,86,0,
9.0,Luke Kornet,28.0,13,0,133,14,21,0.667,0,0,,14,21,0.667,0.667,11,13,0.846,19,22,41,7,1,5,6,11,39,0,
10.0,Xavier Tillman Sr.,25.0,8,0,69,5,8,0.625,1,1,1.0,4,7,0.571,0.688,1,1,1.0,4,10,14,3,3,3,3,7,12,0,
11.0,Oshae Brissett,25.0,10,0,55,6,11,0.545,2,2,1.0,4,9,0.444,0.636,2,4,0.5,3,11,14,0,3,2,1,2,16,0,
12.0,Svi Mykhailiuk,26.0,8,0,32,3,12,0.25,2,9,0.222,1,3,0.333,0.333,0,0,,1,4,5,1,1,0,2,3,8,0,
13.0,Jaden Springer,21.0,4,0,22,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,0,3,3,1,0,1,2,1,4,0,
14.0,Neemias Queta,24.0,3,0,13,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,1,2,3,0,0,1,0,0,4,0,
15.0,Jordan Walsh,19.0,3,0,11,1,3,0.333,0,1,0.0,1,2,0.5,0.333,0,0,,0,2,2,0,0,0,0,0,2,0,
,Team Totals,,19,19,4584,747,1593,0.469,275,764,0.36,472,829,0.569,0.555,298,367,0.812,184,634,818,452,119,102,194,298,2067,1,
