Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Dalano Banton,24.0,PG,24,1,171,0.373,0.486,0.125,0.392,0.8,0.468,0.392,0.314,79,89,34.0,72,102.0,81,161,79,-15.7,-13.4,
2.0,Oshae Brissett,25.0,SF,55,1,630,0.444,0.541,0.273,0.493,0.602,0.53,0.542,0.359,94,99,75.0,90,77.0,91,222,91,-16.2,-18.8,
3.0,Jaylen Brown,27.0,SF,70,70,2343,0.499,0.57,0.354,0.557,0.703,0.58,0.239,0.326,105,104,97.0,102,90.0,100,98,83,26.1,-0.1,AS
4.0,JD Davison,21.0,SG,8,0,39,0.417,0.4,0.429,0.542,0.75,0.581,0.333,0.583,88,73,117.0,99,96.0,100,136,148,-0.1,0.0,
5.0,Sam Hauser,26.0,SF,79,13,1741,0.446,0.559,0.424,0.623,0.895,0.629,0.034,0.833,94,103,116.0,114,114.0,108,14,211,85.1,55.0,
6.0,Jrue Holiday,33.0,PG,69,69,2263,0.48,0.526,0.429,0.581,0.833,0.597,0.104,0.467,101,96,117.0,106,106.0,103,43,118,46.9,24.0,"DPOY-6,DEF2"
7.0,Al Horford,37.0,C,65,33,1740,0.511,0.658,0.419,0.64,0.867,0.65,0.072,0.616,108,121,114.0,117,111.0,112,29,156,78.0,60.7,
8.0,Luke Kornet,28.0,C,63,7,983,0.7,0.698,1.0,0.702,0.907,0.736,0.266,0.005,147,128,273.0,128,116.0,127,109,1,63.1,71.0,
9.0,Svi Mykhailiuk,26.0,SF,41,2,413,0.416,0.517,0.389,0.569,0.667,0.575,0.066,0.788,88,95,106.0,104,85.0,99,27,200,6.2,-1.5,
10.0,Drew Peterson,24.0,PF,3,0,23,0.667,1.0,0.6,0.917,,0.917,0.0,0.833,141,183,164.0,168,,158,0,211,4.4,4.0,
11.0,Kristaps Porziņģis,28.0,C,57,57,1690,0.516,0.606,0.375,0.589,0.858,0.647,0.402,0.39,109,111,103.0,108,109.0,112,164,99,64.0,118.6,
12.0,Payton Pritchard,26.0,PG,82,5,1825,0.468,0.593,0.385,0.583,0.821,0.597,0.088,0.602,99,109,105.0,107,105.0,103,36,152,46.9,21.8,
13.0,Neemias Queta,24.0,C,28,0,333,0.644,0.644,,0.644,0.714,0.662,0.269,0.0,136,118,,118,91.0,114,110,0,20.3,19.1,
14.0,Jaden Springer,21.0,SG,17,1,130,0.433,0.579,0.182,0.467,0.875,0.522,0.267,0.367,91,106,50.0,85,112.0,90,109,93,-4.8,-3.9,
15.0,Lamar Stevens,26.0,PF,19,1,122,0.467,0.486,0.375,0.5,0.727,0.532,0.244,0.178,98,89,103.0,91,93.0,92,100,45,-4.2,-4.8,
16.0,Jayson Tatum,25.0,PF,74,74,2645,0.471,0.542,0.376,0.552,0.833,0.604,0.349,0.427,99,99,103.0,101,106.0,104,143,108,14.3,79.2,"MVP-6,CPOY-9,AS,NBA1"
17.0,Xavier Tillman Sr.,25.0,PF,20,2,274,0.515,0.684,0.286,0.576,0.571,0.579,0.106,0.424,109,125,78.0,105,73.0,100,43,107,3.9,-0.1,
18.0,Jordan Walsh,19.0,SF,9,1,83,0.4,0.667,0.222,0.467,0.5,0.472,0.133,0.6,84,122,61.0,85,64.0,81,55,152,-2.4,-3.4,
19.0,Derrick White,29.0,SG,73,73,2381,0.461,0.555,0.396,0.578,0.901,0.611,0.181,0.59,97,102,108.0,106,115.0,105,74,149,52.9,56.2,"DPOY-8,DEF2"
,Team Totals,,,82,82,19829,0.487,0.575,0.388,0.578,0.807,0.609,0.224,0.471,103,105,106.0,106,103.0,105,92,119,468.7,463.6,
