Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Kentavious Caldwell-Pope,29.0,SG,76,76,2381,0.462,17.3,0.495,0.136,0.114,0.081,0.155,0.505,0.502,0.686,0.403,0.431,0.449,0.423,0.828,0.926,0.024,12,0.411,0.405,1,0,
2.0,Nikola Jokić,27.0,C,69,69,2323,0.632,8.6,0.854,0.303,0.414,0.092,0.038,0.146,0.675,0.784,0.643,0.5,0.59,0.383,0.603,0.825,0.022,21,0.027,0.25,2,0,"MVP-2,CPOY-13,AS,NBA2"
3.0,Bruce Brown,26.0,SF,80,31,2280,0.483,12.0,0.657,0.262,0.266,0.086,0.032,0.343,0.548,0.809,0.391,0.391,0.25,0.358,0.551,0.923,0.076,50,0.382,0.392,1,0,
4.0,Jamal Murray,25.0,PG,65,65,2133,0.454,16.2,0.585,0.144,0.161,0.134,0.142,0.415,0.494,0.667,0.44,0.46,0.399,0.398,0.326,0.587,0.018,17,0.12,0.5,8,0,
5.0,Aaron Gordon,27.0,PF,68,68,2055,0.564,8.8,0.773,0.481,0.18,0.063,0.035,0.227,0.628,0.779,0.394,0.292,0.333,0.347,0.618,0.733,0.26,178,0.312,0.259,4,0,
6.0,Michael Porter Jr.,24.0,SF,62,62,1798,0.487,17.7,0.444,0.165,0.103,0.061,0.109,0.556,0.579,0.807,0.429,0.44,0.449,0.414,0.752,0.904,0.051,39,0.185,0.524,2,0,
7.0,Christian Braun,21.0,SG,76,6,1181,0.495,11.4,0.668,0.36,0.239,0.028,0.042,0.332,0.565,0.721,0.42,0.375,0.167,0.354,0.67,0.941,0.114,30,0.417,0.4,0,0,
8.0,Jeff Green,36.0,PF,56,4,1091,0.488,11.5,0.683,0.302,0.271,0.067,0.034,0.317,0.58,0.768,0.427,0.409,0.364,0.288,0.785,0.9,0.146,43,0.365,0.421,2,0,
9.0,Vlatko Čančar,25.0,PF,60,9,889,0.476,15.3,0.493,0.233,0.22,0.035,0.004,0.507,0.58,0.717,0.48,0.25,1.0,0.374,0.662,0.977,0.026,4,0.33,0.421,4,1,
10.0,Bones Hyland,22.0,PG,42,1,820,0.399,17.7,0.445,0.147,0.18,0.081,0.037,0.555,0.425,0.641,0.321,0.257,0.438,0.378,0.305,0.549,0.007,2,0.12,0.483,0,0,
11.0,Zeke Nnaji,22.0,PF,53,5,728,0.561,9.9,0.668,0.52,0.138,0.0,0.01,0.332,0.71,0.794,0.407,,0.5,0.262,0.72,1.0,0.168,32,0.369,0.25,2,0,
12.0,DeAndre Jordan,34.0,C,39,8,586,0.765,2.2,0.991,0.8,0.174,0.009,0.009,0.009,0.763,0.837,0.45,1.0,0.0,1.0,0.759,1.0,0.565,60,0.0,,0,0,
13.0,Ish Smith,34.0,PG,43,0,398,0.397,13.4,0.908,0.115,0.16,0.275,0.359,0.092,0.42,0.533,0.524,0.333,0.404,0.167,0.26,1.0,0.0,0,0.167,0.0,0,0,
14.0,Reggie Jackson,32.0,PG,16,2,319,0.383,16.8,0.469,0.07,0.164,0.086,0.094,0.531,0.5,0.778,0.571,0.273,0.5,0.279,0.267,0.684,0.008,1,0.338,0.304,1,1,
15.0,Davon Reed,27.0,SG,35,1,315,0.313,18.6,0.45,0.088,0.138,0.1,0.125,0.55,0.25,0.286,0.182,0.125,0.4,0.364,0.333,0.938,0.025,1,0.318,0.357,0,0,
16.0,Thomas Bryant,25.0,C,18,1,205,0.485,8.8,0.868,0.324,0.265,0.132,0.103,0.132,0.492,0.682,0.444,0.0,0.571,0.444,0.759,1.0,0.206,11,0.0,,0,0,
17.0,Peyton Watson,20.0,SG,23,2,186,0.492,9.3,0.763,0.305,0.39,0.068,0.0,0.237,0.511,0.722,0.348,0.5,,0.429,0.652,1.0,0.119,6,0.429,0.5,0,0,
18.0,Jack White,25.0,SF,17,0,66,0.421,12.8,0.526,0.316,0.211,0.0,0.0,0.474,0.5,0.5,0.5,,,0.333,0.4,1.0,0.105,2,0.667,0.333,0,0,
,Team Totals,,,82,82,19754,0.504,12.7,0.639,0.258,0.213,0.083,0.077,0.361,0.575,0.758,0.477,0.401,0.421,0.379,0.597,0.808,0.08,509,0.251,0.407,27,2,
