Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Christian Braun,21.0,SG,19,0,247,0.533,0.629,0.2,0.556,0.579,0.572,0.422,0.222,112.0,115.0,55.0,102.0,74.0,98.0,158.0,57.0,
2.0,Bruce Brown,26.0,SF,20,0,530,0.511,0.605,0.316,0.563,0.857,0.607,0.278,0.324,108.0,110.0,88.0,103.0,110.0,104.0,104.0,84.0,
3.0,Thomas Bryant,25.0,C,1,0,0,,,,,,,,,,,,,,,,,
4.0,Kentavious Caldwell-Pope,29.0,SG,20,20,671,0.457,0.557,0.38,0.565,0.829,0.598,0.216,0.568,96.0,102.0,105.0,104.0,106.0,103.0,81.0,147.0,
5.0,Vlatko Čančar,25.0,PF,5,0,10,0.0,0.0,0.0,0.0,,0.0,0.0,0.8,0.0,0.0,0.0,0.0,,0.0,0.0,206.0,
6.0,Aaron Gordon,27.0,PF,20,20,713,0.518,0.557,0.391,0.564,0.652,0.588,0.354,0.236,109.0,102.0,108.0,103.0,83.0,101.0,133.0,61.0,
7.0,Jeff Green,36.0,PF,20,0,343,0.452,0.559,0.321,0.524,0.895,0.583,0.306,0.452,95.0,102.0,89.0,96.0,114.0,100.0,115.0,117.0,
8.0,Reggie Jackson,32.0,PG,6,0,18,0.5,,0.5,0.75,,0.75,0.0,1.0,105.0,,139.0,138.0,,129.0,0.0,258.0,
9.0,Nikola Jokić,27.0,C,20,20,789,0.548,0.568,0.461,0.591,0.799,0.631,0.336,0.184,115.0,104.0,128.0,108.0,102.0,109.0,126.0,47.0,Finals MVP-1
10.0,DeAndre Jordan,34.0,C,4,0,14,0.667,0.667,,0.667,0.5,0.644,0.667,0.0,140.0,122.0,,122.0,64.0,111.0,250.0,0.0,
11.0,Jamal Murray,25.0,PG,20,20,799,0.473,0.517,0.396,0.545,0.926,0.586,0.198,0.363,100.0,94.0,110.0,100.0,118.0,101.0,74.0,94.0,
12.0,Zeke Nnaji,22.0,PF,5,0,12,0.5,1.0,0.333,0.625,,0.625,0.0,0.75,105.0,183.0,92.0,115.0,,108.0,0.0,194.0,
13.0,Michael Porter Jr.,24.0,SF,20,20,654,0.423,0.515,0.351,0.521,0.793,0.541,0.124,0.56,89.0,94.0,97.0,96.0,101.0,93.0,47.0,144.0,
14.0,Ish Smith,34.0,PG,4,0,12,0.5,0.5,,0.5,,0.5,0.0,0.0,105.0,91.0,,92.0,,86.0,0.0,0.0,
15.0,Peyton Watson,20.0,SG,5,0,14,0.4,0.333,0.5,0.5,,0.5,0.0,0.4,84.0,61.0,139.0,92.0,,86.0,0.0,103.0,
,Team Totals,,,20,20,4826,0.492,0.554,0.375,0.557,0.801,0.593,0.257,0.349,103.0,101.0,104.0,102.0,102.0,102.0,96.0,90.0,
