unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Trey Murphy III,38:09,3,12,.250,1,6,.167,4,4,1.000,3,6,9,5,2,1,3,2,11,10.1,+1,True,,NOP,DAL,DAL,NOP,False,True,d973363ca2b0ef9ff8e8e5197f360e1c2863b9f5,202511050DAL,"New Orleans Pelicans at Dallas Mavericks Box Score, November 5, 2025",2025-12-31T08:18:11.868250,box-NOP-game-basic
Herbert Jones,35:00,6,10,.600,0,2,.000,0,1,.000,2,3,5,2,2,1,2,2,12,10.6,+10,True,,NOP,DAL,DAL,NOP,False,True,5c27b7435b82b7a3fa1636d4a9a27692b6aac51e,202511050DAL,"New Orleans Pelicans at Dallas Mavericks Box Score, November 5, 2025",2025-12-31T08:18:11.868250,box-NOP-game-basic
Saddiq Bey,29:34,9,14,.643,4,6,.667,0,0,,1,8,9,1,0,0,1,0,22,18.6,-1,True,,NOP,DAL,DAL,NOP,False,True,ca8abe0f53048eb90a07cea2b3e64d720c8478ed,202511050DAL,"New Orleans Pelicans at Dallas Mavericks Box Score, November 5, 2025",2025-12-31T08:18:11.868250,box-NOP-game-basic
Jeremiah Fears,25:25,5,15,.333,1,6,.167,2,2,1.000,1,4,5,3,1,0,3,3,13,5.3,-10,True,,NOP,DAL,DAL,NOP,False,True,1d0d39ff1200ba3f5d7dae937d879c68c501d68f,202511050DAL,"New Orleans Pelicans at Dallas Mavericks Box Score, November 5, 2025",2025-12-31T08:18:11.868250,box-NOP-game-basic
Kevon Looney,14:59,4,8,.500,0,1,.000,0,0,,4,2,6,2,0,1,0,1,8,9.1,-1,True,,NOP,DAL,DAL,NOP,False,True,cca82f74aa7f4f125c23028eeee32692379a5216,202511050DAL,"New Orleans Pelicans at Dallas Mavericks Box Score, November 5, 2025",2025-12-31T08:18:11.868250,box-NOP-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,NOP,DAL,DAL,NOP,False,True,5e25add7eb6485b5bd72c1f2ea5cb3e5f155988d,202511050DAL,"New Orleans Pelicans at Dallas Mavericks Box Score, November 5, 2025",2025-12-31T08:18:11.868250,box-NOP-game-basic
Derik Queen,25:52,3,8,.375,0,0,,5,7,.714,1,6,7,2,3,0,3,3,11,8.5,-3,True,,NOP,DAL,DAL,NOP,False,True,70f9cc3778d91d0539942cb6cd073e2fe263a828,202511050DAL,"New Orleans Pelicans at Dallas Mavericks Box Score, November 5, 2025",2025-12-31T08:18:11.868250,box-NOP-game-basic
Jose Alvarado,22:35,4,8,.500,3,5,.600,2,2,1.000,1,7,8,2,0,0,1,1,13,11.8,+12,True,,NOP,DAL,DAL,NOP,False,True,88f7a15b9b45591a1ad0d4b368ab940725bf51f4,202511050DAL,"New Orleans Pelicans at Dallas Mavericks Box Score, November 5, 2025",2025-12-31T08:18:11.868250,box-NOP-game-basic
Jordan Hawkins,19:52,4,13,.308,1,4,.250,0,0,,1,1,2,1,2,0,0,1,9,4.8,0,True,,NOP,DAL,DAL,NOP,False,True,564358dca9e1fec6a8e96dbaf476813d3fda3dd4,202511050DAL,"New Orleans Pelicans at Dallas Mavericks Box Score, November 5, 2025",2025-12-31T08:18:11.868250,box-NOP-game-basic
Micah Peavy,18:19,0,1,.000,0,1,.000,0,0,,0,3,3,0,0,0,0,3,0,-1.0,+1,True,,NOP,DAL,DAL,NOP,False,True,62321977f64c40a83fd21c126091fb0175aa33c8,202511050DAL,"New Orleans Pelicans at Dallas Mavericks Box Score, November 5, 2025",2025-12-31T08:18:11.868250,box-NOP-game-basic
