Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Coby White,24.0,SG,74,73,2450,0.453,16.6,0.479,0.224,0.153,0.06,0.043,0.521,0.544,0.669,0.456,0.507,0.25,0.37,0.336,0.759,0.01,8,0.135,0.38,8,0,
2.0,Nikola Vučević,34.0,C,73,72,2278,0.53,12.5,0.691,0.214,0.319,0.118,0.04,0.309,0.587,0.689,0.565,0.508,0.452,0.402,0.758,0.992,0.012,10,0.084,0.407,1,0,
3.0,Josh Giddey,22.0,PG,70,69,2117,0.465,12.3,0.652,0.277,0.276,0.076,0.023,0.348,0.512,0.584,0.5,0.377,0.222,0.378,0.414,0.895,0.013,9,0.277,0.39,1,1,
4.0,Patrick Williams,23.0,PF,63,36,1576,0.397,16.6,0.473,0.211,0.161,0.052,0.048,0.527,0.447,0.541,0.373,0.444,0.28,0.353,0.569,0.938,0.048,18,0.217,0.39,0,0,
5.0,Matas Buzelis,20.0,SF,80,31,1511,0.454,13.7,0.521,0.305,0.178,0.023,0.014,0.479,0.54,0.633,0.434,0.154,0.5,0.361,0.699,0.979,0.141,65,0.504,0.366,0,0,ROY-7
6.0,Zach LaVine,29.0,SF,42,42,1432,0.511,15.5,0.57,0.299,0.072,0.073,0.127,0.43,0.56,0.708,0.392,0.385,0.411,0.446,0.471,0.515,0.068,45,0.164,0.44,0,0,
7.0,Ayo Dosunmu,25.0,SG,46,26,1394,0.492,12.4,0.579,0.372,0.176,0.027,0.004,0.421,0.612,0.707,0.456,0.333,0.5,0.328,0.553,0.935,0.027,11,0.407,0.351,0,0,
8.0,Julian Phillips,21.0,SF,79,5,1123,0.446,14.2,0.467,0.321,0.136,0.007,0.003,0.533,0.582,0.652,0.436,0.5,0.0,0.327,0.679,1.0,0.153,36,0.66,0.406,0,0,
9.0,Dalen Terry,22.0,SG,73,5,987,0.448,11.7,0.612,0.366,0.224,0.011,0.011,0.388,0.506,0.602,0.383,0.0,0.333,0.356,0.602,1.0,0.049,13,0.423,0.386,0,0,
10.0,Jalen Smith,24.0,C,64,2,962,0.466,15.4,0.456,0.319,0.098,0.025,0.015,0.544,0.634,0.677,0.625,0.3,0.333,0.324,0.703,0.986,0.071,27,0.162,0.333,1,1,
11.0,Kevin Huerter,26.0,SG,26,16,780,0.439,18.3,0.367,0.139,0.17,0.034,0.024,0.633,0.546,0.78,0.5,0.2,0.0,0.376,0.729,0.914,0.02,5,0.242,0.467,0,0,
12.0,Lonzo Ball,27.0,PG,35,14,777,0.366,23.0,0.198,0.07,0.058,0.037,0.033,0.802,0.458,0.529,0.5,0.333,0.375,0.344,0.545,0.881,0.021,4,0.221,0.372,4,0,
