Rk,Unnamed: 1,Salary
1,Pascal Siakam,"$35,448,672"
2,Fred VanVleet,"$21,250,000"
3,Gary Trent,"$17,505,000"
4,OG Anunoby,"$17,357,143"
5,Chris Boucher,"$12,690,000"
6,Jakob Poeltl,"$9,398,148"
7,Thaddeus Young,"$8,000,000"
8,Scottie Barnes,"$7,644,600"
9,Otto Porter,"$6,000,000"
10,Precious Achiuwa,"$2,840,160"
11,Malachi Flynn,"$2,145,720"
12,Svi Mykhailiuk,"$1,878,720"
13,Juancho Hernangómez,"$1,836,090"
14,Dalano Banton,"$1,563,518"
15,Christian Koloko,"$1,500,000"
16,Justin Champagnie,"$825,000"
17,Joe Wieskamp,"$545,989"
18,Will Barton,"$432,642"
19,D.J. Wilson,"$250,000"
20,Ish Wainright,"$125,000"
21,Joe Wieskamp,"$94,136"
22,Joe Wieskamp,"$94,136"
23,Armoni Brooks,"$50,000"
24,Saben Lee,"$10,492"
25,Jeff Dowtin,
26,Ron Harper,
