Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Jaden Ivey,20.0,74,73,2304,409,983,0.416,120,350,0.343,289,633,0.457,0.477,266,356,0.747,73,215,288,387,61,17,237,242,1204,0,ROY-6
2.0,Killian Hayes,21.0,76,56,2154,307,815,0.377,80,286,0.28,227,529,0.429,0.426,92,112,0.821,28,193,221,470,104,28,173,219,786,0,
3.0,Bojan Bogdanović,33.0,59,59,1893,430,882,0.488,145,353,0.411,285,529,0.539,0.57,268,303,0.884,36,187,223,152,34,8,135,113,1273,0,
4.0,Jalen Duren,19.0,67,31,1670,258,398,0.648,0,2,0.0,258,396,0.652,0.648,96,157,0.611,229,366,595,75,44,59,92,182,612,0,
5.0,Saddiq Bey,23.0,52,30,1500,245,606,0.404,101,293,0.345,144,313,0.46,0.488,180,209,0.861,59,183,242,84,50,12,54,86,771,0,
6.0,Isaiah Stewart,21.0,50,47,1414,195,441,0.442,67,205,0.327,128,236,0.542,0.518,110,149,0.738,115,288,403,70,20,34,68,133,567,0,
7.0,Cory Joseph,31.0,62,2,1227,150,351,0.427,70,180,0.389,80,171,0.468,0.527,57,72,0.792,21,85,106,217,34,9,56,88,427,0,
8.0,Isaiah Livers,24.0,52,22,1199,120,288,0.417,74,203,0.365,46,85,0.541,0.545,32,39,0.821,28,115,143,41,28,28,30,103,346,0,
9.0,Alec Burks,31.0,51,8,1122,200,459,0.436,99,239,0.414,101,220,0.459,0.544,153,188,0.814,19,139,158,114,38,8,58,98,652,0,
10.0,Hamidou Diallo,24.0,56,0,996,215,375,0.573,5,21,0.238,210,354,0.593,0.58,87,148,0.588,57,137,194,55,53,16,71,124,522,0,
11.0,Marvin Bagley III,23.0,42,25,990,202,382,0.529,19,66,0.288,183,316,0.579,0.554,81,108,0.75,94,175,269,36,19,30,46,81,504,0,
12.0,James Wiseman,21.0,24,22,605,130,245,0.531,3,18,0.167,127,227,0.559,0.537,42,59,0.712,55,139,194,16,4,20,37,69,305,0,
13.0,Kevin Knox,23.0,42,1,593,84,179,0.469,43,116,0.371,41,63,0.651,0.589,26,33,0.788,20,88,108,15,14,12,32,74,237,0,
14.0,Rodney McGruder,31.0,32,12,524,62,152,0.408,41,97,0.423,21,55,0.382,0.543,18,22,0.818,20,54,74,28,16,1,11,39,183,0,
15.0,Cade Cunningham,21.0,12,12,400,93,224,0.415,17,61,0.279,76,163,0.466,0.453,36,43,0.837,12,62,74,72,10,7,39,34,239,0,
16.0,R.J. Hampton,21.0,21,3,389,52,123,0.423,23,63,0.365,29,60,0.483,0.516,26,39,0.667,9,39,48,20,11,5,21,29,153,0,
17.0,Eugene Omoruyi,25.0,17,4,373,57,134,0.425,17,58,0.293,40,76,0.526,0.489,34,47,0.723,21,38,59,17,14,3,18,45,165,0,
18.0,Jared Rhoden,23.0,14,0,198,17,44,0.386,5,20,0.25,12,24,0.5,0.443,6,6,1.0,11,26,37,4,4,1,3,23,45,0,
19.0,Nerlens Noel,28.0,14,3,152,12,30,0.4,1,2,0.5,11,28,0.393,0.417,7,10,0.7,7,30,37,7,13,9,8,25,32,0,
20.0,Buddy Boeheim,23.0,10,0,90,5,27,0.185,4,25,0.16,1,2,0.5,0.259,2,2,1.0,2,4,6,4,2,0,0,6,16,0,
21.0,Braxton Key,25.0,3,0,9,1,1,1.0,0,0,,1,1,1.0,1.0,2,2,1.0,0,1,1,0,0,0,0,0,4,0,
22.0,Stanley Umude,23.0,1,0,2,0,1,0.0,0,1,0.0,0,0,,0.0,2,2,1.0,0,0,0,0,1,1,0,0,2,0,
,Team Totals,,82,82,19804,3244,7140,0.454,934,2659,0.351,2310,4481,0.516,0.52,1623,2106,0.771,916,2564,3480,1884,574,308,1189,1813,9045,0,
